姓名,评论内容
秋之叶467☕☕,[赞][赞][赞][赞][赞]
李西刚509,[赞][赞][赞][赞][赞]
上善若水48793,[666][666][666][666][666]
贾丽娟,[赞][赞][赞][赞][赞]
云姐✨🌷🌷✨,[赞][赞][赞][赞][赞]
紫梦69351,[赞][赞][赞][赞][赞]
我家有宝,[666][666][666][666]
真实的人生118,[赞][火][火][火][赞][火]
海啸（男家人）,橙子就快收尾了[火][赞][赞][赞]
乡音,[666][666][666][666][666][666]
《6梦想成真》,[666][666][666][666][666][666][玫瑰]
白狐9999,笨丫头，再不更新段子打你呀。
小宇～HYT,[666][666][666][666][666]
阿真哥8658,666666
步步登高125（,[666][666][666][666][666][666][666][666]
感恩的心36074,[火][火][火][火][火][火][火]
張（●◡●）尘客,[赞][666][666][666][666][666][666]
萍38082,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
zzwann,[赞][赞][赞][赞][赞]
紫梦69351,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
我最无敌 934,[赞][666][赞][666][赞][666][赞][666]
看影视（交友）,[赞][赞][赞][赞]
芒果11522（尘亮九）,[赞][赞][赞][赞][赞][赞][赞][赞]
城市领秀布艺,[666][666][666][666][666][666][666][666][火][火][火]
参天大树0304,[赞][赞][赞][赞][赞]
蔓蔓,[赞][赞][赞][赞]
白狐9999,坏丫头，更新段子呀。
✨✨之🔥545,年轻人有力气[赞]
巍巍昆仑1234,[赞][赞][赞][赞][赞]
尘封记忆7777,[赞][赞][赞][赞][赞]
阿真哥8658,666666
上善若水48793,[666][666][666][666][666][666]
漫步平安里,[666][火][玫瑰][玫瑰][玫瑰][赞][爱心][爱心]
真诚你我,[666][666][666][666][666][666]
大凡爸爸哟,[666][666][666][赞][赞][赞][赞][赞]
胖子老王（尘客）,[赞][赞][赞][赞][赞][赞]
一个人挺好,[赞][赞][赞]
Z.M.X               🎮,[火][火][火][火]
李西刚509,[赞][赞][赞][赞][赞]
布道者548,[爱心][爱心][爱心][爱心]
虹金星 帶你看世界,[火][火][赞][赞][玫瑰][玫瑰][玫瑰]
zzwann,[赞][赞][赞][赞][赞][赞]
生生不息1028,[赞][赞][赞][赞][赞][赞][赞]
刘姐爱养花（1958）,[赞][赞][赞][赞][赞][赞]
老程家,[赞][赞][赞][赞][赞]
《6梦想成真》,666[赞][玫瑰][优秀][666][火]
幸福安康6401,空气清新自然
巅峰穿越【浩子】,看着都好吃的
白狐9999,今天回老家了
User_1054970155,[火][火][火][火][火][火]
云姐✨🌷🌷✨,[赞][赞][赞][赞][赞][赞]
Z晓威,[赞][赞][赞][赞][赞][赞][赞]
阳阳奶364,[666][666][666][666][666][666][666][666][666]
说话的艺术99,[赞][赞][赞][666][666][666][玫瑰][玫瑰][玫瑰]
涛声依旧99492,[赞][赞][赞][赞][赞][赞][赞]
堂堂妈妈—鞍山腾鳌,[赞][赞][赞][赞][赞]
安琪泡沫,[赞][赞][赞][赞][赞]
巍巍昆仑1234,[赞][赞][赞][赞][赞]
✨✨之🔥545,清闲好吃[奸笑]
🐍顺利哥🐍,今年橙子减产了?
海啸（男家人）,看着好安逸 [赞][赞][赞][赞][火][火][火]
玥平🍎,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
尘封记忆7777,[赞][赞][赞][赞][赞]
Joan0335,还有橙子卖吗？
丽立6699,[赞][赞][赞][赞][赞][赞]
民子海鱼鸡杂亚沟粘豆包,[666][666][666][666][666][666][666]
水中鱼 猫七七  YZ,[666][666][666][火][火][火][赞][赞][赞]
屋脊橄榄,[666][666][666][666][666][666]
大麦,一直爱一直在
马秀达,[666][666][666][666][666][666][666][赞][赞][赞][赞][赞][赞]
纳闷，687,[666][666][666][666][666][666][666]
Z晓威,[赞][赞][赞][赞][赞][赞][赞]
熊三哥门窗,现在的好吃[玫瑰][玫瑰]
雪豹6981,[赞][赞][赞][赞][赞]
芙蓉花5115,[赞][赞][赞]
情深.（方琦826）,[赞][赞]
丽水 山涧清泉☕️,[爱你][爱你][爱你][爱你][爱你][爱你][爱你]
♥岁月静好♥&,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
☺🌹财源滚滚🌹🌹,@[666][666][666][666][666][666][666][666][666][666][666]
雨天看雨992女神团,笨熊家的橙子很好吃[赞][赞]
慧慧9073:,[赞][赞][赞][赞]
瑞阳（525）,[赞][赞][赞]
小宇～HYT,[666][666][666][666][666]
*sunny*木子,[赞][赞][赞]
正能量51377,我们都是盐蒸橙子治好了咳嗽，没有吃药[笑哭]
晨曦（尘客）霖霖粉,[赞][赞][赞]
说话的艺术99,[赞][赞][赞][666][666][666][玫瑰][玫瑰][玫瑰]
戎城尘客,[赞]
猎豹6677☕️,[赞][赞][赞]
🌻彼岸141319,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
❄红星队长,[火][火][火][火][火][火]
浮生若梦霖熙,赶紧喽要吃橙子的，错过就要在等一年
白狐9999,今年的橙子周期缩短了，要赶紧吃[捂脸]。
晓滨,[赞][赞]
云姐✨🌷🌷✨,[赞][赞][赞][赞][赞]
