id,short_name,buy_car_type,lng,lat,address,tel,jsd_type,join_shop_code,join_shop_name,province,province_code,city,city_code
18376,比亚迪汽车王朝网（北京盛世路骐朝阳4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.489204,39.854656,北京市朝阳区东四环南路56号E座,010-67319998,1,BYDBJ066J,北京盛世路骐汽车销售有限公司北京朝阳分公司,北京,110000,北京,110100
15082,比亚迪汽车海洋网（北京盛世新景4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.5492610,39.8156760,北京市经济技术开发区（通州）科创五街1号A3厂房1-2层,010-69501777,1,BYDEBJ013J,北京盛世新景汽车销售有限公司,北京,110000,北京,110100
15148,比亚迪汽车王朝网（北京盛世新景4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.549261,39.815676,北京市经济技术开发区（通州）科创五街1号A3厂房1-2层,010-69501777,1,BYDBJ061J,北京盛世新景汽车销售有限公司（王朝）,北京,110000,北京,110100
17964,比亚迪汽车王朝网（环耀晟世海淀枫蓝国际商超店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.362948,39.958299,北京市海淀区枫蓝国际购物中心西直门北大街32号院3号楼一层101,17601648332,1,BYDBJ006SC,北京环耀晟世汽车销售有限公司海淀分公司,北京,110000,北京,110100
14872,比亚迪汽车王朝网（鹏生汇朝阳合生汇商超店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.479832,39.894419,北京市朝阳区西大望路甲22号合生汇五层1-2号,,1,BYDBJ004SC,北京鹏生汇汽车销售有限公司,北京,110000,北京,110100
18122,比亚迪汽车王朝网（北京瑞鹏福瑞4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.252166,40.050876,北京市海淀区西北旺镇百旺绿谷汽车园F1地块1号,010-82404852,1,BYDBJ065J,北京瑞鹏福瑞汽车销售服务有限公司,北京,110000,北京,110100
15102,比亚迪汽车海洋网（三里屯SOHO环耀盛鑫商超店）,,116.45224,39.925652,北京市朝阳区工体南路8号院3号楼3103,13810643327,1,BYDEBJ001SC,北京环耀盛鑫新能源汽车销售有限公司,北京,110000,北京,110100
17431,比亚迪汽车海洋网（北京鑫敏恒鑫盛4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.5498600,39.8596500,北京市朝阳区豆各庄乡黄厂村甲399号4幢,010-87151670,1,BYDEBJ008J,北京鑫敏恒鑫盛汽车销售有限公司,北京,110000,北京,110100
17489,比亚迪汽车海洋网（北京盛世路骐4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.4987900,39.8976360,北京市朝阳区石门中路二院,010-67710155,1,BYDEBJ010J,北京盛世路骐汽车销售有限公司朝阳区分公司,北京,110000,北京,110100
16474,比亚迪汽车王朝网（北京欣太4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.546076,39.871588,北京市朝阳区王四营乡道口村西庞大汽车园内,010-53653488,1,BYDBJ050J,北京欣太新能源汽车销售服务有限公司,北京,110000,北京,110100
18199,比亚迪汽车王朝网（盛世新景环贸中心城市展厅）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.408020,39.967150,北京市东城区北三环东路36号院4号楼一层05单元房间,010-56351580,1,BYDBJ006CZ,北京盛世新景汽车销售有限公司安贞分公司,北京,110000,北京,110100
18222,比亚迪汽车海洋网（朝阳北投购物润迪澎捷商超店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.4084600,39.9854000,北京市朝阳区安定路5号院20号楼北投购物地下一层B1-60,18618189118,1,BYDEBJ005SC,北京润迪澎捷汽车销售有限公司,北京,110000,北京,110100
16436,比亚迪汽车王朝网（北京鑫敏恒瑞鑫4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.3322220,40.0492350,北京市海淀区安宁北路昌平路临831-内2,010-60600158/60600166,1,BYDBJ047J,北京鑫敏恒瑞鑫汽车销售有限公司,北京,110000,北京,110100
17219,比亚迪汽车海洋网（北京鑫敏恒鑫运4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.3298700,40.0557440,北京市海淀区安宁北路昌平路临831-内2,010-60605116,1,BYDEBJ006J,北京鑫敏恒鑫运汽车销售有限公司,北京,110000,北京,110100
16671,比亚迪汽车海洋网（北京车豪4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.5586880,39.9245920,北京市朝阳区朝阳北路45号,010-65751616,1,BYDEBJ004J,北京车豪汽车有限公司,北京,110000,北京,110100
14827,比亚迪汽车王朝网（鑫敏恒朝阳北路城市展厅）,,116.559133,39.924663,北京市朝阳区三间房乡朝阳北路45号,,1,BYDBJ005CZ,北京鑫敏恒盛世汽车销售有限公司,北京,110000,北京,110100
15841,比亚迪汽车王朝网（北京鑫敏恒东晟4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.5728000,39.9391570,北京市朝阳区平房乡石各庄村东甲1号内5号（一至二层）,,1,BYDBJ063J,北京鑫敏恒东晟汽车销售有限公司,北京,110000,北京,110100
18455,比亚迪汽车海洋网（北京环耀盛鸿4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.453354,40.020640,北京市朝阳区来广营西路318号一层105室,010-53687881,1,BYDEBJ016J,北京环耀盛鸿新能源汽车销售有限公司,北京,110000,北京,110100
16435,比亚迪汽车王朝网（北京环耀4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.442631,40.030283,北京市朝阳区来广营乡朝来农艺园西门,010-84912569,1,BYDBJ029J,北京环耀汽车服务有限公司,北京,110000,北京,110100
15878,比亚迪汽车海洋网（阳光新生活广场盛世路骐商超店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.6554660,39.8892450,北京市通州区翠景北里1号楼1层九棵树西路80号首层G19、G21,010-57528128,1,BYDEBJ004SC,北京盛世路骐汽车销售有限公司通州分公司,北京,110000,北京,110100
14871,比亚迪汽车王朝网（环耀盛都万优汇城市展厅）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.415150,40.057050,北京市昌平区东小口镇立汤路188号1层09A号,,1,BYDBJ003CZ,北京环耀盛都新能源汽车销售有限公司,北京,110000,北京,110100
16440,比亚迪汽车王朝网（北京北方瑞鹏4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.696392,39.866397,北京市通州区张家湾镇土桥村西（北院）10幢,010-81512388,1,BYDBJ048J,北京市北方瑞鹏汽车服务有限公司,北京,110000,北京,110100
14870,比亚迪汽车王朝网（润迪昌平天通苑商超店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.414426,40.070426,北京市昌平区华联天通苑购物中心一层F1-14、F1-15A号,,1,BYDBJ003SC,北京润迪澎和商贸有限公司,北京,110000,北京,110100
18468,比亚迪汽车海洋网（北京环耀盛裕4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.216480,40.209570,北京市昌平区昌平镇昌南环岛西南侧2幢1层101室,010-61610096,1,BYDEBJ018J,北京环耀盛裕汽车销售有限公司,北京,110000,北京,110100
15877,比亚迪汽车海洋网（北京润迪海洋4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.3838330,40.1022300,北京市昌平区北七家镇王府街21号-2北京力道文创工艺品市场有限公司西侧10号,010-56821081/010-56821067,1,BYDEBJ014J,北京润迪海洋汽车销售服务有限公司,北京,110000,北京,110100
17233,比亚迪汽车王朝网（北京润迪4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.219660,40.213340,北京市昌平区城北街道八达岭高速路西西关加油站北侧3号,010-89788009,1,BYDBJ056J,北京润迪汽车销售有限公司,北京,110000,北京,110100
17823,比亚迪汽车王朝网（北京瑞鹏之星4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.417391,40.095393,北京市昌平区北七家镇东三旗村村北北辰亚运村汽车交易市场内B区A05,010-81773066,1,BYDBJ064J,北京瑞鹏之星汽车销售服务有限公司,北京,110000,北京,110100
14975,比亚迪汽车海洋网（北京盛世路骐金港4S店）,,116.566008,40.015536,北京市朝阳区金盏乡金港大道1号金港汽车园2号楼1层1号,010-64330100,1,BYDEBJ012J,北京盛世路骐汽车销售有限公司北京分公司,北京,110000,北京,110100
14548,比亚迪汽车王朝网（首资环耀金港国际城市展厅）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.5723700,40.0127980,北京市朝阳区金盏乡小店村金港南路320号临街门面一层,,1,BYDBJ002CZ,北京首资环耀新能源汽车销售有限公司,北京,110000,北京,110100
18458,比亚迪汽车海洋网（北京北方福迪4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.677450,39.984800,北京市通州区宋庄镇草寺村西南,010-66035555,1,BYDEBJ017J,北京北方福迪新能源汽车销售服务有限公司,北京,110000,北京,110100
17911,比亚迪汽车王朝网（环耀盛融延庆万达商超店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,115.9841700,40.4741200,北京市延庆区庆园街59号,,1,BYDBJ007SC,北京环耀盛融新能源汽车销售有限公司,北京,110000,北京,110100
18707,比亚迪汽车王朝网（北京瑞鹏天成4S店）,,116.564211,40.114127,北京市顺义区京密路后沙峪段3号1幢1层101,,1,BYDBJ068J,北京瑞鹏天成汽车贸易有限公司,北京,110000,北京,110100
16586,比亚迪汽车海洋网（北京北方瑞迪4S店）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.5849170,40.1293560,北京市顺义区顺于路空港物流基地西18号,010-69476318,1,BYDEBJ002J,北京北方瑞迪汽车服务有限公司,北京,110000,北京,110100
16466,比亚迪汽车王朝网（北京北方瑞丰4S店）,汉EV冠军版/汉EV/汉EV 创世版/汉EV 千山翠限量版/汉DM-i/汉DM-P/汉DM-i冠军版/汉DM-p战神版/唐DM-p/唐DM-i/唐DM-i冠军版/2022款唐EV/宋Pro DM-i 冠军版/元PLUS/2023款元Pro/2022款 宋MAX DM-i/秦PLUS DM-i 2023冠军版/秦PLUS EV 2023冠军版,116.636400,40.271700,北京市怀柔区庙城镇焦村（京承高速路怀柔出口西100米）,010-60691789,1,BYDBJ051J,北京北方瑞丰汽车销售服务有限公司,北京,110000,北京,110100
18538,比亚迪汽车海洋网（怀柔庙城怀瑾城市展厅）,e2/宋PLUS DM-i/宋PLUS EV/海豚/驱逐舰05/海豹/护卫舰07/海鸥/宋PLUS DM-i 冠军版/宋PLUS EV 冠军版,116.639333,40.293129,北京市怀柔区庙城镇庙城501号,010-60691008,1,BYDEBJ002CZ,北京鑫敏恒怀瑾汽车销售有限公司,北京,110000,北京,110100
17376,,,116.6859070,40.3232000,北京市怀柔区北房镇杨雁路10号,,1,BYDEBJ002XSZT,北方瑞迪怀柔城市展厅,北京,110000,北京,110100
