姓名,评论内容
我想说没人理解,太感人了。[赞][赞]
知天命,这是狗？
＠sohu.com,[大哭][大哭][笑哭][笑哭][笑哭][玫瑰]
耿,袜子不臭吗？
User_1586751184887,[玫瑰][玫瑰][玫瑰]
赛罗奥特曼,我也是[大哭]
＠哎！别来无恙啊,这么懂事的毛孩怎么舍得扔下
流浪的鱼🐡,给我看哭了[火][赞][666]
甄——了不起,[狗][狗][狗][赞][赞][赞][赞][赞][赞][赞][爱心][爱心][爱心]
甄——了不起,[赞][赞][赞][赞][赞][爱心][爱心][爱心][爱心][爱心]
gjg329,小狗狗真的太可怜了[捂脸][捂脸]
13324468888,l
思、钱！想、厚,哭了
是新艳呀？？,看哭了[捂脸]
虫虫,太感动了，感动的我都哭了
泡沫^0^之夏的你,不能看了[捂脸]看得都流泪了[捂脸]
length心,看一次哭一次[捂脸]
小蔡养生,@看哭了路虎[赞]
文水君君😉,看的我哭了，狗狗好懂事[赞][赞][赞]
人生太难太晚,[赞][赞][666][666]
龙山彬哥哥,不行了，不敢再看了[大哭]看一次眼睛湿一次
山歌九妹，黄杰是我师傅,[大哭][大哭][大哭][大哭]
山歌九妹，黄杰是我师傅,[666][赞][赞][赞][赞]
爱你的杰,[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心]
快手用户1661840055220,影帝
相见恨晚,[赞]
夏天的大海,[大哭][大哭][祈祷][祈祷][祈祷]
༄道༆法༺自༻然,[捂脸][捂脸][捂脸][捂脸][捂脸]
于梦煕,好可爱的狗[爱你][爱你][爱你][玫瑰][玫瑰][玫瑰]
＠她说彩礼80万,@是小陈啊啊啊啊 [大哭]
谭弟军,[赞][赞][赞][赞][赞][爱心][爱心][爱心][爱心][爱心]
不再相信爱情 z Z,我哭了，太感动了
柒分之四,哇塞  是我家深深的大鱼啊
深海44249,路虎！我们都爱你！加油！
王者归来05672,卖给我吧
②0②②加油,@☆偏爱♞
不能再等待483,这狗狗比很多人都强[赞][赞][赞]
明天会更好44117,太感人了，看哭了[大哭][大哭]
钟岚栾诚,[赞][赞][赞]
平安55018,[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][爱心][爱心][爱心][爱心][爱心]
User_1564211985452,[赞][赞]
一路平安0164,[赞][赞][赞][赞][赞][赞][赞][赞]
♥谭♥指′▽`╱神厷╲,看哭了的排队啦，太爱这狗狗啦！比大人还懂事呢！[赞]
晋KG577513466884522,[赞][赞][赞][赞][赞]
小飞,操 我也要 去买一只狗回来 你叫他金毛 从小跑到养到大 我呀 现在就去
小飞,他哥的不要给我 我都看哭了
鞠玖蜜,这狗好可怜
舞诗《原创诗词》,[愉快][爱你][赞][赞]
难言,我看哭了
兰花不傲*,[赞][赞][赞]
User_1528034541015,[赞][赞][赞][赞][赞][赞]
富贵吉祥开心快乐,这狗狗把我看[大哭][大哭][大哭]
吴～    所谓,看哭了
雨中狂舞＠,[赞][赞][赞][赞][赞][赞][赞]
🌹带刺的玫瑰🌹652,现实生活中有多少人还不如这只狗狗有感情[like][like][like][like]
ying海在阳光下180,太感人了[赞][赞][赞][赞][赞]
柳絮（◦˙▽˙◦）,[赞][赞][赞]
浅🌸颖ゐ,好感动[大哭][大哭]
奈斯兔米球。,我为什么不知不觉的哭了！
阿杰～不锈钢,看哭了
麦穗儿棉花糖,太懂事了
王哥在非洲,[跳舞][跳舞][跳舞][跳舞][跳舞][跳舞][跳舞][跳舞][跳舞][跳舞][跳舞][跳舞][跳舞][跳舞]666666666666666666
爱美的茜茜♡,看哭了，这狗真通人性，真像个孩子[爱心]
阿良5132,[祈祷][祈祷]
我爱邓少山,@路虎太棒了
陈林彤（超）,好狗狗[赞][赞][赞]
和和睦睦,[赞][赞][赞]
人生若如初见845,好乖的狗狗
😘萌宝日常小生活❤,太感动了
艳子✔www.,路虎太感人了不知不觉的落泪了[玫瑰]
霞姐爱唱歌524,[赞][赞][赞][赞][赞][赞][大哭][大哭][大哭]
稻花香,比人都强
恩在心,真感动人心[赞][赞][赞][赞][赞][赞][赞][赞][赞]
轻松愉快032,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
【高.乐高】,真是太感人了，潸然泪下[捂脸][捂脸][捂脸][捂脸]
比紫钻还耀眼的女孩,[666][666][666]
长明,金 @金毛路虎🐯
111111,狗狗再近一点的话，我收养你吧 [大哭][大哭][大哭]
111111,[大哭][大哭][大哭]
。。。。。。。。。。。。,[大哭][大哭][大哭][大哭][大哭]
＠散漫&在野,路虎加油 你是最棒的
带刺的玫瑰🌹百姓家,狗狗流泪的那一瞬间，我也流泪了
好人难做7169,比人还懂人情[捂脸][笑哭]
超哥逗你笑.,我都看哭了
✔一树一菩提。,成功的把我感动哭了[大哭]
你永远是我的左半边翅膀,[大哭][大哭][大哭][大哭]
颜小落,太感人了，人都做不到这样子[赞][666][玫瑰]
香港人5050,这么通人性聪明懂事的狗狗都不带去，你还不如这只狗狗，太狠心了[笑哭][笑哭][笑哭]
小武.哥哥.,我看哭了[笑哭]
八月,看着看着就流泪了
五妹0822,[大哭]
༄小ོྂཾ࿆༊࿆燕࿆ྂ࿐,我竟看哭了[大哭][大哭]，真心酸，好路虎[赞][赞]
情歌女神🎤瑛子,[大哭][大哭]
风色如风,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
菲儿斯徒,太感人了！不应该扔下路虎[捂脸]
老王,看哭了，拍得好！
莉姐吃饭香,这毛孩子太懂事了比人强多了简直成精了太聪明了[赞][赞][赞]
gvawx一路欢笑一路行,万物皆有灵性[玫瑰][祈祷][祈祷][祈祷]
Hanᴗo·ᰔᩚ苏辞,@[大哭][大哭][大哭][大哭]
渝妹619,这么乖的狗狗怎么舍得离开？
叶素瑶yxf,太感人了，我都哭了
淑梅,[赞][赞][赞][赞][赞]
☾⋆᭄习惯꧔ꦿ💞依懒༊,我也看哭了狗狗让人很心疼聪明可爱
老陈,[落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪]
老陈,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
拒绝私聊拒绝私聊,[赞][赞][赞][赞]
聋哑人：平头王理发店,大狗狗[赞][赞][赞][赞][赞][赞][赞][赞]
青青—杭州,[奸笑][奸笑][奸笑]
痴心绝对8842,路虎[抱抱][抱抱][抱抱]
✨🌙微笑✨🌙,看了好感动啊金毛如此对主人的忠诚一次又一次的流泪为金毛点赞好样的太不容易啊[赞][赞][赞][赞][赞][赞]
洋阳,[赞][打招呼]
涵涵,感动的，让人哭了[爱心][赞]
杨婷2001,垅里是让养狗的
挚℡ 爱💐,[笑哭]
梅 .桂~ ♥,我哭了好感动好乖的狗狗好懂事的狗狗我们支持你[爱心][爱心]
知足常乐56333,看一遍哭。五次
一季烟雨凉,好可爱的路虎，看了就会流眼泪，为什么不能带到城市去
还是妤    柔_,@不嫁qzq不改名. @.做 梦. @恬怡之上学不活版 @回忆篇 @夢見倫. [大哭]
心♡.,@‘上心♡’ 哭了
小/ 怡,@相思寄巫山…
平凡,只要是路虎不高兴，伤心的视频，一个都不喜欢，特心疼可爱的路虎宝贝，讨厌这个视频。
快手用户1632929650759,[捂脸][捂脸][捂脸]
氟西汀,@小九./.⚜️
金刚葫芦娃北源（猴家军）,666[赞][赞]路虎可爱666
冷酷♛少年GT,看着让人流泪[大哭][大哭]
Y氵七a阿飞😉,情不自禁落泪
快乐大本营xOknm2Vz,太感动了
一凡歌单身,哭了哭了可怜的娃
小吴。,@[笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][爱心][爱心][爱心][赞][赞][赞][赞][赞]
清新淡雅5201314,我看哭了[大哭][大哭][大哭]
清新淡雅5201314,[赞][赞][赞][赞][赞]
会玲,[可怜][可怜][可怜]
。,东莞西广场v吧
ゝ被遺忘的回憶,不看了不看了，怕忍不住去抢你家的路虎[捂脸][捂脸][捂脸]
龙,[666][666][666]
飞翔吧422,[666][666][666]
༊꧔᭄ᩚ꯭ᩚ释怀꧔ꦿ᭄,好感人啊
桂云书,太感人了。[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰][玫瑰][赞][赞][赞][赞][赞][赞][赞][赞][打招呼][打招呼][打招呼][打招呼][欢迎][欢迎][欢迎][欢迎][哭笑]
幸福就像流星雨！,我居然路的稀里哗啦[大哭][大哭]
交朋友C😊😊,有的人不入狗狗
三无Γ,@思Cc. 哭死我了
年哥我的世界,[666][666][666][666][666][666][666]
雪梅꧔❤️এ⁵²º,明明知道是视频效果 可还是哭的稀里哗啦[捂脸]
阿包贝儿,路虎你是怎么做到的
爱笑的江湖人,无论发生了什么事，希望把狗狗一直带在身边
爱笑的江湖人,[赞][赞][赞]
❤守护植物人爱妻刚哥,太感人了，
Trouble_i,@范有🐟～
酷爱音乐者,[大哭][大哭][大哭][大哭][大哭][大哭][大哭]
京都女装【轻奢时尚】,路虎是最孝顺懂事的毛孩子[赞][赞][赞]
买点运气,[赞][赞][赞]
祈求浪漫与婷.／,@祈愿日落与江./
为你奋斗1214,剧情太好了。感动哭了
为你奋斗1214,[赞][赞][赞]
南巷孤猫zmx,@小点点🌟❄️💓 好感人
一个人的情人节,我看哭了
小拽闲鱼🐟,我的天啊路虎演技太好了吧
莎莎,好路虎[赞][赞][赞]
ℳ钱哆哆᭄,虽然只是段子 看着好让人心疼
ℳঞᩚ岁月静好꧔ꦿ᭄💞,我看哭了太感人[666][赞]
小青（*^ω^*）,看了好感动啊金毛如此对主人的忠诚一次又一次的流泪为金毛点赞好样的太不容易啊[赞][赞][赞][赞][赞][赞]
💓转运💓168,感动，人不如狗懂感情[大哭]
emo大公主,@鉥     . 瞅瞅多好
Tsuki,我家以前也养过狗，他每次在我伤心的时候都会陪着我，同学和伙伴们排挤的时候，他总逗我开心，可是有一天村里养了别的狗，那个狗带回来的时候带了一个病毒，只要被狗染上那就跑，不掉了就得死，当时他那像路虎一样，他哭了，我们一家人都很心疼，他是我们养的第1个狗，陪伴我的时间也很长，在他为要死之前，他每天不吃不喝，上厕所总是带血，最终第2天他还是死了，一回忆起来就想哭………
🐇 💠 珍惜现在 🇨🇳💠,好感人[捂脸]
一生无爱,好感动[笑哭]
。,[大哭][大哭][大哭][大哭]
大百姓家,路虎第一
欣宝,路虎好董事
猫和老鼠¹³¹⁴,我看到了路虎[可怜][可怜]，我也好想养一条狗，也能够长得像这只一样的狗
董家二小姐……🤫,万物皆有灵心[捂脸]
那些年89869,@
快手用户1645589639037,[赞][赞][赞]
快手用户1645589639037,[玫瑰][玫瑰][玫瑰]
快手用户1645589639037,[笑哭][笑哭][笑哭]
幸福美满00583,[赞][赞][赞]
～～何影,[大哭][大哭]
再暗恋一下他会回头的🤗,你们已经好久没更新视频了，快回来吧
桂林的欣儿🖤,谁说狗狗不会落泪？[落泪]
快乐,[赞][赞][赞]
化妆师😘小颖,太感人了，人都做不到这样子！！！
Agoni,@爱毅随风q @世誉 @暴躁的跳 跳 鱼 @听皓唱rap. @小乖没得一米六 @深情女配角 @冬莞雯. @81秒. 给我看哭了
TJ[ ℳ๓希]🖤,@鬼了拜 它在最后一刻，叫出了奶奶，但是我承认我哭了
09的旭🇨🇳,太感人了，人都做不到这样子！！！
小宝贝l上学中）,路虎好乖
熊熊（也有龟],感觉不应该说这句话
一人，一车，一世界＠2014,我哭了[大哭][大哭]路虎狗狗真的太棒，路虎狗狗，不要再哭
寒寒,你让养狗[头盔]
快手用户1643045156244,[大哭][大哭][大哭][大哭]
大魔王灰太狼爱吃羊,我看哭了[大哭][大哭]
岂英雪,[撇嘴][撇嘴][撇嘴][撇嘴][撇嘴]
User_1602817940024,@[捂脸][捂脸][捂脸][玫瑰][玫瑰][玫瑰]
胖头鱼：；,@翘嘴巴鱼＠
吃个煎鸡蛋.,@Beauty^忆.星🌷 [柴犬]
小娜,我哭了
赫冉雪.❄️,@别骗我啦 @睡¹觉⁹好了 @_ 冷冰 冰 快哭死我了
顺其自然05670,@[蛋糕][蛋糕][祈祷][祈祷][祈祷][赞][赞][蛋糕][玫瑰]
安静的做自己629热门了,[憨笑][憨笑][憨笑]
安静的做自己629热门了,[大哭][大哭][大哭]
安静的做自己629热门了,[捂脸][捂脸][捂脸]
安静的做自己629热门了,[捂脸][捂脸][捂脸]
07年的-X,@在伊拉克卖枸杞 这个就是金毛
肥波会游戏,2020年发的
琼🎀984,狗狗好可怜[捂脸]
刘树俊,[赞][赞][赞]
夏夏清稚,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]路虎最乖了
孔,[大哭][大哭][大哭][大哭]
---敏敏---云南镇雄,好懂事的毛孩子[赞][赞][赞][赞][赞][赞]
阿川🌹阿辞,@阿辞🌹阿川 [柴犬]
王献柱,[捂脸][大哭][落泪]😭
大燕6412,太感人了[捂脸]
蜡笔小新❤️❤️❤️,@桂姩贝 .林
草莓:果酱。,我哭了[大哭][大哭][大哭]
城城城,[赞][赞][赞]
～阿菊～✔,我哭了[赞][赞][赞][赞]
👉南波爱唱歌👈,我都看哭了[大哭]
蘿贵妃🦋,@兰胖子妹妹lan @.泡崽.
love,@他们叫我神明AECHAO [大哭]
刘 宇丞,@小 乖 ˙
神采飞扬,好棒好懂事的路虎[赞][赞][赞]
小风,刷了那么久的段视频，也有过很多感人的瞬间，唯独这个狗狗，拍的真好。眼泪止不住[捂脸]
鱼恋彤,[赞][赞][赞][赞][赞][赞][赞][赞]
"6258,963",怎么拍的呢都看哭了
白昼,路虎太懂事了。
武香敏,我看哭[赞]
文明重启太岁二代,[赞][赞][赞]
家有嫣然宝贝,[爱心][爱心][爱心]
φ小夕阳*,@瓷器（*˘︶˘*）.。.
望月8620,太感人了[抱抱][抱抱][抱抱]
玉珍156,哭的稀里哗啦，感动。[祈祷][祈祷][祈祷][祈祷]
🌸花开🌸花🌸落,好感动啊！看的我热泪盈眶[大哭]
💝兰的宝贝💝,[666][666][666]
💝兰的宝贝💝,[玫瑰][玫瑰][玫瑰]
花好月园1054,[玫瑰][玫瑰]
囡囡,我哭了
囡囡,我哭了
囡囡,我哭了
囡囡,太可怜了吧
叶子80800,唉，看的我眼泪哗哗的
琴的桂林依M❤️,我都被感动哭了
天狼98559,快快乐乐的
天狼98559,[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][心心][心心][心心][心心][心心][心心][心心][心心][心心][心心][心心][心心][心心][心心][心心][心心][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]快快乐乐的❤❤❤🌈🎉🎉
小天天^O^,[落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪][落泪]
王八,感人[捂脸][捂脸][捂脸]
一扇仙,看哭了
女aL,真是太感人了[赞][赞][赞][赞]
米小琪●）o（●,太感动人了，路虎比孩子懂事呢
船正365,看哭了的排队啦，太爱这狗狗啦！比孩子还懂事呢！[赞]
吴良娣,为什么都在两年前了？还没更新？
天天开心,[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][笑哭][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][赞][赞][赞][赞]
迷你世界🎀森晚,看哭了
会画大饼的鱼,[赞][赞][赞]
DING-NANA,@8（?）
静静听855,[爱心][赞][爱心]
桥桥头回路,看这个视频，我都看哭了，真的这只狗真
梁凤琴,我哭了
小陈,@这个大狗真可爱呀。
W丛丛520,哭了[大哭]
苹果🍎,太感人了
香儿,[玫瑰][玫瑰][玫瑰]
风间追小新,我爱你，小狗狗。
甜瓜游乐场（星辰）,你们能不能先别喷我？我也很感动，当初我看到那个嗯虎雕袜子的时候，我是真的忍受不了了，难道不臭吗？我就笑了
.缤芬Ai轩轩·,@我爱你，路虎
.缤芬Ai轩轩·,路虎，你在哪里？我想你了，你快回来吧！[爱心][爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]你真懂事
快手用户1669446782898,[祈祷][祈祷][口红][口红][祈祷][祈祷][祈祷][赞][赞][赞][跳舞][跳舞][跳舞]
老赵,[大哭][大哭][大哭][大哭][大哭]
现在换我来爱你、,[抱抱]
现在换我来爱你、,[爱你]
“ 忘    記 ”,[大哭][大哭][大哭]
海屿星辰,我真是越来越喜欢这 个狗了
^_^&明,[捂脸][捂脸][赞][赞][爱心][爱心][666][666][666]
以情挽秋,看到路虎的眼泪太心疼了
＠小乖呀,@简丹小吴。 天呐，这狗好有灵性啊
金姐,@低调平锅 [666][666][666][666][666][666][老铁][老铁][老铁][老铁][赞][赞][赞]
在雾里的爱...,我看哭啦
小手抓饼✌,@東京雨. @九月. 给我看哭了[大哭]
堆金积玉511,可以把它送人
默默78828,[666][酷]
游戏小小桃,城里不是让养狗吗？为什么就不能把它带走呢？
風稽,[玫瑰][玫瑰][玫瑰]
Nefertar（深渊）,怎么下的去口？
1048238705,丨00分
挽梦（^～^）,路虎加油[点点关注][点点关注][点点关注][点点关注][点点关注][点点关注][点点关注][点点关注][点点关注][点点关注][点点关注][点点关注][点点关注][加油][加油][加油][加油][加油][加油][加油][加油][加油][加油][加油][加油][加油][加油][爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][心心][心心][心心][心心][心心][心心][心心][心心]
＠困困包,我一个小男人哭了。
宇宙中的小✨✨,看来往好狗 在人呀，等时间富裕了  我也要养天狗 度过余生！
只有够努力,太懂事了，太感人了
快乐6342,[爱心]😭🙏[爱心][玫瑰][祈祷]
锦瑟（凯）,@春日负喧 [龇牙]
前女友.,@我想要3个亿 好懂事[大哭][大哭]
黄景瑜是我的神,路虎好乖
蒙福的羊羊,咋比人还灵呢
神_灵520,😭😭😭😭😱😱😱😱😱@
王็้小້໌ᮨ闹ຼ💛,看哭了
烟雨江南却痴缠,你太可爱了[笑哭][笑哭][笑哭]
Monody,这么懂事的狗狗🐶谁不想养一只[笑哭]
沫沫~,@入[大哭][大哭][大哭]
彩色蒲公英,我都看哭了[大哭][大哭][大哭][大哭]
💑,我不知道为什么看哭了[大哭][大哭]
ha li na🎀,谁说城里不让养
^💤Fayri^桉柔゜,能不能别骗人，城里能养狗好吧
双阳农村物流,看到路虎我也想养金毛，如何能养和路虎一样[祈祷]
女壬。5,我真的想要一只路虎这样的狗，这么好的狗主人还不要，实在不行你家住哪里，我把它放到我家里[奸笑][奸笑][奸笑]
木槿星辰,[生气][生气][生气][生气][生气][生气][生气][生气][生气][生气][生气][生气][生气][生气][生气][生气][生气][生气][生气][肌肉][肌肉][肌肉][肌肉][肌肉][肌肉]
🌺与时光同眠🌙,看哭了
心太佑！,@bb汝 好听话[赞]
零3零4,@夏日的风 @微风吹不动的山
辞许52,[大哭][大哭][大哭][大哭]
心意5016,好聪明的金毛路虎
玲姐美发造型,[祈祷][祈祷][祈祷][祈祷][祈祷][祈祷]
于风,太感人了
张志敏914,[玫瑰][玫瑰]
快手用户1664668723654,怎么舍得狠心把狗狗扔下呢！好可怜的狗🐶。[落泪]
如意❤️小凤,[祈祷][祈祷][笑哭]
小布塘p,[赞]😭😭😭😭😭
吃鸡神王传人,[赞][赞][赞]
潇洒的无所谓（ •͈ᴗ⁃,[大哭]
潇洒的无所谓（ •͈ᴗ⁃,[爱心]好[赞]
王者荣耀.韩信,看哭了
HO,路虎好乖[爱心][赞]
樱花散落；（雪亮）,[赞][赞][赞][爱心][爱心][爱心][赞][赞]
康乐1705,看哭了，太感动了[赞][赞]
往事不敢回首,谁说城里不是养狗的？我在城里我都养了
马琳涵,[哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑][哭笑]
拼命三郎 ⚜️,@𝙕𝙞𝙠𝙈¹、 这狗真是大暖男
不想丸了,考古队
兔牙🐰倩倩💋,[爱心][爱心][爱心][爱心][爱心][爱心][玫瑰]
爱家和宝贝,[心心][心心][蛋糕][不听][点赞][点赞][点赞][狗][狗]~[跳舞][跳舞][蛋糕][狗]。⊙ω⊙⊙ω⊙⊙ω⊙
一生平安,这么可爱的狗狗没有人不喜欢[赞][赞][赞][赞]
飞龙,想哭，为什么不让路虎去城市，成里让养🐶[捂脸][赞][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰][爱心][爱心][爱心][爱心][爱心][爱心][爱心]
এ᭄一只薇小薇ꦿ᭄💞,把我感动哭了，太懂事的毛孩子[大哭][大哭][大哭]
调皮/::P /::P,[赞][爱心][爱心][爱心][大哭][大哭]
sorry~⭐️,[火][火][赞][爱心][玫瑰][玫瑰]
⑧mδ,@[爱心][爱心][赞][赞][玫瑰][玫瑰][大哭][大哭][大哭][大哭][大哭][大哭][大哭][骂你][骂你][骂你]
天赐【立正时代】,[爱心][爱心][爱心][玫瑰][赞][赞][赞]
自由的小鸟,[大哭][大哭][大哭][大哭][大哭][大哭][大哭]
夜月0947,[大哭]
放下手的人难过吗,[大哭][大哭]
姩姩.,@过往ヽ [大哭][大哭][大哭][大哭]
白昼,狗狗真乖[赞][赞]
爱与ʸᵒᵘ共存.･,@….. 还有这个，我居然看哭了
烦.💢,@，， @yiii @詮釋愛 @⋆͛🦖⋆͛ @感冒不好受 虽然是几年前的视频，但真的好感人[大哭][大哭]
დ᭄ꦿ碳基生物꧔ꦿ℘⸙,懂事的狗🐶让你不知不觉的留下眼泪
-𝓓𝓸𝔃𝓮 ˙.,@ʷᵒ不敢心动\^O^/ 仙仙看哭了[大哭][大哭]
👑娜是👑唯一👑,[赞][赞][赞][大哭][大哭][大哭]
我是熊熊呀！🐻🐻,之后给你一个狗粮哦
我是熊熊呀！🐻🐻,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][狗粮]
人才♥.,3年了，不敢看两遍的视频[笑哭][笑哭]
User_1528087541790,路虎：酸菜喂味的袜子
雨浵🖤林家（在线中）,我看哭了
豆豆。呀呀,泪奔了
依旧🇨🇳,@易拉罆 [落泪]
东京曰和,太感人了
惠惠baby.🐰,看哭了
星冷y,@[大哭][大哭][大哭]
＠顾锦年.boby,[爱心]
勤奋热情带点微笑--,狗狗[玫瑰]有人的灵魂
丨乃,我看哭了😭
丨乃,于
许依琳,这狗也太可怜了吧？😭😔
任性,我看掉泪了
韵🌦️世纪,[赞][赞][赞][赞]
知足常乐  888888,[大哭][大哭][大哭][大哭]
悦芯美业,[玫瑰][玫瑰][玫瑰]
心痛死了,看哭了比有些人都强[赞][赞][赞][赞][赞][赞][赞]
赵国华,[哈欠][哈欠][哈欠][哈欠][哈欠][哈欠]
娜,[摸头][爱心][心心]
娜,[爱心][爱心][爱心][爱心][心心][心心][心心][气球]
章鱼御,我想和你在一起。但是我离开才最好的结果。
可爱熊仔仔😘😘,我哭了，我哭了[大哭][大哭][大哭][大哭]我真的哭了[大哭][大哭][大哭]我一点不想看到这场景[花谢了][花谢了][花谢了][扎心][扎心][点点关注]
娜ZXCVBNM,把我感动哭了我天[大哭][大哭]
甜心芳儿🌈,路虎太懂事了[大哭][大哭][大哭]
海棠蚀,@你还会陪我嘛
Какое количе,@「世界·超越天堂」 @新篇章ᩣ໌້ᮨ @𝙞𝙠𝙔- ᵕ̈ 看这狗，多好
杨门女将,[爱你][爱你][爱你]
锋言锋语:）,路虎到底几个主人
User_1599096067542,[笑哭]
暗香袭人，,看哭了，真的太聪明懂事了，比自己养的孩子还懂事呢[赞][赞][赞]
粗莓酱╭泡子,会穿袜子吗
简佳欣,[大哭][大哭]
鲨鱼粉丝？,那怎么走？
我醉我清醒193,我居然哭了[捂脸]
暮安⁵²⁰,袜子不臭吗
宥鯢ゞ已足够,好感动，这狗好有人性，更通人性[赞]
童雪,我哭了
