姓名,评论内容
向清华北大前进！,看的就是自己摆的
开心每一天^_^49,这段子拍的不真实
开心每一天^_^49,一看都是假
小仙女,鸡的品种不一样，有一种鸡生的蛋全是绿皮蛋壳
山青水秀4172,是鸡蛋，没骗人我家鸡也是这样的[笑哭][笑哭]
春暖花开25889,怎么不见鸡呢
郭金玲,[龇牙]
春华幽蒙,[赞][赞][赞][赞][玫瑰][玫瑰][玫瑰]
玲飞888,[赞][赞]
512226196607,绿壳比白壳贵不少，市场比较好。
维琴238,是你自己放哪里的吧
小英   影视,应该是乌鸡吧？
你开心，我快乐！,嗯嗯，早上在家吃的就是这种绿壳鸡蛋！[愉快]
花开花落,[赞][赞][赞]
平风☞☜,你觉得鸡蛋生成这样一堆[捂脸][捂脸]，明明人放的[捂脸][捂脸]
太阳下的花朵,[偷笑][偷笑][偷笑]
太阳下的花朵,[爱你][爱你][爱你]
丽00266,怎么没看见一只鸡呢[捂脸]
小婉2902,[装傻][赞][赞][赞][赞][赞]
懿啦 🦩,蛇🥚
快手用户1669443406491,一只鸡都没有
丁乐555,一看就知道是放在那里的，地上的树叶都好好
一生如意，九,鸡下蛋的地方，土是平乎的
＠＠冷冰,鸭蛋
红姐575858,这一下你可发财了[捂脸][捂脸]
独石334,绿壳蛋[赞]
千千心阕,怎么像是鸭蛋
好無記憶力,是鸭蛋吧
骏马腾飞132,假的
农村大姐,[666][666][666][666]
农村大姐,[赞][赞][赞][赞][赞]
大眼看圣佳,扯淡，这哪是鸡蛋？
User_1616855911374,这么容易
晨曦61355,懂不懂呀，这是山上散养的鸡。
幸福一生8894,你家在哪里，鸡蛋怎么卖的
wmyqdl,好像是自己放的、
′哄哄,、这些鸡蛋是不是乌鸡蛋呀。[花谢了]
梁凉986,[奸笑][奸笑][奸笑]
快手用户1666964127210,鸡蛋？
💙KiSSy💋如吻内衣总代,这么多[捂脸][捂脸]
快手用户1647331283520,[捂脸][捂脸][捂脸]
快手用户1665749777472,[赞]
阳光,蛇来都吃了，你上哪捡呀
可乐不加冰,[红包][红包][红包][红包]
🍁9360,有蛋，没有鸡，看就是放好的
:不负如来不负卿,没看出来有鸡🐔活动的地方，能有鸡蛋，我也是醉了
夕陽紅，,这是鸭蛋
微笑32225,[礼花][礼花][礼花]
微笑32225,[赞][赞][赞]
微笑32225,[偷瞄][偷瞄][偷瞄]
微笑32225,[涂指甲][涂指甲][涂指甲]
微笑32225,[礼花][礼花][礼花]
新七天奶茶店《拒绝私聊》,就是
😊,[赞][赞][赞]
蓝天25754,十几天没捡了吧
寒竹有节（午）,[赞][赞][赞]
活出自我9579,有蛇蛋吗
语过💕添qing情,这一看就是摆拍的
农村姐姐首播早8点,这是绿壳蛋
纤纤素手,乌鸡蛋就是绿色
林敏华,假的
刘威8399,这是野鸭蛋吧，不应该破坏环境啊！
刘威8399,破坏环境应该罚他
赢鱼🐬美人鱼,假的  这是人为的   看看地上没有留痕
竹乡,人工摆放的假的很
玖瑰9702,天天捡不用买多好
甜蜜蜜,都是你放好的[捂脸]
惊鸿1268,[赞][赞][赞][赞][赞]
大姐大89531,[赞]
北海岸的夕阳,[赞][赞][赞]
前方一切平坦（拒私聊）,这是乌鸡蛋吧，绿色皮的
简单爱,[赞][赞][赞]
鸿运当头80657,怎么没看到鸡呢？
有始有终,[赞][赞]
有始有终,[赞][赞][赞]
杜鹃红724,[赞][赞][赞][赞]
晚枫327,要是小鸡下蛋都要有窝的[龇牙]
U喜欢还行,[赞]
02143海阔天空红姐,假的，
鸟语花香50482,鸡蛋和鸭蛋都不认识，我真的佩服你
暖阳（7266）,是鸡蛋，但都是事先摆上去的，因为没有踩窝痕迹
韩老三733,[捂脸][捂脸][捂脸]
邓姐449,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
香阁丽人110,[捂脸][捂脸][捂脸]
郁结金兰,放一筐鸡蛋再去捡去，为了拍段子
李培珍686,[赞][赞][赞]
冰清0685,明明是放的，
彩虹88492,咸鸭蛋
邓三姐326,放在哪里的吗？
努力过上自己向往得生活,把树枝收拾收拾多好啊
深深相爱，高妹,[赞]
容7461,[赞][赞][赞]
从此  以后✔,美女，可不可以跟你学学养鸡。
微微64660,咋没有看见鸡呢？鸡蛋还是蓝色的？
泰安房产老刘,一般都找草堆 太干净了这个
高小丽12,乌鸡蛋啊  蛋皮这个颜色的
小5 🍀302,看的就是人为的
刘桦1806,现在有绿皮鸡蛋
快手用户1666161706341,摆放的吧[捂脸]
枫叶🍁68455,像鸭蛋
红玫瑰,[赞][赞][赞][赞][赞][赞]
老玩童05798,啥东西下的，怎么下到石头缝里了，人先下好了吧。
老蔡04620,没看见一只鸡[龇牙][龇牙]
我的明天更美好055,明明是鸭蛋为什么说是鸡蛋呢？忽悠这些人不认识吗？
🌹 丽娟🌹321,这是什么地方？我也好想去呀[赞][赞][赞]
快手用户1671965999323,一看就是假的，鸡蛋都变色了，都好几天的
山菊花054,我也想带小框去捡鸡蛋
💘 夜明珠🇨🇳,不会是你自已放的吧[笑哭][笑哭][笑哭]
东北二姐566,就会数4[笑哭]
User_1580561230918,一看是鸭蛋
小宋,[赞][赞]
淡定年华709,假的
Alin4115,我也经常做这样的梦
张小平,不懂的人乱说，一直都有绿皮鸡蛋啊。
快手用户1640781174496,[赞][赞][爱心][爱心]
红枫叶354,明显就是人为放在那里的鸡蛋
翻身鱼儿,绿皮鸡蛋好吃
感恩遇见你。💞,自己放到那儿再捡回去。
没函养,[不看][不看][不看]
开心每一天,[爱心]
张梅娣,[赞]
幸福时光,是鸭蛋
木子素素,乌鸡蛋[赞][赞][赞]
芜湖～～飞喽,[捂脸][捂脸][捂脸]
凤莲24,[赞][赞][赞][赞][赞]
凤凰78862,这是鸭蛋吧[捂脸]
莉颖716,鸡这样下蛋是打算孵化小鸡的，不要弄巧成拙
🌟桉⭐柔🌸,[赞][赞][赞]
回忆,捡那么多鸡蛋。一个鸡都看不到。好假
梦之蓝养花人🌸 行唐,多少钱一个鸡蛋吗
一杯水2761,好假
美丽人生,真这么好捡，估计也轮不到你
美丽人生,谁放的[捂脸]
mis兰,[赞][赞][赞][赞][赞][赞]
封波543,[赞][赞][赞][赞]
哥哥很稳妥,各种放
哥哥很稳妥,乱下
春暖花开,没看到鸡
爱吃.喝.玩.乐的木易,小鸡下蛋也得喂个窝，你这在平地就捡鸡蛋是摆的吧？
快乐人生35139,像鸭蛋，捡蛋的感觉真爽[赞][赞][赞][玫瑰][玫瑰][玫瑰]
傲雪2250,这样捡野鸡蛋不用干啥，天天捡就发大财了[赞][赞][赞][憨笑]
福星,人为放在外面的
＠捌捌拾玖,有是有绿壳鸡蛋，就是蛋太干净了。
松雪爱冬泳（原创）,这鸡蛋就按你这框下的哈
蓝不过天,乌鸡和黑毛鸡下的蛋是绿色的
美萃园艺 叶,这是鸡蛋
兰92925,野鸡蛋吧[捂脸][捂脸][捂脸]
桂魄613,一看就是摆拍的[笑哭]
邵哥576,自己放的[捂脸]
秋时看世界,哗，好多鸡蛋[赞][赞][赞]
心如止水44351,摆的有点假哟
丫丫33566,发了[赞][捂脸]
天蓝蓝49304,让动物給吃了怎么办
梦熙东子,经常做梦在河边拾鸡蛋
这个世界好精彩,我来看看评论
小凤凰,你的框拿小了，装不下[捂脸][捂脸][捂脸][捂脸]
小凤凰,这么多[捂脸][赞][赞]
赦然＠_＠,我刚放下你就捡啊[捂脸]
五姐哟,有谁家鸡蛋是绿皮的
五姐哟,这明明是鸭蛋，还说是鸡蛋，真的奇葩
开心就好70862,为什么没有看到鸡，只有蛋不信
带刺的玫瑰《掌心宝》,真假
32号的那天晚上,这么多鸡蛋，🐔呢，难道阳了吗
淡了,鸭蛋吧
人的一生真难905,放了一框，拾了一筐正好
快手用户1634704198263,自己摆的
＠💰🌹思思🌹💰,是不是自己拿一筐蛋，摆在那里，又捡回来了，自拍自演[捂脸][捂脸][捂脸]
油画棒的爱意᭲,我也好想去捡鸡蛋[惊讶]
快手用户1634390293817,[赞][赞][赞]
私藏我们的记忆,能不能别弄那么假吗？
心语18442,放上去又检回来的
！，，：。！,[笑哭][笑哭][笑哭]
！，，：。！,你在干嘛呢？
！，，：。！,我们家
守望幸福《宠玫瑰》,鸡蛋有绿壳的吗[捂脸][捂脸][捂脸]骗人也不事先想想
duoduo7736,放的好多！
开❤兰花,[赞][赞][赞][玫瑰][玫瑰][玫瑰][爱心][爱心][爱心]
立芳沙疗养生馆,羡慕这种生活，等我有钱了也要这样过日子
杨小妹,何你去检
User休闲老头,摆拍有意思吗？
雨荷8468,捡几窝就得一篮了[赞][赞][赞]
芳30868,肯定是摆好的，我家也养鸡
我就是我,哇，放的鸡蛋有没有少一个啊？[龇牙][赞][赞][赞]
独立自强,这真的是鸡蛋。我家养的鸡下的蛋也是这样[赞]
天香豆蒄,这个事情我也喜欢做[龇牙][龇牙]
枯木逢春,是鸡蛋我家养的鸡就生这样的蛋[赞][赞][赞][赞][赞][赞]
🌻秀  妍🌻,鸡趴窝都铺了一片，这鸡蛋好像是摆在地上的[捂脸][捂脸][捂脸]
赞华034,乌鸡蛋就是这个颜色[赞][赞][赞]
🐳昙花🍀💖🙏,乌鸡蛋[赞][赞][赞][火][火][火][火][火][火][火]
无语者也,刚刚[奸笑][奸笑]
LLY,好假呀！鸡蛋窝都没有，自己放的吧！
先锋狼159439395,她自己下的蛋。
不言不语0208,[赞][赞]
lingling9877,五黑鸡的鸡蛋就是绿皮的
冰凌,感觉像摆拍[奸笑]
曙光采摘园,这是鸡蛋 绿须鸡蛋
啊吉利帝豪斯,夏天你就不怕蛇吗？
榆树丽姐565,我做梦的场景在这里出现了[酷]
张金花5773,你们不知道，要是乌鸡蛋就是青的，跟鸭蛋似的，平常的鸡不会下的蛋的感情是乌鸡下的鸡蛋
wfy,咋看不见鸡呢？哪来的蛋
别惹我479,鸡下蛋 都的 围个窝的 痕迹 特别是 一堆好几个的那种
兴兴9784,本来就有绿壳鸡蛋，这种鸡蛋不大
蓝绝,[赞]
朱08848,[玫瑰]
果果姥姥875,那么假干啥呀？谁看不出来？
L梦里烟花,[赞][赞][赞][赞][赞][赞]
月光,[赞][赞][赞]
看我一刀,不是鸭蛋，是绿壳蛋
唐唐67334,[赞]
东北黑姐。1281,没见过鸡蛋还有绿皮的
《丑妞》,是自己放在这里拍摄的。
紫色花开。。。,[赞][赞][赞][赞]
加贝978,绿皮鸡蛋有的是
A剑心743,一看就是人为放在那的
飘飘,鸭蛋
林子💖680,自己放的
YingsuZhang多多,提前放那里的，不像鸡生在那里的。
靓友,[赞][赞][赞]
爱生活64906,自捡自放
1259337185,这是黑色的鸡下的
燕子38490,鸡生蛋会做个窝的
好运来，霞,绿壳鸡蛋[赞][赞][赞]
夏天01585,－只鸡都没看见
魅力人生8562,摆拍的，鸡下蛋的窝是能看出耒的
幽默的小七,哇这么干净的土鸡蛋，成堆放[捂脸]
无畏明天，憧憬未来,你家的鸡平时都是你老公喂的吧！要不不可能都是绿色的鸡蛋
清淡绿茶142,一看就是提前放的
快乐,也有绿色鸡蛋
慕儿,有绿壳鸡蛋的，贵一点的，而且我也捡过，帮养鸡场捡的，也是这样的[赞][赞][赞][赞]
孙凤芹812,假的
胶州混凝土突击,溜达鸡下的蛋[捂脸]
小号影视（可收徒,自己放的吗
wxm950215,确定这是鸡蛋吗
简单等于快乐835,是人工摆的
兰色金灵,假的不得了，还说是冬天
夏姐521,这是什么样的鸡蛋？还是绿色的
A小柔,刚刚好一篮子，那么巧的吗？
＠幸运星看世界,鸭蛋
丽丽59295,也是太假了，鸡要下到那石头，都得磕坏了
灿若星空,怎么没看到鸡[捂脸]
白梅鬼谷家族959,大山里散养的鸡蛋味美营养价值高[赞][赞][赞]
一如既往1889,乌鸡蛋是绿色的，但是没看到有鸡呢
期待28701,绿壳鸡蛋
人生如梦71309,[赞][赞][赞][赞][赞][赞]
开鲁，华昌吉府麻辣烫,假的，都没有菜窝的痕迹
晓梅,是不是在演戏，那么多鸡蛋
踏雪寒梅466,还能每窝都那么多
平凡的人。721,[赞]
快手用户1665996685886,[赞][赞]
，，，快乐老谢,哈哈哈
诚信赢 天下,[期待]
晴宝贝140406,一看就是假的，摆拍的
富贵91555,拍个视频真麻烦，自己放了又去收
花生🥜,自己放的，鸡下蛋是选择平坦的地方
爱你余生,塑料制品吧，录色鸡蛋
蒙医,一看就是事先摆放好的鸭蛋
明天会更好72988,一看就是自己放上去的
花木兰8440,等我退休了，也回家养鸡，好有味道，看起来[捂脸][捂脸]
小歌,几天捡一次
快手用户1649679164226,感觉像鸭蛋
牛牛牛牛牛牛群了,这是鸡蛋[笑哭][笑哭][笑哭]
快手用户1673258909578,[赞][赞][赞]
快手用户1673258909578,[666][666][666]
云中燕2374,[赞][赞]
幸福像花儿一样9750,你咋不说是熟的呢
香香75859,多少钱一个
女神（晚上8点直播）,为了拍段子，你们真是用心良苦。
李哲食品雕刻,有点假
兴玉,[赞]
雁南飞69202,最喜欢捡鸡蛋[捂脸][捂脸][打招呼][打招呼][打招呼]
黄桃，跟陈昌文读″论语″,[玫瑰][玫瑰][玫瑰]
送平 德秀,[赞][赞][赞][赞][赞]
老09395,[玫瑰][玫瑰][玫瑰]
葵5005,[捂脸][捂脸][捂脸]
1梨树小薇609,有绿皮鸡蛋的，不要少见多怪
A💏微笑纯属礼貌👉,我也想去捡[优秀]
影妹子064,[666][666][666]
（^_^）咚咚姐,[赞][赞][赞]
冬雪81681,乌鸡蛋
笑笑19765,没有蛇🐍么不害怕呀
珍惜今生216,下雨怎么办？
ザギタスあ婏☘️,这是真的绿壳蛋
蝴蝶飛舞贺小红,鸡蛋卖不
花开花落72403,[捂脸][捂脸][捂脸]
王家老五499,发财了
蜕变2010,鸡蛋卖不卖？
笑囗常开,发财了，都是土鸡蛋[666][666][666][666][666]
冬天的太阳91361,自己放在那里的，根本没有鸡走的路
，，，谁来懂我？,冬天能有这么绿色的叶子吗
勿忘我60285,[赞]
赵妍娟,跟梦里一样
赵妍娟,能打开一个吗？
雨☔️涵🌹🌹🌹,明显自己放的，一堆堆的
心宁，玲,绿壳鸡蛋本来就有啊。
顽石！何成,绿壳鸡蛋是那个品种的鸡生的蛋
꧁꫞꯭欣欣向荣꯭꫞꧂,放养的鸡下的蛋没有这么干净的，都是自己买的蛋摆放在哪里的，太假啦！
宝贝女,假的
昊天燕《军人本色》,[赞][赞][赞]
祈祷42112,有绿壳的鸡蛋  我就养过[玫瑰][玫瑰][玫瑰]
感恩有贵人,假的不到位
乐乐和笑笑,[赞][赞][赞]
洋金雨,太夸张了吧
琴琴92454,@[赞][赞][赞]
平步青云,[赞][赞]
平步青云,[赞]
《杨门女将》……五姐,真假，一看就自己放的，但鸡蛋有绿的
User_1585759149627,从来没看过绿皮的鸡蛋，不嫌累吗到处放了再去拾
快乐奶奶,[赞][666][火][皇冠][爱心][爱心][玫瑰][雾霾][福字][爱心]
蓝云↗,[赞][赞][赞][赞][赞][赞][赞]
🐑牧羊人576,剧情摆放的[赞][赞]真会玩
荣华7664,[赞][赞]
一笑而过（๑• . •๑,明明就是鸭蛋，非要说是鸡蛋
凤凰,她自己放的吧？
小石头,假，有的地方鸡都蹲不下，怎么下蛋
静哥哥,绿壳鸡蛋可以，比白色的好
然然姥163,这是你放的吧
小芳,[赞]
明天会更好59792,自己放在那里的吧
博姿745,捡蛋很快乐
平安幸福🌵 🙏 🙏 ?779,这是鸭蛋
精医厚德019,[666][666][666]
忘忧草儿a,[赞][赞][赞]
1    挽,能吃吗
人生35055（尘客）,[赞][赞][赞]
丫丫4232,这个是绿皮鸡蛋
缘_dl,我梦里经常这样捡鸡蛋
＠平安7925,满满的收获[赞]
小雪82740,山里没有 黄鼠狼吗
刘春玲251,野鸡蛋，不损坏它
等我想好了再改名字,[赞][赞][赞][赞][赞]
我是墨香铜臭的狗🐶,我家养的乌鸡下的蛋就是绿色皮的
快手用户1651740458142,@鱼抓完了去偷鸡蛋
芳33950,[火][火][火][火][火]
山谷幽兰  张林兰,你捡不过来，我去捡[捂脸]
选择99285,[666][666][666]
莲花6478,[赞][赞][赞][666]
芝麻,[赞][赞][赞][赞][赞]
燕儿1593669,假的
是小九啊,评论区我真服了，十来只鸡几天不捡蛋都会有好大一窝，更何况是人家的这么大面积，鸡又不会在固定的地方下蛋，在山里还要求地面干干净净的的吗
User_1564543923711,绿壳蛋鸡个子小，生蛋比一般黑骨乌肉鸡多。这是现在西南地区的小种乌骨黑肉鸡品种，容易养活，抗疾病力强，就是公鸡五斤左右母鸡三斤以下。只比小型绥鸡大三四倍，百分之九十八生谈蓝色蛋，百分之二生白色或纯绿色蛋。咱西南山区家家都有，只因个小一般不卖，只送亲戚朋友同事。我家就养了几十只连其它二十多个品种鸡混养才能防鹞鹰和铁麻鹞。铁麻鹞比白头和金头座騆凶狠，只见一个影子听到象子弹呼啸声鸡就肠子背骨就被抓稀巴烂了。只有矮脚鸡才能啄铁麻鹞。
随遇而安15607,[祈祷][祈祷][祈祷]
曙光,我觉的应该是真实的，因为我家养过散养的鸡就是找到外面好点的窝乱下蛋，所有鸡也跟着一起下
快手用户1669601081993,拍段子的吧
王二姐9742,太好看都是绿色的[赞][赞]
马姐…在永年,一看就是假的，鸡下蛋是不会落起来的，都是平放在鸡窝里
记忆780,绿色鸡蛋是真，人工摆蛋也是真
轩名奶奶,一看就是人工摆的太假了
竹子82365承家,自已放的吧
顺其自然48911,[赞][赞][赞]
💝 🌸🌼🌺（ ･,哪里有那么多？我也去捡些。
蛮横霸道的艳子,别碰到蛇啊
平安快乐0913,放那的
按键俺家,一看就是你放的
心想事成,有绿壳鸡蛋
老李😜,什么鸡尽生绿色蛋壳
快手用户1659479828860,无聊的要死
舞之乐,捡鸡蛋的感觉特别好[赞][赞][赞]
奶茶小妹,在什么地方，我也去检一下
芳芳07623,肯定是摆的
我和快乐的约定,假的，鸡下蛋窝不是这样的
浅🤗 笑💋 嫣👪 然?,你说冬天🌲是绿的
¹缘,摆的挺好了
蓝妮爱习舞做运动,发家致富的高手[优秀][优秀][优秀][优秀][优秀]
凤凰于飞4853,要是鸡在那下的，鸡蛋周边肯定是平光的
舒畅2819,谁家鸡下绿皮蛋太假
清清7613,看上去就是放在一起的不真实
苹8413,你家鸡蛋是这色的
玲铃965,一看就是事先摆好的
没有头像的不要加我353,[龇牙]
媛 レ,摆拍[捂脸]
老巧235,野生的[赞][赞]
阿秀十蓝天白云,是你们放心吧，蛋是鸭蛋
依然36244,无聊
人生悠扬（︶︿︶）,看你捡蛋。好高兴啊。
美丽的小天使,@这明明是放的鸡蛋，
安然,白毛乌骨鸡蛋
左心房是你…,求歌名
小熙熙647,[玫瑰]
环环相扣18乐家,运气真好[赞][赞]
欣欣,这绿鸡蛋是黑乌鸡生的吗
幸福65511,[捂脸][捂脸][捂脸]
随缘25590,你都给收了，不就绝种了吗？
一笑而过😄,我就想问一下捡鸡蛋的时候会不会抓到蛇[笑哭][笑哭]
快手用户1674887209232,不真实！
回忆 37979,[赞]
丫丫5409,安逸[黑脸问][黑脸问][黑脸问]
素素53360,看着就假
上海，六姐,鸡不可能在不隐蔽的地上下蛋
蜗牛81905,鸡蛋哪有绿皮的[捂脸]
夜雨,有绿壳的鸡蛋
一世情缘08958,鸡都没有看见一只，蛋是飞来的吧！
平63414,就是鸭蛋
星语心愿2649,怎么像是梦境呢
谁伴我闯荡,看着是松花蛋
A美丽的神话520,是自己放的鸭蛋吧[笑哭][笑哭][笑哭]
鑫鑫淋浴房,@[玫瑰][玫瑰][玫瑰]
快手用户1639914219959,[赞][赞][赞]
心儿！699,鸡蛋有绿色的吗？好到五十岁也没看到有！奇葩！
木子30848,有鸡蛋没看见鸡
秋天不回来,@虚度空间GTAZ @⭐秋天 [奸笑][嘣][玫瑰][哦][期待][石化][天啊][抱抱][礼花]
水之韵017,我也好想捡鸡蛋🥚去，满满的收获感[赞]
要滚、就滚远点249,[玫瑰][玫瑰]
User_1616466548469,[玫瑰]
天猫675,鸡下蛋应该是在士窝窝或草窝窝里头，哪有在石头窝里下蛋的，太假了。
小鱼不会哭🐳🐳,自己先放那里的吧
简单幸福,感觉这些鸡蛋好干净，不像在野外生的[冷汗]
快手用户1661152492198,[赞][赞]
💖 柴米油盐酱醋茶,很喜欢捡鸡蛋🥚的感觉[赞][赞][赞]
暮雨清泉,[赞]
快手用户1653644667601,[赞][赞][赞]
美人鱼80737,[赞][赞][赞]
修勾,[怒言][拜托][想吃][想吃]
小草51874,对我家有一个鸡下蓝皮蛋
冬日暖阳8406（音乐）,喜欢这种感觉
随波逐流,这种鸡蛋真的很好吃
卖鱼🐟卖酒🍶的阿彭哥,鸡会这样下蛋，只有城里人相信吧
思琴tjNOxEKK,在哪里呀！我也去捡[赞][赞][赞]
鑫鑫茂盛,[火][火][火][火][火][火][火]
平安就好137,哪有鸡蛋是绿皮的
快手用户1642739018235,[赞][赞][赞]
💝随缘💝226,美女你这鸡蛋卖吗，多少钱一斤？
老杨12874,[捂脸][捂脸][捂脸]
嗑着瓜子的猫^_^,全是提前放好的，一点儿爬痕都没有，无聊！
艳萍姐♥,最怕有蛇
づ ぃ 尐懒喵ヤ,乌鸡蛋才是绿壳的
红玫瑰,我最喜欢捡鸡蛋了
红玫瑰,请不请人打工喂鸡捡鸡蛋呢[捂脸]
湖北省襄樊市太平店,吃鸡蛋不成问题了
真.针不错,原来你家是卖跑山鸭的呀
忘忧6133,我喜欢这个感觉
陈官屯高姐水果蔬菜店,这不是鸭蛋？确定？
新的一天46691,你有多少鸡，每天一个，一窝就有十来个，难道你要过十来天来捡吗
小捷的兰花梦,遍地黄金啊[赞][赞][赞][赞]
懂你83258,自己放的
开心快乐（✪▽✪）520,是自己放的吧？
🌿快乐过每一天🌿,[赞][赞][赞][赞][赞]
快手用户1649383557241,一看就不是真的
哆咪姥,[赞][赞][赞]
生活更美好351,这是野鸡蛋
User_1508901302773,真多呀[666]
阿呀呦376,摆拍
无心35923,这得养多少鸡啊？这么多蛋
安然83485,绿壳鸡蛋
高尔基806,太干净了吧有点假
山海經,……[祈祷]……[祈祷][祈祷][笑哭]……[笑哭][笑哭][福字]……✨✨
勇攀高峰3169,公鸡能下蛋[疑问][疑问][疑问]
momo54862,[赞][赞]
丰彐心,不怕捡到蛇蛋啊
英利搏克哈伦,最喜欢收鸡蛋[笑哭][笑哭][笑哭][笑哭]
万事如意28183,[捂脸][捂脸][捂脸]
伊人生活7164,这蛋肯定贵
qyo,[赞][赞][赞]
在水一方11493,这是煮熟的鸭蛋！放那都没事！
阳光太刺眼272,还有
娟08385,好假
嗯呐4094,这个有点假
Rb改回8_w,真好[赞][赞][赞][赞]
小苏63098,一看就是放的
容忍硪德、小脾气雪,这地方不会有蛇吃蛋吗？
獲興秂,黑母鸡生蛋就是绿的
幸福生活09243,[赞][赞]
长岛冰茶,我看你捡鸡蛋捡的很过瘾[捂脸]
你们的爱15912717,你放的
半生父母恩，一世姐妹情,乌鸡下的蛋都是这种颜色的
这样671,怎么可能是假的？
User_725774969,到处有惊喜[赞][赞]
朴实（乡村美食分享）,鸡是不会这么下蛋的，不懂基本常识吧[火][火][火][火]
User_1579868400602,一眼就能看出来是自己放的啊[捂脸]
湖南富金邦涂料,为什么全部捡走？不留一个逗窝蛋吗
专业承接防水，水电,可能俺生在农村没见过鸡窝
牡丹35761,是乌鸡蛋
快手用户1652705159025,吃得完吗
向阳花开,好像是乌骨鸡下的蛋是绿色的
幸福全家5848,[赞]
金领冠478,一只鸡都没看到，哪来那么多鸡蛋[捂脸][捂脸][捂脸][捂脸]
无语,放哪里再去捡有意思吗[捂脸]
＠人生如梦554,[赞][赞][赞]
为我,"@[666].,vn.."
秋天,有点假
快手用户1660791141198,在梦中捡过这多鸡蛋！
冬雪29121,都没有窝，一看就是放的
恩惠💫,[赞][赞][赞][赞][赞][赞]
恩惠💫,[赞][赞][赞][赞][赞][赞]
尹秀莲625,刚生出来的蛋是不会有这么干净的，肯定是为了拍视频有专人放的
农村生活之#家有两宝,[赞][赞][赞]
农村生活之#家有两宝,鸡蛋卖多少钱一斤？
Sun,有绿皮鸡蛋？
抱歉469,我就做过这样的梦。捡鸡蛋。一堆一堆的
爱宝贝,真的放的假
琴姐,卖不卖啊作者
都淑清974,@[赞][赞][赞][赞][赞][赞]
User_1624448699064,捡了好多是买的
爱吃香芋派……,那么干净的鸡蛋吗[捂脸]
雨91432,[惊讶]
雨91432,[哦]
正安人和纹绣,主要是一只鸡都没看到
飞呀飞,乌鸡蛋
依窗听雪,有点假
娟子,[赞]
飘零的晚秋,一看就是摆拍。
艳阳天78463,招人帮忙捡鸡蛋吗？我可以去。管吃管住就行
V怡恋幽梦Ⅴ,[捂脸][捂脸][捂脸]
咏桦,一看就是鸭蛋
桃花开了011,鸡蛋也有绿鸡蛋，我喂的鸡就有3个下绿鸡蛋的
九妹665 🌷🌹💐,[赞][赞][赞][赞]那么多鸡蛋天天都捡鸡蛋
映山红4888,一看就是白的，鸡下蛋的婆罗窝
开心快乐,为了拍视频，什么招数都使的出来
雨若寒烟123,刚好一兜
折冀💘豪杰,发财了
迷爱954,乌鸡蛋蛋壳是绿色的[龇牙][龇牙][赞][赞]
黑子,[赞][赞]
知足常乐87113,没看到一只鸡？
水墨6321,你累不累？捡了放，放了捡。
时光74306,黑色的鸡就生这种蛋。
春暖花开88887,是鸡蛋，我们这边这种鸡挺多的
心中有梦5297,摆上的，野生的应该在非常隐蔽的地方，应该有个窝
34586,[赞][赞][赞][赞]
what,[666][666][666]
