姓名,评论内容
🐬 千惠🐠,我小时候喜欢在鸡蜗捡鸡蛋
❄️飘雪🍀八加一,绿皮小鸡蛋，这个好吃
深谷幽蓝391,不怕人愉吗？
知足常乐38216,[赞][赞][赞][赞][赞]
User_1597642241364,[赞][赞]👍
浅吟低唱,这是鸭蛋吧？绿壳的。
小懒6737,我也做几个窝看能不能捡到鸡蛋[微笑]
奋斗,家里的老母鸡不要捡干净留一个比较好，留一个下次老母鸡会抓窝，怕跑到别的地方生鸡蛋的。[赞][赞][赞][赞][赞]
彭涛4606,得放引蛋
佳65331,还以为是鸭蛋
阿伟39698阿伟,[赞][赞][赞]
李传斌251,[赞][赞][赞]
YM_88,最开心的时刻
ソ曾经的曾经ペ,这种鸡窝好安逸
周氏蜂场888,绿色的鸡蛋！
云若,这是给鸡弄的酒店式公寓吗？
User_873329323,[赞]
你开心我快乐,看着舒服[笑哭]
浅秋175,全是是鸭蛋🥚
User_1542343381404,不是鸭蛋是绿皮鸡蛋
User_1542343381404,怎么管围着土坡弄了这么多下蛋窝啊？
雪,这鸡窝窝好，雨天淋不着
hj0178,多的那是要抱窝的
化吻😘丝魂《珍》,放在窝里，又假装去捡，不得了
一生平安,自己放的[大哭][大哭]
心蕊9528,像鸭蛋
君子兰61069,我小时候也是拿这个去捡鸡蛋，现在只有回想[赞][赞]
ら小脚丫♀,没见过鸡蛋是绿壳的
品味道人,是鸡蛋还是鸭蛋
Emma,撿雞蛋的感覺真好[赞]
^O^美荷,幸福的生活[赞]
平平淡淡613,[双鸡][赞][赞][赞][赞]
User_1612615790387,我上星期专跑农村街上买了两只下蛋鸡207元，天天下蛋
方秀依,好喜欢捡蛋的过程
千术,看了你的视频我马上买了几只芦丁鸡，实现我捡鸡蛋的梦想
♪带给你光明,鸭蛋吧
快手用户1673922027237,[爱心][爱心][爱心]
英桥,我家黑鸡下的蛋都是白色的，你这绿蛋[捂脸]是鸭蛋吧[捂脸]
人生何处不相逢,[捂脸][捂脸][捂脸]
朱孔彩327,[捂脸][捂脸][捂脸]
高兴,[666][666][666]
User_1580724931238,[赞][赞][赞]
蔷薇99013,好羡慕能吃到这样新鲜的鸡蛋[赞][赞][赞]
平凡的日子好好过,好多鸡蛋[赞]
坚持梦想、永不放弃！,美女你这土鸡蛋太贵了吧！2.6元一个，我们这里的土鸡下的蛋一粒添加饲料都没有喂过，小鸡都母鸡孵蛋出来，最高2元一个那才是纯土鸡。你的贵买了路途运输还说不一定损坏一些。
刘美兰449,绿色蛋壳的鸡蛋我头一次见。
星梦奇缘,这是鸭蛋吧，发绿
筑梦致远,这鸡窝好有创意
不醉的酒瓶,引窝蛋都不留个
李电苏,[666][666][666]
简单_快乐429,[玫瑰][玫瑰][玫瑰]
心已悔🌷无语,我也想过这样的生活
钱老三502,乌鸡蛋[赞]
凉凉,这是乌鸡蛋吧
缘分,要帮忙说一声[龇牙]
萍水相逢83043,捡鸡蛋好开心😁[捂脸][捂脸][捂脸][捂脸]
学历提升，一年半稳拿,乌鸡蛋吗，青色的[笑哭]
刘清617,牛
冯凤莲,[赞][赞][赞]
赫本兰兰,40个[赞][捂脸][捂脸]
彤彤奶奶087,这才是家里面的鸡蛋。
相识恨晚,什么鸡蛋？
伊＠qq.,人家这是乌鸡蛋，我老家就有，什么鸭蛋啊[捂脸][捂脸]
🍎小苹果🍎403,[赞][赞][赞]
好学,每天都有
倪艳iyKmN3An,绿皮鸡蛋
某某,收获满满[赞][赞][赞]
四川☞静,40个
蝴蝶飛舞贺小红,美女，鸡蛋卖不
时光一去不复返2279,你的鸡蛋怎么是这种颜色的
心李有你,不要拿完给它留一个不然它不下了
💖一路相随💖162,[赞][赞][赞]
阿贵（贺芝品）,太好了！
唐糖🍬🍬042,小时候很喜欢捡蛋，这个窝做得真不错[赞][赞][赞]
兔宝宝曹,怎么这地上好干净？
张淑芳5315,[赞][赞][赞][赞]
戴杰哥,终于不用买鸡蛋了，家里土鸡蛋吃不完[调皮]
四哥1392435828,这才是土，鸡蛋[捂脸][捂脸][捂脸]
安玲970,下雨天好多泥
奔跑吧姐妹568,喂多少鸡呀，挺能生蛋
骑蚂蚁闯红灯,放里边多少？
香香25188,[赞][赞][赞][玫瑰][玫瑰][玫瑰]
.03728,要留一个引窝蛋。怎么全收走了。
月亮上的鑫鑫,[赞][赞]
快手用户1677820430710,@
农村的红姐。,[赞][赞][赞][赞][赞][赞][赞]
秋冬寒103,@[赞][赞][赞][赞][赞][赞]
美涵,[666][666][666]
美涵,[666][666][666]
平风☞☜,鸡蛋怎么是绿色
浙江嘉兴一生无悔,绿鸡蛋
半壶纱.笛微美创始人,这窝的创意好
向阳而行,这是鸭蛋！不是鸡蛋
天亮了,这鸡蛋比鹅蛋都大
立行,[赞]今天捡到，41个鸡蛋，真棒[爱心]
大二224,鸭蛋还是鸡蛋
快手用户1669736474815,79元30个？
依然39054,有点像鸭蛋[龇牙]
💰哆哆399,你到底买了几斤鸭蛋搞直播啊！
微笑~68822,我超喜欢看这种[赞]
林严芳969,多少钱一斤？靓靓
世态炎凉单亲妈妈,那么多绿色的就差帽子了[捂脸]
正能量传播！:,支持
尚大千金💕,不得留个引蛋吗
品昧人生334,美女，伸手捡鸡蛋先看看洞里面再捡，因为我娘家那里有户人家她们鸡蛋全部被蛇偷吃了，有次还遏到了。
开心每一天17177,拍的问题，
等宇天长地久,你家鸭蛋当鸡蛋[赞]有绿皮鸡蛋吗？
施施1080,这明明看到的是鸭蛋怎么说是鸡蛋呢还有明明看到的是鸡文不对题[捂脸]
€在相聚,这个鸡蛋是假冒的
萍（木子奶奶）,幸福[赞]
胖姐3104,[666][666][666]
坚持到底,一看就是不是老手
辰儿晴女宝妈,鸡窝有那么白的鸡蛋 严重怀疑是放进去的
玉52565,这乌鸡蛋不好吃
好好好,有一个窝里边要留一个引蛋。
航海,我也想捡鸡蛋，[玫瑰][玫瑰]
🍃️十恶不赦🍃️,第一次看到这个窝，[赞][赞][赞]
梅朵💃爱舞～扎西德勒,[赞][赞][赞][赞][赞]
冰雪时光杜尔伯特≈谭果儿,也特别喜欢捡蛋，小时候在姥姥家起早就去捡蛋，可幸福了，
山水,[赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰]
一只松鼠🐿️,@终结者☞ @晚风酒吧二掌柜 这个鸡窝可以
迷茫96751,38个
💃秀332,不留引蛋
这个冬天不太冷254,不是应该留一个吗？
纺织人Jack,每个我放的乒乓球那蛋就多了
美美娇,有这么多鸡蛋能不能每个人发一个[笑哭][笑哭]
好人好梦45859,这个好
大洒北,怎么像鸭蛋[笑哭][赞][赞][赞]
青山乡----张树玲,哇，你这个鸡窝都这么漂亮。
往事清零ﾉ【马】,这鳮生的鸭蛋吧！！！
🍇冬雨💞,都是绿壳，喜欢[奸笑][奸笑]
金双,过瘾[赞]
依心而行6431,鸡怎么生的像鸭蛋
User_1579844083910,这鸡窝好
云卷云舒8394,确定这是鸡蛋？
心然,这个是什么鸡？
為伱尔變besos,她老公会找你麻烦的
^0^兰花66668,40个蛋
活宝147,喂多肽素每次都是两个[捂脸][捂脸]
张萌🍂🍁,[玫瑰][玫瑰][玫瑰]
0点，无人机打药,框拿小了明天拿个大点的[捂脸]
宋姐,还不错哦[赞][赞][赞]
杨建芳924,发财了[赞][赞][赞][赞][玫瑰][玫瑰][玫瑰]
爱的的一切,做梦捡鸡蛋捡钱的有没有[捂脸]
不语,绿皮的乌鸡蛋
嫣红,这是鸭蛋吧
娟49457,什么鸡下的蛋像鸭子鸭蛋那样？
深谷幽兰9376,做梦捡鸡蛋[龇牙][龇牙][龇牙][龇牙]
近朱则赤近墨者黑！❤️,蛋窝里多放点麦子草[捂脸]
如沐春风,哇，不少了，别贪心了！
唉哟喂199,你那个是鸭蛋吧？
幸福的微笑💃,捡到就快乐[捂脸]
帆,我也想捡[捂脸]
航航扬扬w,听口音就湖南人
？chenxiangjian,明明是鸭鸭蛋
幸7807,[赞][赞]
薇薇笑681,看着都解压[玫瑰]
云 雨,一路数，39个[笑哭][笑哭]
理发301,放了又捡，无聊
🌻（小李子）🌻🌻,真好，也是一种享受
贤惠396,39个
宽容59643,[赞][赞][赞][赞]
雄鹰12577,[赞][赞][赞][赞][赞]
陪伴是最长久的告白9981,都想那么多了，你还说还那么少
孤帆,安逸[赞]
霞妹,像鸭蛋[龇牙][龇牙][龇牙]
七零姐,鸭蛋说鸡蛋，谁鸡蛋绿色的[笑哭]
兰,[赞][赞][赞][赞][赞][赞][赞]
幸福快乐淑兰,这个窝窝很特别[赞][赞][赞][赞][赞]
为母则强,[666][666][666]
╭☞•́⍛•是梦终会醒✺,不留一个在里面吗
岷200,是鸡蛋吗
504非凡,洞里没有蛇吗，我老怕你捡鸡蛋时，从里面爬出来一条🐍
张晓洪628,每窝要留一个啊
郁金香🌷🌷🌷,好安逸哦[欢迎][欢迎][欢迎][欢迎]
双喜,太有才了，这才是真正的土鸡蛋[捂脸][赞][赞][赞]
独来独往，自得其乐,[赞][赞][赞]
💦水滴爱拼才会赢,鸡蛋怎么是绿色的？[捂脸][捂脸][捂脸]
青春不再有292,看上这鸡窝了[笑哭][笑哭]
红玫瑰,[赞][赞][赞]
何必不计较,想要下蛋的鸡
海草,看着像鸭蛋
浅忆121212,乌鸡蛋是绿色的
龙师傅192,蛋窝设计得好特别[赞][赞][赞][赞]
SWEET,鸭蛋吗，绿壳的
伤痛的记忆684,这个挺好的
🔥 人在做天在看🔥,土鸡生鸭蛋[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]
八月桂花香,象鸭蛋
老韩。506,你养了多少只鸡，一共四十一个了还少，叫鸡生多宝胎啊，
格子衬衫1543,别捡完，每个窝里留一个
难过的时候？,要留一个才有很多
桃子076,[捂脸][捂脸][捂脸]
已辜负自己 （尘客）,他们生的少，你去帮他生
寻缘,[捂脸][捂脸][捂脸]
胖胖,[赞][赞]
“得之我幸！失之我命！”,窝里留一个引蛋
蔚蓝的天空4141,这个视频有看点
迷茫63690,确定是鸡蛋
蓝天96538,收获满满的[赞][赞][赞]
坎坷的一生,你盛得多，一天起码十个
洪姐:民间故事,天生的地方可以[赞][赞][赞]
不会哭的女人 1975,我呢看起来是鸭蛋呢
冰城东哥,你自己的窝一个没有呢哈哈
春江望月165,为什么鸡蛋的壳是青色的
zyi_^,正好我也是中午刷到了
闪，含，,就地取材，真好
玫瑰情歌🌹,鸡蛋没见过还有绿色的？！怀疑[捂脸]
User_1583039549033,这是乌鸡蛋[调皮]
金银花4505,[赞][赞][赞][赞]捡鸡蛋的感觉真开心[龇牙]
和Xx看晚霞,[赞][赞]
幺妹……！,这种颜色是鸡蛋吗？[笑哭]
Gu_zh,没见过绿壳的鸡蛋
赵玉贵973,我这里也有一个，你家的鸡串门了
曾经的你（晓杰）,窝里怎么没留个引窝蛋
User_1568510598161,[赞][赞][赞]
User_1618310494739,这不就是鸭蛋？
∑打我一O（∩,[赞][赞][赞]
今生无悔,这黑鸡生的蛋营养高，蛋壳全是绿色的[赞][赞][赞]
李书兰270,[捂脸][捂脸][捂脸]
&顾雨晨,这些鸡蛋卖吗？能卖给我一些可以吗？
一生所爱,@[赞][赞][玫瑰][玫瑰]
清心74565,这个窝有创意[赞]
萍心183,大丰收[赞][赞][赞]
哇啦,自己放的
海纳百川，有容乃大108,黑鸡下绿皮蛋[赞][赞][赞][赞][赞][赞]
༺从❤开始༻91219,[赞][赞][赞]
丹顶鹤6058,美女，你把鸡窝留一个鸡蛋做引蛋
贵菊阿姨1,[玫瑰][玫瑰][玫瑰]
心若莲花,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
羊羊,这乌鸡蛋多少钱一个啊？
乾祥专业家电深度清洗：,这不是鸭蛋吗
快乐一家人❤,在哪里卖的鸡蛋还是要买
浦圣华,[赞][赞][赞][赞]
坚持97880,捡鸡蛋比吃鸡蛋兴奋[笑哭][笑哭]
好奇害死猫,绿皮鸡蛋
毛豆豆,都是绿壳的
wei97062,鸡下午还会下蛋
陈军建065,幸福生活[赞]
肥婆346,小时候我最爱去鸡窝里捡鸡蛋了。[龇牙]
小马,不是应该留一个吗！不然跑其它地方生！小时候妈妈说的
摆渡众生（丰绕园有机葡萄,绿壳鸡蛋不很正常嘛
红楼梦,好地方
红楼梦,你生一个吗
刘润达,留一个在窝！
胡相帮助,鸡蛋皮颜色发黑，为什么？
陈家琴,[赞][赞][赞]
水电安装,鸭蛋
🍄老波🍄,每个窝里要留一个引窝蛋的
wfhtzhb,好过瘾啊
我老公来了，欢迎你,40枚
🍀哑爱🍀,[奸笑][奸笑][奸笑]
梦18405,是不是鸭蛋，怎么都是绿色
精彩影视每日分享,不少赚钱，还上学干嘛，找个地方养鸡去
吉正欧巴,每天割韭菜
等过风等过雨才认识你,美女咋卖
身体健康，便是晴天,不放个引蛋吗
幸福一生37252,鸭蛋吧
∶々新々happy,你家的鸡蛋颜色是绿的吗？
•••光明•••,看着像鸭蛋[笑哭]
缘芙〈ZhuZhiPing〉,是鸭蛋，不是鸡蛋
瑞猪002,你确定是鸡蛋吗？怎么看着不像
梁关丰,这个鸡蛋能孵小鸡吗？
快手用户1636951457489,这窝好
苏州华姐🌹🌹🌹（^,我数了38个
无边,安逸
磁化水受益者（ping）,在黑龙江这边，今天开车走村串户买土鸡蛋，失败而归，我们这里没有人养鸡了，只有养鸡大户，又不是纯正的土鸡蛋，用偏方不可以。
大海和你的回忆,[赞][赞]
runner,还当着鸡的面拿走，鸡一生气不下蛋了
重新开始22772,四十个[赞]
马文福351,这个鸡窝好，
👏🙌醉逍遥 🙌👏,这地方鸡下蛋有安全感[笑哭]
山那边,我想去捡鸡蛋
小红姑娘,这是鸭蛋吧
粤北家具维修培训-黄辉,这个土堆好[赞]
LY🌷,这个不是鸡蛋是鸭蛋[捂脸]
好朋友67756,窝里多放点麦桔！
漂泊01552,他本来想生的，一看你把蛋都拿跑了，害怕了
向暖而生,这窝窝窜条蛇就好怕怕[抠鼻]
大平安,这么多还嫌少
꧔ꦿ᭄    ℳঞ曾经,咋看着像鸭蛋
春暖花开61116,眼看是鸭蛋怎么是鸡蛋呢？
快手用户1676515090069,这个蛋好
泰子姐,在里面下鸡蛋，没有老鼠偷吃吗？
米粒69989,捡鸡蛋的感觉真好，羡慕[龇牙]
金金,这是黑毛鸡生的蛋
王哥.带你看世界,蛋壳怎么变色的，喂了什么饲料？
1青春永驻（白丁）,这个鸡窝太好啦[龇牙][赞][赞][赞]
赵,不怕🐍来吃[捂脸]
霞光映明,象鸭蛋
盼,真羡慕你！
野狐,那个棍子打理一下，会伤眼睛的。
李泽。。。。。。,这窝做的不错
昕昕,都是禄皮鸡蛋
苏大大沃,看着像鸭蛋
南京小马爷,这是鸭蛋怎么是鸡蛋
辣辣6573,自己放再捡[笑哭]
飘渺271,[礼花][礼花][礼花]
金秋1013（尘客）,正宗的土鸡蛋香味一定很浓[赞][赞][赞]
一笑而过878,怎么看起来跟鸭蛋一样，皮都绿色的
天空蓝,小时候最喜欢做的事就是这个
春暖花开♡^O^,想起了小时候在家鸡窝里掏的鸡蛋[捂脸]
李光华879,主播，你家鸡蛋多少钱一个？
我是df4,[愉快][愉快][愉快]
君红,像鸭蛋
粤睿优品,你这鸡生鸭蛋真会生
山名水秀,一天下那么多鸡蛋，喂的什么饲料？
周姐（缇芊女装）,多少钱一斤鸡蛋[赞][赞][赞]
wy12345666,这生蛋窝真是好，[赞][赞][赞]
雨思035,你们是啥地方呢
唯一28625,给我整个窝我要下蛋！
雨思035,怎么卖呢
花儿为谁开4978,怎么像鸭蛋
简58544,小时候最喜欢拾鸡蛋了[捂脸]
马大哈9992,我也经常做梦捡蛋
润玉,我也好想捡蛋，全是黑色的鸡，好喜欢
五月铃兰💝,乌鸡蛋吗？
木子95969,鸡怎么就能知道去哪个里面生鸡蛋呢？
罗妈带娃,像鸭蛋
雨后＆即墨,咋感觉是鸭蛋呢[惊恐][惊恐][惊恐]
善待人生,[赞][赞][赞][赞]
拉普拉斯妖,你不知道往鸡窝里放个蛋，叫做引蛋吗，
！，，：。！,[爱心]求你，我想听
邬童·王俊凯,[捂脸][捂脸][捂脸]
快手用户1663683918847,[赞]
冰冰凉👉艳儿姐💋,和我家小鸡一样，黑色小鸡，绿皮鸡蛋[龇牙]
玉儿19761,你家下的鸡蛋真干净，像自己放进去的
草莓味的橘子＠,[赞][赞][赞][赞][赞][赞][赞]
韦,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
曹佩群,[赞][赞][赞][赞][赞][赞][赞]
中华，周厚斌，四川德阳，,[赞][赞][赞][赞][赞]
幸福一生。,[赞][赞][赞]
快手用户1657630554725,这样的鸡窝真好
兰昊麻麻,这个鸡蛋好像鸭蛋
🌺🌾追随梦境🌾🌺,[玫瑰]
平平,勤劳致富[赞][赞][赞][赞]
黄琳哲,[玫瑰][玫瑰][玫瑰]
开心果22953,想跟你学习怎么养鸡，那些窝窝看起好安逸，
李桂兰823,有卖吗？
陈国辉,是不是梦里检鸡蛋呀美女[赞][赞][赞][赞]
User_1511937735523,[赞][赞][赞][赞][赞]
我是北方人在南方,那个棍子也不拿掉[捂脸]
不丕,一只鸡一次能生六七个鸡蛋？还是几天去捡一次？
石霖,[玫瑰][玫瑰][玫瑰]
紫旋794,这个是鸡蛋么？是鸭蛋吧
善恶有报嘴下积德,有创意
爱八极拳～流氓兔,辛苦了
无语,这哪是鸡蛋，是鸭蛋呢。太假了。
JUEYUAN🔒❤️。,特喜欢这种捡鸡蛋的感觉
快手用户1631449508191,这是鸭蛋
一帆风顺13973,鸡怕生多了，你拿不了[捂脸]
巍巍,这种山边的鸡窝会不会惹来蛇[捂脸]
强总1314,感觉很好！又回到小时候了[捂脸]
锦天包装,这是鸭蛋
加油，明天会更好,不是要留一个在里面么
＠$网络🌹娟儿☜,告诉我在哪捡  我也去捡点
陈冬莲,我在梦里捡过这么多的鸡蛋[捂脸]
玺玉元,还嫌少啊！这么多，好开心[憨笑]
不能停留的时间,小时候做梦就是这样，鸡就是躲着生蛋，总是梦见捡蛋
梦想家小梅,我小时候可愿意捡鸡蛋了
雨中彩虹5313,窝里那么干净，鸡蛋有泥
嗯，嗯901,你这个价格有点离谱
单勇杰好物分享,好想来你家吃鸡蛋[笑哭][玫瑰]
User_1577876848614,这是什么鸡蛋，进囗的吗
＠零距离手机店,今天收了40个
羽姐🎶情感音乐🎶,好像是鸭蛋
四姐3561,这好像不是鸡蛋，鸡蛋颜色是这样的吗？
张晓丽632,乌黑鸡下的
海水色玄月（YSH）🐚,我最爱捡[666][666][666]鸡蛋
珍珠93176,开心[赞][赞][赞][赞]
忘情怀旧驿站,真爽
h✪ω✪豆&,这是鸭蛋，绿的
水木年华60070,鸡蛋怎么会这个颜色的呢？
💕 淡然💞朵朵,想起小时候给姥姥家掏鸡蛋
晚看南风,哈哈哈，实不相瞒我在发源地买过绿壳鸡蛋，才两块钱一个[笑哭]
《潇湘浪子》🌹🌹,谁家的鸡蛋是这个颜色
曺嵗鞦,那个竹子应该拿走 当心戳到👀
User_1575869458891,[赞][赞][赞]
意中利大厦,鸡蛋好捡，鸡难养。
✨🙏淡雅🙏,你家的鸡生的是绿色的蛋呀？
向日葵92581,勤劳致福[赞][赞][赞]
林子,美颜开高了？鸭蛋颜色
小钰,[赞][赞]
灿烂的红叶 ～甄说太极,[赞]
快手用户1639032977104,这鸭蛋吧
老楞~5号,这是乌鸡蛋
家玲,这一圈也捡到四十多个蛋[赞][赞][赞]
KingCEO15902811156,这个好[赞][赞][赞]
qing2441,收获满满[赞][赞]
丹47763,这鸡蛋窝不错[赞][赞]
韩静蓉134,乌鸡蛋！
雨夕6597,鸡蛋有颜色？？
鹏宇万里918,乌鸡
天天开心93037,是鸭蛋吗？
IM740,不留一个吗
🌼🍃也许🍃🌼💐,就地取材真好
Yf2306,不留引窝蛋
空沉,乌鸡生的蛋都是绿色的
User_1618220176099,留个母子
冷暖自知,养鸡最开心的时刻就是捡鸡蛋的时候
草莓味的风不？￼,我想自
冰清玉洁18955814,让我想到小时候收鸡蛋的，场景[捂脸][捂脸]
大风吹/DFC,勤换草垫子，鸡蛋就会多一些（鸡也喜欢干燥环境）[龇牙]
狂Ti瘸子那条好,这不是鸭蛋么？
紫色风铃0353,我也喜欢捡鸡蛋
兰37708,多放点干草就喜欢去下蛋。
宝妈三娃,[捂脸][捂脸][捂脸]
小慧2394,我也好喜欢捡鸡蛋，很开心
刘小明858,这种颜色的鸡蛋🥚
等待59395,这个不是鸭蛋吗？
把你578,真贵，穷人只配吃五毛一个的鸡蛋！
海霞,捡鸡蛋很有成就感吧[赞][赞]
haha,捡鸡蛋是最开心的[笑哭][笑哭][笑哭]
張海均,你家的鸡蛋是绿壳的吗？
平常心,这个窝还可以[憨笑][赞][赞][赞]
晓琪琪By,乌鸡
王晨,我回我妈家都不捡，我妈说我，你咋这么懒呢，你老弟回来，天天风雨无阻，鸡在窝里他都去摸摸看看有没有，还被鸡给叨了[捂脸]
孤独的人22906,这是鸡蛋吗？？？
薇薇雨薇,不知道我这辈子还能不能过上捡鸡蛋的生活了[委屈]
＠kong*Jsgc,真正原生态[赞]
群燕335,我们这里兴盛优选卖的土鸡蛋18元一斤。逢场只要15元一斤
柳云飞燕,我们捡鸡蛋都留一个在窝里做眼，让它看见才又去那里下，要不然去别处下蛋找不到。[龇牙]
新起点,鸭蛋
如如果丫,很好奇，那么多鸡可以挤在一个窝吗？
一条小鱼,[捂脸][捂脸][捂脸][捂脸]
禹喆宝贝儿,乌鸡蛋应该是绿皮的，我家喂的粮食的乌鸡，下的蛋就是这个颜色
蓝天42331,这么多鸡蛋！好喜人啊[赞][赞]
恭喜发财72091,捡鸡蛋真过瘾[赞]
红叶与名流469,黑鸡能下白色的鸡蛋吗？
水仙,鸡窝都不用搭建，成本低不少啊[赞]
农村菜王,绿壳鸡蛋
＠小晗视频,鸡妈妈说：我一天才一个，你还要我怎样？[奸笑][奸笑]
吃亏是福88142,你这好像是鸭蛋
否极泰来,这窝设计没问题喔，有创意
曳舞冰茹,这个鸡蛋只有梦里捡过。
姝雅,要留一个做引窝蛋吧
一达传媒,这不是鸭蛋吗？骗人
梦幻水晶,收获满满[赞]
遇玉愚,像鸭蛋，绿壳的
自信96144,四十个呀
快手用户1641558376950,满满的收获感
高静珍,这已经不错了
秀秀14613,[赞]
LBC,[奸笑]为什么她家鸡蛋是青皮的？？？？黑鸡下青皮🥚？
曹建丽,捡鸡蛋好开心[龇牙]
赤木刚宪,我想来捡鸡蛋[龇牙]
江舟0709,应该留一个引蛋，。
起个名字好难啊98,[666][666][666]
起个名字好难啊98,[微笑][微笑][微笑]
Victory1317,美女你好漂亮[赞]
佈峪鳥,假的别信
天凉好个秋4957,怎么像鸭蛋啊
黑蓝红玫瑰🌹,从来没有看到过鸡，蛋是哪里来的
顺顺利利,这个鸡窝不错，容易找，土鸡蛋怎么卖
梅$花🌹,[赞][赞][赞][赞][赞][赞]
乐菲妈妈732,[666][666][666]
可爱zIc,[双鸡][双鸡][双鸡]
可爱zIc,[钱][钱][钱]
大号是＠超神羽冲1000,你好，2023
大号是＠超神羽冲1000,再见2022
刘梅3547,[捂脸][捂脸][捂脸]
兰兰（生活日常）,[赞][赞][赞]
