姓名,评论内容
忠诚,[赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰]
如意45223,[玫瑰][玫瑰]
最美的期待,[赞][赞][赞][赞]
付静,，[赞]
金利📦副食店,假假[菜刀][菜刀][菜刀][菜刀]
许红慧,[爱心][火][玫瑰]
幸福人生04809,[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心]
潇潇洒洒89078,[赞][赞][赞]
冷轩☘️🌱,[赞]
人生,[666]
陶子姐994,[赞][赞][赞][赞]
এ圏心ꦿ༊,从胖子出现之后，很多人都说讨厌他的说话方式，那你们可认同他的做法。既然不喜欢他的说话方式，那就别看，因为你也不会喜欢这样的人。在疼老婆你也不会喜欢，因为他说话方式你不喜欢，所以，你没必要看。 在这里评论什么？不喜欢这样说话这种方式。那你还看？
哈哈哈哈哈哈哈哈哈哈哈哈,[赞][赞]
染七,[鼓掌]
随缘57797,[赞][赞][赞]
扣outlast,[玫瑰][玫瑰][赞][赞]
User_1626241166706,@
王寿琴,[玫瑰]
菊菊,[赞][赞][赞][666]
100-1=0,[赞]
快手用户1675008808085,[赞][赞][赞][赞]
无奈的人生,[666][666][666]
晞姌～,[玫瑰]
文琼724,[奸笑]
PIG CAT906,这老公还不错
快手用户1663060474191,[赞]
🍀咪花🌸小月亮🌙,原来这个才是她的老公
肖思成666,[赞][赞] @❤️杨木❤️
（九九）邓伦玉,[666][666][666][666][玫瑰][玫瑰][玫瑰][玫瑰]
程芳,现实生活哪有男人关心老婆的，好男人只有手机上才有
烟花再美也是一瞬间866,[玫瑰][玫瑰][玫瑰]
小梅,[赞][赞][赞][赞][赞]
快手用户1660890657630,[龇牙][龇牙][龇牙]
何07924,[666][666][666]
何07924,[666][666][玫瑰]
快手用户1636168044103,胖子真好
罗民,[赞][赞][赞]
开心07553,[赞][赞][赞][赞][赞][赞][赞]
User_1609560860639,[赞][赞][赞]
王梅,[玫瑰]
星海4681,[玫瑰][玫瑰][玫瑰]
小陈解说,[赞]
程英,[玫瑰][玫瑰][玫瑰]
米雪兒042,搬砖买洗衣机
User_1541911437755,@钞可爱~
许,[涂指甲][涂指甲][涂指甲]
丹枫145,阿春以前是强者现在怎么变成什么都做不好了，还是喜欢以前的你
园缘47020,夫妻还是原配好，胖子很疼老婆
小唐,[挑逗]
华华99719,胖子还好耶
MK阿田,一看就不像干活的样子[偷笑]
🍀来自《滇东北》的妞,没得琴琴在不好看了
伊一👣,好日子[赞][赞][赞][赞][赞]
孤雁南飞8888,姐姐，浪子回头金不换啊，好好享福吧[赞][赞][玫瑰][玫瑰][玫瑰]
王红恩施硒茶,[赞]
田园牧歌9617,[玫瑰][玫瑰][玫瑰]
邱素芬554,[爱心]
财哥8566,[玫瑰]
君子之交淡如水9724,[火][火][火][火]
扶🌸玉🌺兰,[赞][赞][赞][赞][赞][赞][赞][赞]
心静77310,胖子真的很好。
≮菟*菟㎏,[666][666][666]
美丽邂逅,[爱心]
周妹,[玫瑰][玫瑰][玫瑰]
晨杨456,[爱心][赞][666]
彭徳秀,@[赞][赞][赞][赞]
枯叶蝶3776,[666][666][666]
旺仔浩,[玫瑰]
User_1620565076986,没以前的真实好看了
容89119,[赞]
辰辰,[赞]
心如止水25551,[爱心]
陈芳1847,[赞]
胡娅422,[赞][赞][赞][赞][赞][赞]
YOYO💋802,[龇牙][龇牙][龇牙]
换位思考41269,[666][666][666]
老妈,[赞][赞][爱心][爱心][爱心][666][666][火][火]
花系海归,[赞][赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
康锋281,[666][666]
我不是黄蓉609,我老公说话口气也这样，但是对我好的很
快乐*心,[玫瑰][玫瑰][赞][赞][赞]
平安幸福,我老公不怎么会说，每天这么辛苦还给我买这买那的，我自己也感觉很心疼。
User_1626250913241,[赞][赞][赞][玫瑰][玫瑰][玫瑰]
如花,[赞][赞][赞]
记住你的好112,[捂脸][捂脸]
快手用户1654294544598,[赞]
君子兰08474,胖子其实很心疼人 只是不好表达 希望你们越来越幸福[玫瑰]
米粒儿,男的有点过了[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]
忘掉过去6805,[赞][赞][赞][赞][赞]
一步之遥3114,[捂脸][捂脸]
天马行空说影视,现在不是拍，是演，不好看了
＠lu749,[赞][赞][赞]
好人一生平安52608,给这好男人点赞支持，好样的[赞][赞][赞][赞][赞]
园丁,胖子真疼老婆，连饭都不让煮[赞][赞][赞]
杨193,[赞]
管轩轩❤❤,说话语气能气死人
开开心心,[爱心]
开开心心,[爱心]
丹丹白牡丹,[火]
紫罗兰,[赞]
六姐,[赞][赞][赞][赞][玫瑰][玫瑰][玫瑰]
韦霞630,[赞]
留的444,支持
顺其自然50091,[赞]
扎小女孩的辫子℡,[赞]
陶蓉526,[祈祷][祈祷][祈祷]
张桂敏,[爱心][爱心]
雨中漫步75735,[赞]
开心快乐28693,[捂脸]
平安就是福*296,[赞]
董玉琴576,[爱心][爱心][爱心][爱心][爱心][爱心]
木易,胖子对老婆真好[赞][赞][赞]
晚霞,阿春老公是用行动表达对阿春的爱[赞][赞][赞][赞][赞][赞]
彭春兰032,[爱心][爱心][爱心]
K歌之王7572,[鼓掌]
贝贝,[赞]
圆圆,刀子嘴豆腐心
人生难得？？一次醉！！,[爱心][爱心][爱心][爱心]
陪你看dian颖.,[捂脸][捂脸][捂脸]
陪你看dian颖.,[捂脸][捂脸][捂脸]
陪你看dian颖.,[捂脸][捂脸][捂脸]
漂洋过海来看你,[赞][赞][赞]
为自己,[666][666]
暮光好物分享,[666][666][666]
小乔卧龙山纪念园总经理15,这个胖子真好，找上这样的老公是上辈子修来的福气
杜美玲612,[赞][赞][赞]
遗憾,[捂脸]
沈8936,[赞]
叶东元妈,[玫瑰][玫瑰][玫瑰]
原来如此9-4,[赞]
你是个啥意思啊,[爱心]
李,[玫瑰][玫瑰][玫瑰]
老佛爷,你这个美女这么好的命呐，你你可是幸福呀，你这样一个老公可要好好的待她呀[赞][赞][赞][赞][赞][赞]
家有福宝两枚,以前的幸福我不知足，失去了才知道以前的我是多么都幸福，现在虽然苦希望会越来越好
洁怡妈咪,做一天水泥工，就能买洗衣机，换风格了，还是喜欢之前琴琴，跟姐姐的剧情
蘶832,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
别无选择。努力奋斗。,对，一个大男还是多疼疼老婆才对。
快乐小蝶,[玫瑰]
ysq0887,[赞]
AA艾尚阁珊珊,这女人也不简单哟，男人还挺多的
🐉¹⁹₈₈邓℘࿐,[火]
墨香我媳妇儿你们都别想了,[火][火][火]
东东39844,[赞][赞]
✌云南小晴儿,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
快手用户1646407492415,[666]
^☁️love暮夕,[666]
新新,[爱心]
开开心心31482,好！
好运,[赞][赞][赞]
User_1547044925331,[赞][赞][赞]
澎湃最单纯,[赞]
飞扬。。。，,[666][666][666]
恋鞠奶酥,@[玫瑰][玫瑰]
退休的老奶奶,[赞][赞][赞]
快乐每一天24627,[玫瑰][玫瑰][赞]
开心就是幸福,@[heart][heart]
老沈,[赞][赞][赞]
曾艳867,[赞]
TheOtherShore515,又换了一个人
小土豆,[666]
胡馨,[赞][赞][赞]
慕晨,[玫瑰]
蝶变新生,[666][666][666]
帮帮帮202,[爱心]
无可替代5498,[666]
鲜花盛开123,[玫瑰][玫瑰][玫瑰]
爱的💋 承诺741,[666][666]
祝小佳156,[666]
lijieliliao,就不会好好说话啊
豪猪069,[赞][赞][赞][赞][赞]
吴青华,[赞][赞][赞][赞][赞]
曾曾,@[赞][赞][赞][赞][赞][赞]
幻21641,怎么感觉刀不锋利
幻21641,好老公
《如心（ಥ_ಥ）,胖子也会做莱了[赞]
《如心（ಥ_ಥ）,胖子也会做菜了[赞]
淡然微笑～芹姐,都是演的，这个剧本看到太多了
陈小米麻麻,羡慕了
安心71399,[玫瑰]
黄天芳157003168,勤快
岁月流逝，时过境迁！,我猜他肯定买洗衣机去了
清秋啊啊啊啊啊,[赞]
＠洛安,[色]
一切随缘,[赞][赞][赞]
快手用户1661901868456,[赞][赞][赞][赞][赞]
灵心35,[玫瑰]
雕刻春秋,胖子人真好，阿春好福气。[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
春暧花开712💐,[玫瑰][玫瑰][玫瑰]
完美一生6769,胖子哥是好男人[赞][赞][赞][赞]好好的爱阿春
绪林,胖子心好祝你们越来越好。
User_1577803080849,[爱心][爱心]
蒋万勇,[赞]
蒋万勇,[赞]
醉红颜6731,[哼][哼][哼]
粤语行者,[666]
蜜瓜（*^ω^*）,干一天的活都能买洗衣机[赞][赞][赞][赞]
岁月静好,[赞][赞][赞][赞][赞][赞][赞][赞]
暖阳83942,咋越看越觉拍得假了
悦诗歌听天命,[奸笑]
波哥,[赞][赞][赞][玫瑰][玫瑰][玫瑰]
慧姐,[赞][赞][赞]
太阳,老公会心疼人了
zx,[赞][赞][赞]
zx,[赞][赞][赞][赞]
芳草悠悠,作品非常好。
User_1581677623787,[赞]
笑看人生32639,[赞][赞][赞][赞]
康娜小卓玛,[赞][赞][赞][赞]
红花。202097,春妹子，早上好，你遇到的这个老公太幸运了好多人就为你羡慕嘞[赞][赞][赞][赞][欢迎][欢迎][欢迎][爱心][爱心][星星眼][星星眼][星星眼]
玲珑,[赞]
会飞的魚114,[赞]
农民华姐779,[赞]
清风挽心9007,[666][666][666]
龙妈妈238,[赞][赞][赞][玫瑰]
红桃,[赞]
平平安安2640,[赞]
颖儿很乖～,@颖儿很棒棒吖～
忆昔🔛幕流年,[666]
王熙然奶奶来了,[赞][赞]
怡可馨,如今幸福生活才是粉丝们所期待的，请继续加油[玫瑰][玫瑰][玫瑰]
周幺妹,胖子真好[赞][赞]
李二,[赞][赞]
陈妹,[赞][赞][赞]
🌻下壹站緈福💍,[赞][赞]
知足常乐01060,[赞]
meimei4908,[666]
代世兵刃,我那婆娘呢？姐
江霞041,好老公，就是说话不好听
爱坤,[笑哭]
小艳42475,[赞][赞]
海霞31366,[赞]
黎姐,[爱心]
美丽人生15671,[赞][赞][赞]
☕品味人生☕🍦,这个红烧肉做的不好[笑哭]
相识是缘68408,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
李敏96015,大男人也可以那么体贴[666][666][666][玫瑰]
桐桐22908,[玫瑰]
ying84067,[奸笑]
_橘子皮,[赞]
顺其自然,[赞][赞][赞][赞]
金手指,怎么变成秀恩爱了[捂脸]
WYyy,[赞]
小刘0798123,[玫瑰]
陆,喜欢看你的视屏为你点赞[玫瑰][玫瑰][玫瑰]
思凯&an,[赞]
真爱一生,[赞][赞][赞][赞][赞]
戒哥,[笑哭]
！！,[玫瑰][玫瑰]
燕，明天会更美好，所以要,[玫瑰]
桃花蜜水,早上好美女[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心]！
一盘幽菊,[比心]
和平精英.馨宝,[赞][赞][赞]
王文英17,[爱心]
述明,阿春有福气找到这么好的老公[赞][赞][火][火]
清秀4026,[赞]
平安就好21696,现在知道心疼珍惜这失而复得的人了
☘️天山雪莲☘️,[赞][赞][赞][赞]
洋洋18941,[赞]
一帆风顺81160,[赞][赞][赞]
谢桂枝意龙国际7-12-3,[赞][赞][赞][赞]
YU ZHONG   WANG DIAO,[赞]
y加油💪努力过后必喜悦,作
User_1554611839213,[赞][赞]
一只小零🧸，,[玫瑰][玫瑰][玫瑰]
手心的蔷薇,我也讨厌这样说话，囗里没一句实话
祝叶子213,视频都拍了，我们都知道你不知道？
叶睛汐,好男人
心雨,[赞][赞][赞]
小小哦,[666][666][666]
Tobay995,放那么多糖不会很甜腻吗？
春天花真会开,[赞]
？？01013,[灯笼][灯笼][灯笼]
mαn♥,[赞][赞][赞]
心情髑c.,[赞]
沙漠1075,[玫瑰][玫瑰][玫瑰]
ⅩIAO XIHN HAI,[玫瑰][玫瑰][玫瑰]
谁懂＆人心薄凉,[摸头]
快手用户1643290817788,[玫瑰]
你若安好，那怎么得了＠,越看越不喜欢了
💰,[玫瑰]
筱筱,[玫瑰][赞]
别❤来💝无🌹恙,[玫瑰][玫瑰]
人骨相思谁人懂。,[666][666][666]
阖家幸福5115,[赞][赞][赞]
起风,[赞]
文90820,@[玫瑰][玫瑰][玫瑰][玫瑰]
刘香兰462,[赞][赞][赞]
刘香兰462,[赞][赞][赞]
QⅰongQⅰong,胖子心还是好的，就是说话不好听
美好时光,啥都做了，就是有时说话让人听起来不舒服
缘木求鱼335,[666]
开心每一天04871,[赞][赞][赞][赞]
缘木求鱼335,[666]
一颗糖820,[笑哭]
夏凤珍,[赞]
快手用户1637028642828,[赞][赞][赞]
yang00422,[玫瑰]
