姓名,评论内容
User_1593830452019,[捂脸][捂脸][捂脸]
黑玫瑰89244,[赞][赞]
一叶知秋95694,吃的好
快乐小蝶,[玫瑰]
付晓菊844,[笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭]
付晓菊844,[赞][赞][赞][赞][赞][赞][赞][赞]
往事随风云,[龇牙]
小余,[666][666][666][666][666]
欣欣小盆友,[666]
燕波37,@[赞][赞]
自🌹 由🌹 自🌹 在,[玫瑰][玫瑰][玫瑰]
小敏51687,[赞][赞][赞]
幸福保桂,[玫瑰][玫瑰]
珊珊76583,[玫瑰][玫瑰][玫瑰]
如意,[玫瑰]
幸福一生27757,[赞][赞][赞][赞]
心静,[赞][赞][赞]
云42236,好香
User_1625706763083,[赞][爱心]
程晨曦光,[火][666][666]
莫大大419,[赞][赞]
阳光百合,[赞][赞]
老大,[赞][赞][赞]
she,[666]
lucky,[玫瑰]
嘿.我还在.,[玫瑰][玫瑰][玫瑰][火][火][火][666][666][666]
沈 月 辞⁵²¹,[爱心]
快手用户1640621569062,[微笑][微笑][微笑]
心若向阳0643,[666][666]
合川爱川,[祈祷]
追梦人88459,[玫瑰]
快手用户1651678036537,[玫瑰]
微笑,[赞][赞]
轩帅645,[玫瑰][666]
萍水相逢,[赞][赞][赞][赞][赞]
芋嶙,这是你老公吧
萍水相逢,[赞][赞][赞][赞][赞]
小公举%019,[爱心]
惊落人间💞,[火]
一切随缘,[爱心][爱心]
桂贵,[赞][赞][赞]
快手用户1652338972734,[赞][赞][赞][赞]
夕阳红99768,[赞][玫瑰]
周树芬,[玫瑰][玫瑰][玫瑰]
嗯n嗯n嗯,[玫瑰]
周碧云,[爱心][赞][玫瑰][爱心]
朝玖挽吾,[赞]
开心一百,[赞][赞][赞]
✨星宇⚡,[捂脸]
随缘09004,[玫瑰][玫瑰]
青春常在,[欢迎][欢迎][欢迎]
123456789,[赞][赞]
相见恨晚7414,[赞]
☜你💖love🌸花,[赞]
小苹果nice,[赞][赞][赞]
如烟75720,[玫瑰]
刘姥姥,[奸笑]
三姐66489,[火]
命中注定有缘无分,[赞]
明天，你好2921,[玫瑰]
漫漫人生路,[赞]
漫漫人生路,[赞]
快手用户1670838337196,生活就是这样的
一切随缘,[赞][赞][赞]
莉81915,[赞]
老姜,[赞]
我丑但我善良815,[奸笑][赞]
伟_1582012,[玫瑰]
香香妹,[赞][赞][赞]
心相印6994,[赞]
无语,[赞][赞][赞]
有雨花开,[赞][赞][赞][赞][赞]
平安是福,[赞][赞][赞]
梦寻千古香132,[爱心]:[爱心]:
王秀,[赞][赞][赞]
一生平安94929,[爱心][爱心][爱心]
User_1580645344290,[赞]
侐老六,[奸笑][奸笑][奸笑][奸笑]
月月,[玫瑰]
刘建元,@[玫瑰]
漠子🍦,[奸笑]
hhh,[哼]
易亚辉725,[赞]
遇见70033,[666][666][666]
蓉蓉,[爱心][爱心][爱心][爱心][爱心][爱心][爱心]
开心每一天62586,[赞]
浮生萧条047,[赞]
不安于现状,[赞]
快手用户1646555052049,@[赞][赞][赞]
＠乔依诺,[赞]
素英300,[赞]
肖自蓉,[玫瑰]
小清,[赞]
小草16175,[玫瑰]
可惜,[玫瑰]
User_1580295706029,[赞][赞][赞]
张凤英8430,[赞]
赵玉兰,[赞]
芳KK7OeF4t,[玫瑰]
User_1559791091,换老公了吗？
菲菲73194,[666][666]
夏日微风,[爱心]
丑八怪咿呀~,辣子鸡补身体？
臭宝的快乐源泉,[666][666][666]
扶🌸玉🌺兰,[赞][赞][赞][赞][赞][赞][赞][赞]
婉瑶😍,[赞][赞]
🇲🇲🌹良 ❤少🌺,[玫瑰][玫瑰][玫瑰][玫瑰][赞][赞][赞][赞]
心星雨,[赞]
新生活6845,[奸笑]
刘平2454,[爱心][爱心]
兰莲花,[666][666][666]
小草43564,[玫瑰][玫瑰][玫瑰][玫瑰]
秀清1551,你的老高去那了
User_1574989655294,[赞][赞]
🌸🌸🌸🌸,[赞][赞]
芬42531,[赞][赞][玫瑰]
蓝颜,自从胖子哥来了，剧情就变味了，没有以前和琴琴拍的自然，开心，接地气，多了一些矫情做作，个人观点，不要喷[笑哭]
顾少💤〈受〉,@[赞][赞][赞][玫瑰][玫瑰][玫瑰]
平安快乐47266,[666][赞][玫瑰]
ALYS-隆昌三店122,@[挑逗][挑逗][挑逗][挑逗]
随心所欲76646,日子有甜有咸，生活有苦有乐，不变的是我们对未来的期望和憧憬，不改的是我们对一切的初心和坚持[抱抱][抱抱][爱心]
～喵小姐,每次说要来人我就知道肯定最后来不了
粉蝶V🐭,老高跟她们拍才自然
泉珍933,[666]
玉兰0711,[666][666][666][666]
英子,一句都没有提爱 且爱在行动[赞][赞][赞]
老美女熊猫严萍13693,[赞][666]
寂寞的女人164,[赞][赞][赞]
萍聚17966,[火]
no～～～,多诚实多能干的美女[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
夜深，人未静118,主要是我想知道高兴哥去哪了[捂脸]
平平安安72289,[玫瑰][玫瑰][玫瑰][玫瑰]
Wangbihua515,[666][666][666][666][666]
胡姐6355,@[赞][火]
侯伟,田园生活！[赞][赞][赞][赞][赞][赞]
周健8774,又换老公了？
小雪68296,这男的你什么人
你把我放哪893,[赞][赞][赞]
晓燕《姊妹》,这道菜确实不错[赞]
谢玉梅,太好了
珍珍70571,[玫瑰][玫瑰]
五月天,这老兄对你很不错，[赞]给你点赞
农村霍妹,[666][666][666][666][666][666]
天空之城仙女,[爱心]
假裝不愛你,[火][火][火][火]
清清38567,为了拍视频要找一千个老公
深谷幽兰53533,[赞][赞][赞]
平安83224,[赞][赞][赞]这些人真是无聊，你关别人怎么生活，我觉得胖了好
蓉姐,[赞]
感恩的心18394,对老公多很/正常
美美50783,[赞][赞][赞]
辜三姐778,老公多，很正常
忆青春:周姐,[赞][赞][赞][赞][赞][赞][赞][666][666][666][666][666][666][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
全家幸福,[赞]
零6－,流口水了
勤劳的小蜜蜂,[666]
珍m888,[赞][赞][赞][赞][赞][赞][赞][赞][爱心][爱心][爱心]
蝴蝶迷,阿春你有几个老公呀
淡淡清香,在生活中感动，在感动中生活
羽涵112,不切实际的，在家过日子做事情，穿成这样好干家务？还有这男人，女人一干活就大惊小怪不让干，过日子不是这样的
水墨天山,[爱你]双击666[赞][赞][爱你][爱你]
蘶832,[赞][赞][赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰]
好人一生平安,[赞]
快手用户1662961914071,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
ghjio 星辰⭐🌴物,日子过得有滋有味甜[赞][爱心][玫瑰][玫瑰][优秀][优秀]
。伈。,不是补气血的嘛不拿来炖
玉,我喜欢这种生活
玉,[赞][赞][赞]
金蝉子,[赞][赞][赞][赞][赞][赞][赞][赞]
江津279,你还是一个好老公吗还会多心疼你老婆吗、[赞]
User_1584337969520,[赞]
江南,[赞][赞][赞]
相濡以沫,[玫瑰][玫瑰][玫瑰]
牛油果,春姐能回复下我吗[玫瑰]
带刺的玫瑰🌹🌹🌹570,[赞]
Angh,[赞][赞][赞][666][666][666]
百度6472,[赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰]
梦了无痕,那么大个鸡这样搞，招待客人我觉得不是很合适，用一半炖汤，用一个做辣子鸡比较好！
蓉蓉,[赞][赞][赞][菜刀]
印江妹,[玫瑰][玫瑰][玫瑰]
大姐，大姨！,看着好香啊！[赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰]
快手用户1671153118876,@墨羽尘曦
心哥6706,我要是个女的我也受不了胖子这样[生气][生气][生气][生气][生气]
阳光幸福441,有点假心假意
猫猫35101,猜都是最后说不得来，结果还真猜对了
💖 甜甜微笑💖,[赞][赞][赞][赞][赞]
久川＾.爱吃小朋友,[赞]
毛琼芝,[赞][赞][赞][赞][赞]
阿丹0950,[汗][汗][汗]
:一生幸福劉,[赞][赞][赞][666][666][666][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][欢迎][欢迎]
幸福63108,你找到个好老公，那么疼你
光云,[赞][赞][赞][玫瑰][玫瑰][玫瑰]
꧁散伙꧂,[奸笑][奸笑][奸笑]
真爱（永恒）956,[奸笑][奸笑][奸笑]
老罗（浪迹天涯）,世界再变 人也要跟着
原来的我2805,[赞][赞]
谁懂＆人心薄凉,[优秀]
绽放未来-斌,辣子鸡还是贵州的好吃
幸福花8095（则）,[赞][赞][赞]
转身已陌461,辣子鸡看起来好好吃[赞][赞]
彦娟729,我感觉前夫哥说话有点不好听，虽然都是为了阿春好。口气改改更温柔
翔宇帆裕,怎么有二个男朋友啊
快乐生活3158,[赞][赞][赞][赞][赞]
离开＠就会辜负的😘爱,以前那个更好看
粉蓝662,好假，一会一个剧情
温柔了岁月的情怀,这男的冲缘
User_1583131081783,胖子哥，裤子都快掉
辣妹子58295,同一剧情，不同一故事
小米工作室～余佩旋,在三月里，我们都在努力，与快乐相伴，与美好同行。
刘彬4482,@[赞][玫瑰]
宠儿5163,我想问下胖子是老公还是老高是老公呢，一段时间又出现一个男的
翠鸟692,[赞][赞][赞]
盛鑫，茂盛,[赞][赞][赞][赞][赞]
1种狂、骄傲,是不是怀孕了
黄细苹,[赞][赞][赞][赞][赞][赞]
蝴蝶兰的美706,[火][火][火]
杨煜秀ìììiiìiii,[赞]
完善自己364,胖子的方言是浙江宁波的嘛
凡凡,[赞]
晓云☜,哈哈，买手套还送棒棒糖[笑哭]
晓云☜,如此让一个女人暖心的男人、小家[赞]
快手用户1637848799379,[赞][赞][赞][赞]
无聊,你到底有多少个老公
灼灼464,@[rose][rose]
《痴＠心＠燕》,[666]
好人一生平安23442,[赞][赞]
快手用户1664114322332,[赞][赞][赞]
游戏本营,[玫瑰]
杨,[赞][赞][赞][赞]
怀旧：是一种情怀！,[赞][赞][赞][赞][赞][赞]
佳语承骏,我好像看到鞋子坏了[捂脸]
曲心175,[赞]
User_1552828953880,[赞][赞][赞]
蝴蝶34769,[赞][赞][赞][赞][赞][赞]
开心快乐69214,[赞][赞][赞][赞]
幽幽篮丝带,现在的视频没什么想看的了，尤其是看到胖子
蓝天,口是心非，说随便吃一点，自己又跑去抓鸡
林招莲,[捂脸][捂脸][捂脸]
快手用户1657802584268,[赞][赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
杨有琴644,[666][666][666][666][666][666][666]
123微笑面对每一天,[赞]
开心就好42691,[玫瑰]
一切安好。,[捂脸]
，阿英934,阿春，你老公心太好了，他心里面全部都是你诶，他会懂得心疼你，这样的老公没有好几个咯[666][666][666]我都好羡慕你老公啊！对你太好了
珍。007,老高呢？[赞]
陈姐65191,[龇牙][爱心]
唐志蓉,[玫瑰][玫瑰][666][赞]
陆,只要夫妻俩恩爱用不着山珍海味[赞][赞][赞]
李,[玫瑰][玫瑰][玫瑰][玫瑰]
AB1623,[赞][赞][赞]
🌸 🌸 梦媛🌸🌸,到底哪个才是真老公
果果05208,[赞]
陈姐🎤〈舞者🔥35〉,[赞][赞][赞][赞][赞]
曾辉804,[赞]
雨后彩虹,你洗不行吗？还买手套
美好的回意！74年的虎！,[赞][赞][赞]
马琴035,[666][666][666]
祝您🌾🌾幸福,你不是女汉子嘛
文文43261,[赞]
猫咪2020617,不是喂了鸡吗
池譲🖤GL,是复婚了吗
如歌0254,[赞][赞][赞]
淑6302,[赞][赞][赞][赞][赞][赞][赞][赞][赞]
靓诚佳人,浙江人都是很可惜粮食的[赞][赞][赞]
素素43050,春春能干，做菜做的好，努力过好自己每一天，开开心心[欢迎][欢迎][欢迎]
玫瑰花,这男人故意有意思[捂脸]
美好41287,[赞][赞][赞]
幼儿园抢饭第一（◔◡◔）,[难过][难过][难过]
李子红,[666][666][666][666]
小英姐423,[赞][赞][赞][赞][赞]
蕻蕻,几天的话还要啊，胖子太省了
快手用户1676050232031,春姐姐，的日子过的越来越幸福了[赞][赞]
从头再来963258,[赞]
胖姐7455,现在的这个风格有点像被黑的那个有外放的小春花，我个风格一模一样[扎心]
花有缺！,[爱心][玫瑰][爱心][龇牙][赞]
刘素碧。,[赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][爱心][爱心]
银银0226,[赞][赞][赞][赞][666][666][666][666]
幸福美满25229,[火][火][火][火][火][火]
飞雪,[赞]
97文案馆ᯤʸᵒᵘ,[666]
保留一种良好的心态✨,没以前好看了
♚ 局外人ᯤʸy,[666]
封存记忆,剧情大转换
静心57050,[666]
阳光46717,[星星眼][星星眼]
杨荣香,看到就想吃[赞][赞][赞][赞]
君子之交淡如水9724,[爱心][爱心][爱心][爱心]
＠云淡风清☁,[赞][赞][赞]
蒋玉芳137,@[赞][赞][赞]
时尚老太太3058,[赞][赞][赞][赞]
————晚辰,好假
冬天里的雪花,[赞][赞][赞][赞][赞][赞]
快手用户1638501419745,[玫瑰][玫瑰][玫瑰][玫瑰][赞][赞][赞][赞]
云钦,[玫瑰][赞]
为幸福l去奔波,两囗子就是应该相互理解。就该这样活
小辉13643,大姐你看见公鸡下蛋吗不要说公鸡蛋看见你拍的好多视频为你点赞[赞][赞][赞][赞][赞][赞][666][666][666][666][666][爱心][爱心][爱心][爱心][爱心]
小媚1877876948,网上的都是公鸡蛋[吃瓜]
叔芳,[爱心]
徐良,跟我老家的做法好不一样
好人一生平安21183,[笑哭]
风景,[赞][赞][赞][赞][赞][赞][赞]
看开就好,[赞][赞][赞]
快手用户1661901868456,[赞][赞][玫瑰][玫瑰][玫瑰]
菩提树~  话生肖,[笑哭][笑哭][笑哭][爱心][爱心][爱心]
A0000🌻利霞,[赞][赞][赞]
忘了过去,[赞][赞][赞]
尘世凡间,看着好辣
吴桂群,[爱心][爱心][爱心]
杨晓899,江浙一带的人不吃辣椒，吃甜的。[龇牙]
User_1577021015542,突然又来了个老公，表演也演的真实一点[捂脸]
桦6009,[赞][赞]
User_1626250913241,[赞][赞][赞]
平祥,[赞][赞]
董事长,[666]
五姐8166,[赞][赞][赞][赞][赞][赞][爱心][爱心][爱心][爱心][爱心][爱心][火][火][火][火][火][火]
心悦（:）,[666]
风云16107,少做点[捂脸]
兜兜转转,阿么么[汗][汗][汗]大惊小怪
💘余生ᝰ随心🥀,[赞]
紫藤花,[赞][赞][玫瑰][玫瑰]幸福满满[玫瑰]祝福你俩[赞][赞]
💍🌾安月霖💘4,我喜欢这样的视频夫唱妇随[赞][赞][赞][赞][赞][赞][赞]
love半岛祺遇记,你家养了这么的家禽，你觉得我会相信你就这样倒掉不要嘛！真是的
在水一方,剧情变了
春夏秋冬,这个老公怎么讲阿拉宁波话了
尹1407,[赞]
陈小敏,[赞][赞][赞]
新主题041,[赞]
岁月静好36806,剧情变味了，不太真实了
兰27394,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
晶晶55374,假了
钱9031,有点太过了，实话
孔9073,[赞][赞][赞][赞][赞][优秀][优秀][优秀]
云淡风轻,日子有甜有咸，生活有苦有乐，不变的是我们对未来的期望和憧憬，不改的是我们对一切的初心和坚持[抱抱][抱抱][爱心]
白荷花💅💅💅💅🌷🌙🌙🌙🌙,[赞][赞]
亚芳1792,[赞][赞][赞]
虫儿飞😘559,[奸笑]
周明英941,[赞][赞][赞][玫瑰][玫瑰][玫瑰][666][666][666][爱心][爱心][爱心]
~*%零^0^度C%*~,[666][666][666]
快手用户1648110360226,[赞]
唯一yeOj126450,老高走了，又来一个[捂脸][捂脸][捂脸][捂脸]
记忆时光,拍得有点无聊[捂脸][捂脸][捂脸]
崽 ·,@恰 逢. 🐻
....,[赞]
云朵59900,有人惦记。有人疼。真幸福，这就是女人应该有的样子。
云朵59900,有老公了，女人就应该娇贵一点。谁想做女强人呐？除非没有老公。
认输是气C质,两个人心里都有对方。怎么说话绕来绕去的猜对方的心情
颖妈,[赞][赞][赞]
春哥1551785,[赞][赞][赞][火][火][火][爱你][爱你][爱你][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][火][火][赞][火][爱你][爱心]
叶子25537,[赞][赞][赞]
弗兰克,[赞]
User_1590035093510,阿春真有福气，胖子哥对你那么的体贴，简直是关怀备至[赞][赞][赞][赞][赞][赞][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
税清华259,加油胖子
黄姐,[爱心][爱心][爱心]
颖铃,[赞][赞][赞][赞][赞][赞][赞]
邹孃997,[赞][赞][赞]
龙,[赞][赞][赞][赞][赞][赞][赞]
素子花开280,当电话响的那一刻，我就知道胖子的哥来不了了
鼓成英,男的拍不好看
芳香,[赞][赞][赞]
曾经2984,阿春难道怀孕了吗[666][666]
小无聊ヾ（^▽^*）,[赞]
栀子花香8384,[玫瑰][玫瑰][玫瑰]
曾经的回忆,看着好有食欲[笑哭]
芳芳28733,[666][666][666][666]
黄晶  236,之前还说胖子不吃辣[捂脸]
A欣554,[赞]
相濡以沫,以前很接地气，我很喜欢以前的作品，现在是不是有点……
灿灿是铁粉,[赞]
我们的好日子080,[笑哭][火]
思凯&an,[赞]
xiaoxhan999,见着辣味挺多可会吃辣了[龇牙][龇牙][龇牙]
超能,不想看你们拍的视频了有点假
婷儿,[玫瑰]
一生平安,开心送给你👌👌
淡冰776终极蜘蛛侠无线,[捂脸][捂脸][捂脸]
