姓名,评论内容
酸甜苦辣07143,[爱心][爱心][爱心][爱心]
梅花季节1,[赞]
往事如烟,[666][666]
落尽芳华＠981,[赞][赞][赞]
崽 ·,@恰 逢. 🐻
不愛a🎀.,阿春，勤劳，善良，贤惠，好厨艺。[赞][赞]
天天85605,[奸笑]
方崇枝,[摄像机][摄像机][摄像机][玫瑰][玫瑰][666][666][666][火][火][火]
真爱永恒98024,[赞][赞][赞]
❤☀余生各自安好💘💍,好想好想好想找个真心实意的对自己好的老公[大哭][大哭][大哭][大哭]
╭我（╯ε╰）╮,[笑哭][笑哭]
黄种人1111,[赞]
田兴云,[玫瑰][玫瑰][玫瑰]
静静煕煕150,[赞][赞][赞][赞]
玲珑,[666][666]
我爱我自己540,[呆住]
陈淑昭,[玫瑰]
水云间0965,终于过上好日子了[赞][赞][赞][赞]
花的事见,[赞][赞][赞]
明天更好,[赞][赞][赞][赞]
友哥，这是孙子的头像,[赞][赞][赞][赞]
好运姐,[赞][赞][赞]
💖兰姐💖593,[火]
慧姐,[赞]
路世芳035,[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心]
💝💝金菀琳,这样的生活很惬意我喜欢 好羡慕你
芬09539,[赞][赞][赞]
轻舞飞扬,[赞]
chen6219,油菜花闻了会晕的
梅96948,[玫瑰]
龙女,[赞]
nnbbnn,胖子说的哪里话，好像日本话
玉绣699,[赞]
快乐,[赞][赞][赞]
黑色曼陀罗96398,[赞][赞][赞]
树苗,[赞][赞][赞][赞]
娟子1452,[赞][赞]
老八,[微笑]
快手用户1647270063169,@乡村生活[赞]
《苹水相逢》,啊春没有胖子人家过得非常好
刘俊妈妈926,[赞][赞]
快乐,[赞][赞][赞]
往事随风,[赞][赞][赞][赞][666][666][666]
柠萌,[爱心][爱心][爱心][爱心][爱心]
快乐宝贝,[火]
....,[赞]
斗地主,[赞]
贞38110,拍戏，找的零时老公吧
杨燕子,[赞][赞][赞][赞][赞][赞]
知足常乐44958,，
傅晓红127,[玫瑰][爱心]
小丽64744,[666]
知足常乐44958,，
阿芬4124,[玫瑰]
快手用户1658137182936,[玫瑰][玫瑰][玫瑰]
一粟草,[赞]
简单平乐849,怎么听起像日本话。[笑哭]
开💝就好🌹459,[666]
开开心心,[赞]
可🌷🌸🌹🍃🌴新,[玫瑰]
🌼 香830,[玫瑰][玫瑰]
你是你，我是我，他是谁,[赞][赞][赞][赞]
没心没肺,@[赞][赞]
茹0858,[玫瑰][玫瑰]
六月お雨,啊春，该怎样做就怎样做，不要为了胖子去改变，那就不是你了！！还是喜欢看你以前想怎样就怎样的那个自己！！
西澜护肤品化妆品,[赞][赞][赞]
一生平安69960,[666]
好人一生平安40204,[赞][赞][赞][赞][赞][赞][赞][赞][赞]
严三866,[赞]
快手用户1639534406946,[赞][赞][赞][赞]
醉人心0468,[玫瑰]
二哥,[赞]
Paris White梨雪,[赞][赞][赞][赞][赞]
百香果,[赞]
从头再来28526,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
谢小红,[赞][赞][赞][赞][赞][赞][玫瑰][玫瑰][爱心][爱心]
笑颜如花,[666][666][666]
香香妹709,[赞]
一朵花,[赞][赞][赞]
心相印6994,[赞]
小雷纯手工蒸饺和冰冻食品,[666]
天天开心77447,[玫瑰]
韩亚美🌻🌻🌻,[赞][赞][赞]
懿个人的温度,@[赞][赞]
平淡人生06639,[赞][赞]
章奶奶136,[赞]
从零开始04939,[笑哭][笑哭]
74861美好回忆,[赞]
软心糖031,[玫瑰]
银杏533,[玫瑰][玫瑰][玫瑰]
User_1616774150747,[赞]
笑看人生09059,[玫瑰]
贵州姑娘🌹🌹🌹🌹,上海人
蝴蝶纷飞715,[赞][赞][赞]
余生安康,好丈夫，知道心痛自己的老婆[赞][赞][赞]
刘姐,[笑哭][惊讶][赞][爱心][火]
我是小雨点奶奶,[赞][赞][赞][赞]
神经蛙30885莉姐,[赞][赞][赞]
蒋玉芳137,@[赞][赞][赞][赞]
梅,[玫瑰][玫瑰]
mei94474,[666]
好人一生平安:池世群,[赞][赞][赞]
幸福约定40498,[爱心][爱心][爱心]
揣着明白装糊涂,你一天的戏真的多了[捂脸]
老四68997,[赞][赞][赞][玫瑰][玫瑰][玫瑰]
兰,两口孑真好[赞]
User_1597809711066,[玫瑰]
夏栀.,[赞]
Deprecating。741,[捂脸]
一切安好,[赞]
姐就是规矩👑女王心,胖哥真好
姐就是规矩👑女王心,胖哥真好
健康快乐👏729,[赞][赞][赞]
~*%零^0^度C%*~,[666][666][666]
缘来是你,[赞][赞][赞]
烟花炮竹纸火专买店,[玫瑰]
老胡99859,[666][666][666][666]
香水百合75082,[赞][赞][赞]
紫涵,[捂脸]
徐先容,[玫瑰][玫瑰][玫瑰][666][666][666]
👏 法国欧雅顿香薰有机庄园,[666]
王红婷259,[玫瑰][玫瑰][玫瑰]
莫大大419,[赞][赞]
真心❤相对,[玫瑰][爱心][玫瑰]
张腊香,[玫瑰][玫瑰][玫瑰]
平淡人生68724,[赞]
心想事成95934,[赞]
喜来宾酒业勇哥,[赞]
刘能玉614,未经她人苦难莫劝善
简♡凡,[赞][赞]
雪儿,[玫瑰][玫瑰]
Happiness is good665,这话还好听哦[笑哭]
荷花96553,[赞]
跟着感觉走94933,[赞][赞][赞]
乡间三月,[赞]
球球2410,[奸笑]
秋妈331,[赞][赞]
蝴蝶兰的美706,[火][火][火][火][火]
自力更生70992,[赞]
美嬢嬢🎃小赖,[赞][赞][赞][赞][赞][赞]
小苹果nice,[666][666][666]
小琴55019,[爱心][爱心][爱心]
开心就好。,好人啊[玫瑰]
hhhjkkklkk,[赞][赞]
相遇是缘,[赞]
毕姥爷707,胖子人不错，实在[赞][赞][赞][666][666][666]
李玉辉432,[赞][赞][赞]
快手用户1630945414031,[赞]
User_1580190240890,@[赞]
ysq0887,[赞]
冯时琼,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
嘴角的那一丝微笑987,[奸笑]
青儿3785,春姐这样的男人[赞][赞][赞]
User_1623378388448,@[赞][赞][赞]
蔡琴,[赞][玫瑰]
天天开心15145,[祈祷][祈祷][祈祷][祈祷][祈祷]
仙女12427,[赞][赞][赞][赞][赞]
🍀༊🌺ꦿ꯭小꧔雪এ᭄,[666]
天使的眼泪436,[赞]
蒋亿芳,[爱心]
🍒勿忘初心＠兰儿,虽然是段子，但很真实[赞][赞][赞]
万里晴空6139,[祈祷][祈祷][祈祷][祈祷][祈祷][祈祷][祈祷][祈祷][祈祷]
吴丽群651,@[666][666][666][666]
爱情擦肩而过148,[赞][赞][赞]
玩具店576,这个老公太好了
胡磬颖妈妈,[玫瑰][赞][赞][赞][赞][赞]
蔡述琴,[赞][赞][赞]
User_1557302995946,[赞][赞][赞]
顺其自然,[赞]
User_1579172414585,江苏浙江上海一段就是这样说的
像小鸟一样自油飞翔,[赞][玫瑰]
、温柔了岁月48霖霖粉丝,[赞]
潇洒哥46794,[玫瑰]
蒽蒽知道,@
猪猪87634,[赞]
心如止水25551,[爱心]
【那一抹淡笑】,这样的生活很惬意我喜欢 好羡慕你
君姐＠_＠,好能干啥都会做
幸福保桂,[玫瑰][玫瑰]
一笑而过,[赞][赞]
邱素芬508,[爱心]
♥月亮失忆了♥,@[玫瑰][玫瑰][玫瑰][玫瑰]
贝贝,[赞]
李兴淑－∵,[赞]
红紅火火88046,[玫瑰]
忍姐姐来也～,阿春琴琴去哪了？怎么看不到琴琴了
青玉305,[赞][赞][赞][赞][赞]
珍惜缘分9001,[赞][赞][赞]
甜蜜的棉花糖迷你世界,好[玫瑰]
谢刚13658016718,[赞]
16岁已成回忆,[赞]
yin6899,[666]
清欢62512,为所欲为生物实验室万事如意
周幺妹,[赞][赞][赞][赞]
丹♥♥丹,这接电话还是上角，第一次见[捂脸][捂脸]
英英🐭,浙江人
穆世贵701,[赞]
闫闫＆,[玫瑰][玫瑰][玫瑰]
榴莲781,[666][666][666]
孤单和寂寞.,[赞][赞][赞]
开心就是幸福,[cheers]
吴淑容,[赞][赞][赞]
柯柯,[赞]
幸福家庭,[赞][赞][赞]
若隐若现“”,[赞][赞][赞][赞][赞][赞]
快手用户1643878585301,[赞][赞]
挽柠（ET）,@灵蝶（天龍）
芳姐（๑°3°๑）,[赞][赞][赞][赞][赞]
小丽74278,[玫瑰][玫瑰][玫瑰][赞]
User_1614845152288,[赞][赞][赞][赞]
含笑戏红尘🍀🐾,[玫瑰]
春梅7304,[火]
快手用户1674444880681,[666][666][玫瑰][玫瑰]
User_1612330182268,[赞][赞][赞]
吉祥如意159,你俩复婚了吗？
青山绿水Lao5Ioyu,[赞][赞]
水中望月,[666]
晓川520,[赞]
🇨🇳🇨🇳,[赞]
淡定91812,[赞][赞]
刘永禄822,[赞][赞][玫瑰]
肖士兰（萧氏茶荘）135458,[赞][赞][赞]
任瑞珍,[赞][赞][赞]
故技重演766,[赞]
香见专推荐藕粉羹好吃🍓,[赞][赞][赞][赞][赞][赞]
蒋蒋,[赞]
新篇续.♥,[赞][赞][赞][赞][赞][赞][赞][赞]
佟9527,[笑哭][笑哭][火][火][玫瑰][玫瑰][玫瑰][奸笑][奸笑][奸笑][爱心][爱心][爱心][666][666][赞][赞][捂脸][捂脸][捂脸]
开心就好60735,[玫瑰][玫瑰]
0702,[赞][赞][赞][玫瑰][玫瑰][玫瑰]
微笑,[赞][赞]
猫七꧔ꦿ᭄࿐,[玫瑰]
太阳97075,[666][666][666][666]
沙雕留给小姜,[赞][赞]
“琪欣”^,[赞]
中秋悦缘^O^,[666][赞][玫瑰]
一切随缘87220女50,真好[赞][赞][赞]
👀06855,[赞]
一天又一天😆541,[666][666][赞]
豆芽57773,[爱心]
流年,上海话
刘芳,[玫瑰]
对你们不离不弃,@[赞][赞][赞][赞]
随缘09004,[玫瑰][玫瑰][玫瑰][玫瑰]
雨,[赞][赞][赞][赞][赞]
老大,[赞][赞][赞]
冰山上的雪莲花381,[赞][赞][赞]
A💄梦梦,[捂脸]
周末有约卿小青,[爱心][玫瑰]
多多,[赞][赞][赞][赞]
红玫瑰53180,[赞]
南方雨,[赞][赞][赞]
User_1611147412043,[赞][赞][赞]
一切随缘,[赞][赞][赞]
罗英,[玫瑰]
微笑HZW,[赞][赞][赞][赞]
家有两宝78437,[赞][赞][火]
she,[666]
｡✧* ꧁倾国倾꧂✧*｡,[生气][生气]
User_1619700092581,[赞][赞][赞][赞][赞]
老张29224,[赞][赞][赞]
快手用户1641907475323,[赞][赞][赞]
真诚88432,[玫瑰][玫瑰][玫瑰]
心想事成67153,@[赞][赞][赞]
唐丽梅,[赞][赞][赞]
睿,[赞][赞][赞][赞][赞][玫瑰][玫瑰][玫瑰]
追梦人88459,[玫瑰]
快乐就好20678,[玫瑰]
平淡93517,[赞][赞][赞][赞]
甜蜜宝贝,[玫瑰][玫瑰][玫瑰]
🍓如燕🇨🇳,这花卷做的挺好
小情绪54447,[赞][赞][赞]
🍒Niso💕,[赞]
User_1528005448044,[赞]
马晓翠238,[玫瑰][玫瑰]
友谊,[玫瑰]
张英,[赞]
自秀219,[赞][赞][赞]
明天，你好2921,[玫瑰]
天天向上31974,[赞][赞][赞]
凡凡外婆934,[赞]
清01523,[赞]
一生平安12791,[玫瑰]
＠左耳邊的幸福,[玫瑰]
快乐,[赞]
李大姐7217,前夫前妻的和谐
美女一晥欣,[玫瑰]
yang00422,[玫瑰]
罗庆文108,[赞][赞][赞][赞]
ckx和cyf,[赞][赞][赞][赞]
王姐,[赞][赞]
锦霞46,[666][666][666]
快乐,@[赞]
开心每一天10727,[赞][赞][赞][赞]
浪漫41641,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
✔⊙∀⊙！燕十三,那不是老高买的车吗
清风暖阳,[赞][赞]
蓝天白云,[玫瑰]
蓝天白云,[捂脸]
珍59697,[赞][赞][赞]
金利3224,[赞]
小˪吖,@♡释/怀🥀 浙江话[捂脸]
沈倦-,[玫瑰][玫瑰]
陈姐4290,[赞][赞][赞][赞][赞]
拿得起放得下7459,[赞][赞][赞][玫瑰][玫瑰][玫瑰]
惜梦,[玫瑰]
TA,@[玫瑰]
贾,[赞][赞][赞]
好人一生平安&,[微笑][微笑][微笑]
李刚62427,[赞]
快乐开心4142,[赞][赞][赞]
愿你安好,[赞][赞][赞]
（ง •̀人生若只如初见,[赞]
User_1579708236617,现在越来越不喜欢看了都取消关注了[笑哭]
凤儿9475,[玫瑰]
小美丽,[赞]
幸福😁2111,[赞][赞][赞][赞][赞]
User_1555582096345,[笑哭]
顺其自然76479,[666]
快手用户1644650808494,[赞][赞][赞][赞]
如愿,[666][666][666][666][666][666]
王哥26325,你妹呢？[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]
赵玉兰,[赞]
阳。257,[赞]
User_2139331199,[赞][赞][赞][666][666][666]
三棵草,[666][666][赞][赞][玫瑰][玫瑰]
留念,[赞]
兴碧387,春姐真善良朴实[赞][玫瑰]
青春常在,[欢迎][欢迎][欢迎][欢迎]
会飞的魚114,[玫瑰]
蒋秋妹,[玫瑰]
甯三416,[赞]
风铃家三千金,[赞]
幽默78775,真棒
兰,[赞][赞][赞]
♛紫💘薯℡于💋你,你家老高呢[憨笑]
小小哦,[666][666][666]
微笑的去面对926,[赞][赞][赞][赞]
彬28124,[呆住]
