address,cityName,cityCode,lat,lng,provinceName,provinceCode,storeCode,storeName,serviceMobile,storeTypeName,mobile
福州市闽侯县高新万达广场一楼1050-1051商铺小鹏汽车展厅,福州市,350100,25.996401,119.226997,福建,350000,RS3502200,小鹏汽车福州高新万达广场体验中心,,体验中心,0591-83205670
上海市宝山区顾村镇丹霞山路50弄龙湖宝山天街1F-01号商铺,上海市,310100,31.359345,121.361529,上海,310000,RS3102300,小鹏汽车上海龙湖宝山天街体验中心,,体验中心,02136215816
广东省中山市小榄镇怡丰东路3号汇丰城L1-A1-5,中山市,442000,22.620701,113.264999,广东,440000,RS4408700,小鹏汽车中山小榄汇丰城体验中心,,体验中心,076089882899
宜春市袁州区万达广场一楼1031号店铺,宜春市,360900,27.8057,114.425003,江西,360000,RS3600400,小鹏汽车宜春万达广场体验中心,,体验中心,07953658886
苏州市工业园区中新大道东999号苏州奥林匹克体育中心奥体商业广场 L1-31/32,苏州市,320500,31.305201,120.749001,江苏,320000,C932EAS01,小鹏汽车苏州奥体商业广场体验中心,,体验中心,051283577099
郑州市金水区东风路与花园路交汇处正弘城独栋D4-101,郑州市,410100,34.797001,113.681999,河南,410000,C941AAS04,小鹏汽车郑州正弘城体验中心,,体验中心,037189996557
安徽省阜阳市开发区朝阳大道与汽贸路交叉口南侧2＃4S店,阜阳市,341200,32.843041,115.857939,安徽,340000,RS3400800,小鹏汽车阜阳朝阳大道销售服务中心,0558-7158808,体验和服务中心,0558- 6688018
文忠街333号万达广场1层1009号,眉山市,511400,30.0728,103.838997,四川,510000,RS5100700,小鹏汽车眉山万达广场体验中心,,体验中心,02837605252
佛山市南海区石龙南路与佛平四路交叉口南海环宇城一层L134B,佛山市,440600,23.0329,113.188004,广东,440000,C944E0S03,小鹏汽车佛山南海环宇城体验中心,,体验中心,0757-86259257
湖北省武汉市江汉区唐家墩路5号武汉菱角湖万达广场1F1-5，1-6A,武汉市,420100,30.610399,114.269997,湖北,420000,C942AOS02,小鹏汽车武汉菱角湖万达体验中心,,体验中心,02785535515
广东省佛山市顺德区东平裕和路110号爱琴海F1007&F1008,佛山市,440600,22.964436,113.130311,广东,440000,RS4401900,小鹏汽车佛山顺德爱琴海体验中心,,体验中心,0757-28831321
山东省临沂市河东区温泉路与北京东路交汇处远通汽车超市小鹏汽车,临沂市,371300,35.098301,118.429001,山东,370000,C937QAS01,小鹏汽车临沂北京东路销售服务中心,0539-8389899,体验和服务中心,05397675071
广东省佛山市禅城区魁奇一路9号新DNA购物中心首层126号商铺,佛山市,440600,22.9939,113.108002,广东,440000,C944EAS01,小鹏汽车佛山新DNA体验中心,,体验中心,13318398979
浙江省绍兴市解放南路777号金帝银泰城1幢1F93号,绍兴市,330600,29.985201,120.580002,浙江,330000,C933DAS01,小鹏汽车绍兴银泰城体验中心,,体验中心,057589106660
云龙山路与楠溪江东街交汇处河西天街-1F-21a,南京市,320100,31.9883,118.737999,江苏,320000,S3223,小鹏汽车南京龙湖河西天街体验中心,,体验中心,02586665836
武汉市东西湖区金银湖街环湖中路东、田园东路北A-3栋1层1室,武汉市,420100,30.673235,114.172438,湖北,420000,RS2202421,小鹏汽车武汉东西湖销售服务中心,18164020383,体验和服务中心,027-83217103
揭阳市榕城区榕东街道南厝社区临江南路888号L1-1021,揭阳市,445200,23.561701,116.397003,广东,440000,RS4401000,小鹏汽车揭阳万达广场体验中心,,体验中心,06638661288
江苏省常州市钟楼区棕榈路37号,常州市,320400,31.7873,119.886002,江苏,320000,RS3202601,小鹏汽车常州钟楼汽车城销售服务中心,0519-86668327,体验和服务中心,0519-8561 8327
"杭州市西湖区余杭塘路蒋墩路交汇口A-1F-06b,A-1F-07a号",杭州市,330100,30.294399,120.068001,浙江,330000,RS3304200,小鹏汽车杭州龙湖西溪天街体验中心,,体验中心,057186687968
上海市虹口区西江湾路388号虹口凯德龙之梦购物中心B01-02/03/04,上海市,310100,31.2707,121.477997,上海,310000,C931AAS02,小鹏汽车上海凯德龙之梦体验中心,,体验中心,02156982957
北京市朝阳区成寿寺路66号,北京市,110100,39.843102,116.445999,北京,110000,C911AOW01S,小鹏汽车北京成寿寺销售服务中心,010-87610266,体验和服务中心,01087669963
温州市瓯海区娄桥街道瓯融汽车产业园1号,温州市,330300,27.965861,120.629863,浙江,330000,C933CAS02,小鹏汽车温州瓯海国际汽车城销售服务中心,13353361551,体验和服务中心,057788815999
广东省肇庆市鼎湖区桃园路东16号肇庆鼎湖万达广场1F1035号商铺,肇庆市,441200,23.141199,112.563004,广东,440000,RS4409600,小鹏汽车肇庆万达广场体验中心,,体验中心,07582620666
湖南省长沙市开福区湘江中路589号万达广场室内步行街1F-07、08A号商铺,长沙市,430100,28.198299,112.970001,湖南,430000,C943AOS01,小鹏汽车长沙开福万达体验中心,,体验中心,073182275508
浙江省湖州市吴兴区吾悦广场1F-1032/10商铺小鹏汽车,湖州市,330500,30.910299,120.100998,浙江,330000,C933EOS01,小鹏汽车湖州吾悦广场体验中心,,体验中心,05722037506
广东省深圳市福田区沙头街道金城社区红树林路3号联合华鹏竹子林汽车城市展厅二层B3-1,深圳市,440300,22.530815,114.001218,广东,440000,RS4409723,小鹏汽车深圳竹子林体验中心,,体验中心,0755-23727251
吉林省长春市朝阳区延安大街99号欧亚新生活购物广场,长春市,220100,43.864101,125.306,吉林,220000,RS2200100,小鹏汽车长春欧亚新生活体验中心,,体验中心,043182887000
湖北省恩施市施州大道168号和润城一楼小鹏汽车体验中心,恩施土家族苗族自治州,422800,30.2969,109.484001,湖北,420000,RS4202000,小鹏汽车恩施和润城体验中心,,体验中心,07188208881
陕西省西安市未央区未央路170号CITYON熙地港L1-024&025,西安市,610100,34.338299,108.945,陕西,610000,RS6101200,小鹏汽车西安熙地港体验中心,,体验中心,02989299251
宁夏银川市贺兰县德胜工业园区恒安南街163号小鹏汽车,银川市,640100,38.542,106.321999,宁夏,640000,RS6400101,小鹏汽车银川德胜销售服务中心,0951-8639089,体验和服务中心,0951-8639086
浙江省温州市龙湾区高一路178号小鹏汽车展厅,温州市,330300,27.968194,120.723291,浙江,330000,C933CAS03,小鹏汽车温州龙湾销售服务中心,0577-85805866,体验和服务中心,057785620699
浙江省杭州市临平区荷禹路105号万宝城商场1楼A130铺位,杭州市,330100,30.432479,120.284624,浙江,330000,RS2204522,小鹏汽车杭州临平万宝城体验中心,,体验中心,0571-2826 0301
湖南省长沙市长沙县东四路与特立路489号长沙松雅湖新城吾悦广场1023铺,长沙市,430100,28.253099,113.100998,湖南,430000,C943AAS01,小鹏汽车长沙新城吾悦体验中心,,体验中心,4008315656
广东省佛山市禅城区祖庙大街2号岭南天地ZM201,佛山市,440600,23.029927,113.116275,广东,440000,RS4401300,小鹏汽车佛山岭南天地体验中心,,体验中心,0757-86259860
天津市滨海新区洞庭路4572号万达广场一层1052号,天津市,120100,39.015598,117.68,天津,120000,RS1200700,小鹏汽车天津滨海万达广场体验中心,,体验中心,02227110777
广州市番禺区福德路281号奥园广场1F层129、130号,广州市,440100,22.9244,113.358002,广东,440000,RS4407300,小鹏汽车广州番禺奥园广场体验中心,,体验中心,02084504655
"福建省泉州市晋江万达广场一楼1031A,1031B",泉州市,350500,24.818199,118.573997,福建,350000,RS3500200,小鹏汽车泉州晋江万达广场体验中心,,体验中心,059582082586
北京市大兴区荣华中路8号,北京市,110100,39.806198,116.501999,北京,110000,C911AOS07,小鹏汽车北京华联力宝体验中心,,体验中心,01067863831
广东省东莞市南城街道莞太路南城段233号,东莞市,441900,22.999766,113.730006,广东,440000,RS4409823,小鹏汽车东莞南城汽车城体验中心,,体验中心,0769-23304588
东莞市大朗镇富民中路与长顺大街交汇处碧桂园里悦里L1127-129,东莞市,441900,22.93394,113.926817,广东,440000,RS4410700,小鹏汽车东莞大朗里悦里体验中心,,体验中心,0769-83198222
东莞市虎门镇博涌社区连升北路388号虎门万达广场1F-1037B,东莞市,441900,22.834101,113.683998,广东,440000,C944SAS01,小鹏汽车东莞虎门万达广场体验中心,,体验中心,076928685688
重庆市南岸区江南大道28号南坪协信星光4F-018/019,重庆市,500100,29.523001,106.57,重庆,500000,RS5001100,小鹏汽车重庆南坪协信星光体验中心,,体验中心,02362320078
山东省济宁市高新区爱琴海购物公园一楼1033A1033B号商铺,济宁市,370800,35.423925,116.695033,山东,370000,RS3703400,小鹏汽车济宁爱琴海体验中心,,体验中心,0537-2377787
南京市建邺区江东中路南京建邺吾悦广场1层1022号商铺小鹏汽车,南京市,320100,32.037201,118.736,江苏,320000,RS3201000,小鹏汽车南京建邺吾悦广场体验中心,,体验中心,02583111909
上海市松江工业区美能达路316号,上海市,310100,31.0243,121.251999,上海,310000,RS3102401,小鹏汽车上海松江销售服务中心,021-57630612,体验和服务中心,02157631022
广东省广州市海珠区科韵南路133号自编1号,广州市,440100,23.0902,113.374001,广东,440000,C944AOW01S,小鹏汽车广州琶洲销售服务中心,020-31959569,体验和服务中心,020-22281196
湖南省长沙市岳麓区学士街道云栖路599号艾邦科技产业园1栋101号,长沙市,430100,28.141046,112.900037,湖南,430000,RS4301621,小鹏汽车长沙洋湖销售服务中心,0731-89780000,体验和服务中心,0731-89780000
上海市奉贤区金汇镇南行港路388号-1F-38铺,上海市,310100,30.968886,121.511153,上海,310000,RS3102900,小鹏汽车上海龙湖金汇天街体验中心,,体验中心,021-37519390
上海市静安区南京西路762号汇银大厦1楼C单元,上海市,310100,31.231199,121.462997,上海,310000,C931AOS07,小鹏汽车上海南京西路旗舰体验中心,,体验中心,021-37787517
南京市雨花台区应天大街619号南京虹悦城1F-W01,南京市,320100,32.009547,118.764209,江苏,320000,RS3203822,小鹏汽车南京江南虹悦城体验中心,,体验中心,025-85339606
陕西省西咸新区沣东新城吾悦广场1039/1052,咸阳市,610400,34.2537,108.822998,陕西,610000,RS6100900,小鹏汽车咸阳吾悦广场体验中心,,体验中心,02986382188
浙江省杭州市富阳区金桥北路990号万达广场一楼1072B&1073,杭州市,330100,30.089701,119.932999,浙江,330000,RS3303900,小鹏汽车杭州富阳万达广场体验中心,,体验中心,057186985801
浙江省台州市路桥区方林汽车城B828号,台州市,331000,28.554501,121.387001,浙江,330000,S3325,小鹏汽车台州方林汽车城体验中心,,体验中心,057682680777
海南省海口市龙华区迎宾大道18号新城吾悦广场1F，1025-1、1026-1铺位,海口市,460100,19.977317,110.337646,海南,460000,RS2200822,小鹏汽车海口吾悦广场体验中心,,体验中心,0898-66802045
广东省清远市清城区人民一路28号顺盈时代广场商业中心1-3号首层1250、1252号,清远市,441800,23.6758,113.066002,广东,440000,RS4408300,小鹏汽车清远顺盈时代广场体验中心,,体验中心,07633896960
深圳市龙华区观澜街道新澜社区观光路1319-4号201,深圳市,440300,22.723179,114.034598,广东,440000,RS4408501,小鹏汽车深圳观澜汽车城销售服务中心,0755-29536888,体验和服务中心,0755-29037888
福建省福州市鼓楼区杨桥中路277号,福州市,350100,26.0793,119.278,福建,350000,RS3501701,小鹏汽车福州鼓楼销售服务中心,18120908185,体验和服务中心,059183705107
江苏省连云港市海州区宁海华人华侨工业园迎宾大道3号,连云港市,320700,34.549187,119.227884,江苏,320000,RS3201700,小鹏汽车连云港瀛洲路销售服务中心,0518-85910166,体验和服务中心,0518-85910299
江苏省南京市浦口区大桥北路48号弘阳广场B1区1F-40C铺位,南京市,320100,32.137722,118.724649,江苏,320000,RS3201800,小鹏汽车南京弘阳广场体验中心,,体验中心,025-58881787
郑州市金水区金水东路80号新田360广场一楼西厅A125,郑州市,410100,34.7701,113.767998,河南,410000,C941AOM01,小鹏汽车郑州绿地新都会360体验中心,,体验中心,037186170656
辽宁省沈阳市铁西区北二西路20-1号小鹏汽车,沈阳市,210100,41.8176,123.346001,辽宁,210000,C921AOS01,小鹏汽车沈阳铁西销售服务中心,024-25863310,体验和服务中心,02425866810
武汉市江夏区藏龙岛九凤街1号金鑫龙腾汽车园,武汉市,420100,30.431499,114.414001,湖北,420000,RS4202201,小鹏汽车武汉光谷销售服务中心,18971250383,体验和服务中心,02759105803
江西省南昌市西湖区朝阳天虹商场1楼1024铺,南昌市,360100,28.6353,115.863998,江西,360000,RS3600500,小鹏汽车南昌朝阳天虹商场体验中心,,体验中心,079188860882
湖南省衡阳市蒸湘区蔡伦大道杨柳汽贸城小鹏园区,衡阳市,430400,26.872601,112.574997,湖南,430000,RS4300800,小鹏汽车衡阳杨柳汽贸城销售服务中心,,体验中心,07348256766
广东省中山市小榄镇坦背西二马路177号,中山市,442000,22.576694,113.322752,广东,440000,C944TAA01,小鹏汽车中山西区销售服务中心,0760-23231523,体验和服务中心,076088160163
上海市嘉定区南翔镇陈翔公路2299号印象城MEGA 01-21店铺,上海市,310100,31.304468,121.306317,上海,310000,C931AOM03,小鹏汽车上海印象城MeGa体验中心,,体验中心,021-59555712
重庆市渝北区两港大道圣聪路8号,重庆市,500100,29.647992,106.617068,重庆,500000,RS5001200,小鹏汽车重庆西南国际汽贸城销售服务中心,19123100439,体验和服务中心,023-86023123
广东省东莞市樟木头镇樟罗社区永宁街1号L1-122,东莞市,441900,22.904301,114.067001,广东,440000,RS4408600,小鹏汽车东莞樟木头天和CITY体验中心,,体验中心,076981280369
上海市闵行区七莘路1507号莘庄维璟印象城 01-015&016号,上海市,310100,31.130899,121.363998,上海,310000,RS3102500,小鹏汽车上海莘庄维璟印象城体验中心,,体验中心,02154153251
小河街道丽水路58号乐堤港 B04 1F 层 A196,杭州市,330100,30.305599,120.141998,浙江,330000,S3330,小鹏汽车杭州远洋乐堤港体验中心,,体验中心,057181955657
岳阳市城陵矶新港区联港路以西汽车城内,岳阳市,430600,29.4217,113.172997,湖南,430000,RS4301000,小鹏汽车岳阳临港汽车城销售服务中心,0730-8795666,体验和服务中心,07308695666
江苏省南通市崇川区北大街111号万象城购物中心1层-L146号商铺,南通市,320600,32.051601,120.859001,江苏,320000,RS3201400,小鹏汽车南通万象城体验中心,,体验中心,051385505188
福建省厦门市湖里区东港北路海上世界购物中心L1层L147号铺（2号门入口处）,厦门市,350200,24.489641,118.076024,福建,350000,RS3502122,小鹏汽车厦门海上世界体验中心,,体验中心,0592-5666135
深圳市宝安区沙井京基百纳购物广场L1层103号店面,深圳市,440300,22.727301,113.806,广东,440000,C944BAS03,小鹏汽车深圳宝安京基百纳体验中心,,体验中心,075527905052
四川省南充市高坪区江东大道中路五段(白塔公园旁)王府井购物中心1F-1,南充市,511300,30.787001,106.103996,四川,510000,RS5101400,小鹏汽车南充王府井体验中心,,体验中心,08173570588
贵州省贵阳市云岩区新添大道南段302号万达广场1F1031,贵阳市,520100,26.619125,106.742935,贵州,520000,RS5200300,小鹏汽车贵阳云岩万达广场体验中心,,体验中心,0851-86305056
河北省保定市莲池区东二环422号贺阳中学北行500米路西,保定市,130600,38.827761,115.535462,河北,130000,C913FAS01,小鹏汽车保定东二环销售服务中心,0312-2168303,体验和服务中心,0312-6663737
北京市房山区长阳镇龙湖熙悦天街B-1F-08,北京市,110100,39.7337,116.184998,北京,110000,S1117,小鹏汽车北京龙湖熙悦天街体验中心,,体验中心,01069366873
福州市仓山区胪安路与胪中路交叉路口阳光天地L1007,福州市,350100,25.986799,119.385002,福建,350000,RS3501200,小鹏汽车福州南站阳光天地体验中心,,体验中心,059187803316
山东省济宁市任城区太白东路55号,济宁市,370800,35.408298,116.603996,山东,370000,S3716,小鹏汽车济宁太白路万达广场体验中心,,体验中心,05372366066
江苏省扬州市邗江区京华城路168号京华城广场1F14012号铺位,扬州市,321000,32.38,119.37,江苏,320000,S3216,小鹏汽车扬州京华城体验中心,,体验中心,0514-83265995
山东省青岛市市南区山东路6号万象城二期CL107号,青岛市,370200,36.0672,120.377998,山东,370000,RS3702500,小鹏汽车青岛万象城体验中心,,体验中心,053280903232
四川省乐山市市中区万达广场662号1层1033A号,乐山市,511100,29.619801,103.737999,四川,510000,RS5101700,小鹏汽车乐山万达广场体验中心,,体验中心,08332097785
南宁市青秀区东葛路118号万达广场（南宁青秀店）1F-1019,南宁市,450100,22.83,108.37,广西,450000,RS4500600,小鹏汽车南宁青秀万达广场体验中心,,体验中心,0771-5648188
北京市大兴区欣宁街15号宜家荟聚一层01E150号,北京市,110100,39.7869,116.325996,北京,110000,RS1102400,小鹏汽车北京宜家荟聚体验中心,,体验中心,010-60204117
湖北省十堰市张湾区北京北路99号万达广场1B35,十堰市,420300,32.663101,110.806999,湖北,420000,RS4200600,小鹏汽车十堰万达广场体验中心,,体验中心,07198011801
解放南路278号中南城购物中心1F 1013号商铺,盐城市,320900,33.322498,120.181,江苏,320000,RS3200500,小鹏汽车盐城中南城体验中心,,体验中心,051588213151
浙江省台州市温岭市城西街道中华路728号银泰城1幢101室（1F001-2）,台州市,331000,28.392599,121.362,浙江,330000,RS3303000,小鹏汽车台州温岭银泰城体验中心,,体验中心,057682968111
福建省龙岩市新罗区曹溪街道双龙路1号万达广场1F-10及JY-CD-11,龙岩市,350800,25.056,117.022003,福建,350000,RS3501800,小鹏汽车龙岩万达广场体验中心,,体验中心,05972797999
北京市通州区黄船埠街2号楼2号院1层101-B118,北京市,110100,39.92962,116.664512,北京,110000,RS1102100,小鹏汽车北京远洋乐堤港体验中心,,体验中心,010-57794773
浙江省宁波市鄞州区中山东路2266号,宁波市,330200,29.853701,121.622002,浙江,330000,C933BOS02,小鹏汽车宁波东部银泰城体验中心,,体验中心,057428802882
北京市海淀区翠微路12号,北京市,110100,39.912138,116.303026,北京,110000,XL1100223,小鹏汽车北京翠微印象城卫星店,,体验中心,13701331002
湖北省荆州市荆州区北京西路508号荆州万达广场1层1008号商铺,荆州市,421000,30.3395,112.223999,湖北,420000,RS4202500,小鹏汽车荆州万达广场体验中心,,体验中心,07168211766
广东省珠海市金湾区华发商都A区1012铺位,珠海市,440400,22.113517,113.362503,广东,440000,C944CAS01,小鹏汽车珠海金湾体验中心,,体验中心,0756-7236869
云南省大理白族自治州大理市建设路与泰安路交叉口东南50米恒邦时代天街1-30-33 72-73,大理白族自治州,532900,25.585614,100.226937,云南,530000,RS5300722,小鹏汽车大理恒邦时代天街体验中心,,体验中心,0872-2134530
浙江省舟山市临城海宇道111号凯虹广场L1-21\22铺位,舟山市,330900,29.984431,122.213156,浙江,330000,RS3304600,小鹏汽车舟山凯虹广场体验中心,,体验中心,0580-2620550
上海市黄浦区徐家汇路268号1层04号,上海市,310100,31.210312,121.477071,上海,310000,RS3102621,小鹏汽车上海LuOne凯德晶萃广场体验中心,,体验中心,021-63505006
河南省郑州市中原区桐柏路与棉纺路交叉口锦艺城C区1号楼1-25号,郑州市,410100,34.762995,113.606889,河南,410000,RS4101923,小鹏汽车郑州锦艺城体验中心,,体验中心,0371-65015088
"山东省枣庄市薛城区临城街道永兴路126号万达广场一楼1083A,1083B",枣庄市,370400,34.792999,117.266998,山东,370000,RS3702300,小鹏汽车枣庄万达广场体验中心,,体验中心,06325199667
北京市东城区王府井大街88号1幢一层L1007-2、L1008号,北京市,110100,39.92,116.41,北京,110000,RS1102623,小鹏汽车北京王府井银泰in88体验中心,,体验中心,010-53658793
合肥市包河区庐州大道800号融创茂1013号商户,合肥市,340100,31.703199,117.304001,安徽,340000,C934AAS01,小鹏汽车合肥融创茂体验中心,,体验中心,055162828537
江苏省苏州市吴中区木渎镇中山东路166号,苏州市,320500,31.258635,120.545799,江苏,320000,RS3203922,小鹏汽车苏州凯马广场销售服务中心,0512-62991888,体验和服务中心,0512-67991799
武汉市汉阳区龙阳大道特18号欧亚达一层A1-（01-14）、B1-（14-20）,武汉市,420100,30.536413,114.197653,湖北,420000,RS4202701,小鹏汽车武汉龙阳大道销售服务中心,027-84873009,体验和服务中心,027-84873007
浙江省衢州市柯城区花园街道荷花中路555号万达广场1F1036商铺,衢州市,330800,28.9265,118.878998,浙江,330000,RS3300900,小鹏汽车衢州万达广场体验中心,,体验中心,05703355286
深圳市福田区 ONE AVENUE L1-L2层N133、N222号商铺,深圳市,440300,22.538,114.066002,广东,440000,C944BOS02,小鹏汽车深圳ONE AVENUE卓悦体验中心,,体验中心,075526907961
河南省南阳市宛城区长江路泰祥国际汽车城2425号小鹏汽车,南阳市,411300,32.957766,112.599652,河南,410000,RS4101200,小鹏汽车南阳泰祥国际汽车城销售服务中心,0377-60918666,体验和服务中心,0377-60925999
甘肃省兰州市安宁区北滨河西路（沙井驿汽车物流园）,兰州市,620100,36.140999,103.625,甘肃,620000,RS6200201,小鹏汽车兰州安宁销售服务中心,0931-7614680,体验和服务中心,09317681680
广东省中山市港口镇港口大道11号SOHO车城2号/5号展厅,中山市,442000,22.569314,113.38992,广东,440000,RS4410301,小鹏汽车中山港口销售服务中心,0760-86188678,体验和服务中心,0760-88889877
韶关武江区保利广场1009-1010,韶关市,440200,24.755822,113.533008,广东,440000,RS4409121,小鹏汽车韶关保利广场体验中心,,体验中心,0751-8799902
惠州市惠城区江北金山汽车城二街,惠州市,441300,23.132,114.396004,广东,440000,C944LAS02,小鹏汽车惠州金山汽车城销售服务中心,0752-2891059,体验和服务中心,07523231111
河南省许昌市魏都区许都路777号万达广场1F1035号铺位,许昌市,411000,34.031101,113.859001,河南,410000,C941KAS01,小鹏汽车许昌万达广场体验中心,,体验中心,0374-7099888
民治街道大岭社区人民路2020号,深圳市,440300,22.6271,114.021004,广东,440000,RS4407900,小鹏汽车深圳龙华天虹体验中心,,体验中心,075521033420
无锡市新吴区新吴万达广场a座一层1008小鹏汽车体验中心,无锡市,320200,31.485001,120.365997,江苏,320000,C932BOM01,小鹏汽车无锡新吴万达体验中心,,体验中心,051083133193
江苏省南通市崇川区星城路与青年中路交叉口，崇川大有境商场一楼L1-025号,南通市,320600,32.002899,120.915001,江苏,320000,C932FAS01,小鹏汽车南通崇川大有境体验中心,,体验中心,051385577520
杨舍镇河西路88号,苏州市,320500,31.8608,120.544998,江苏,320000,C932EAA04,小鹏汽车张家港曼巴特购物广场体验中心,,体验中心,051256329599
江西省赣州市章贡区水南镇登峰大道8号万象城1楼L183号,赣州市,360700,25.815599,114.926003,江西,360000,S3606,小鹏汽车赣州万象城体验中心,,体验中心,07975169160
海南省海口市秀英区秀英街道海盛路49-3号,海口市,460100,20.008954,110.247644,海南,460000,RS4600921,小鹏汽车海口秀英销售服务中心,0898-68624670,体验和服务中心,0898-68625630
浙江省杭州市江干区彭埠街道新塘路1093号七堡花园城L1层128-129商铺,杭州市,330100,30.300301,120.242996,浙江,330000,C933AOS09,小鹏汽车杭州七堡花园城体验中心,,体验中心,13372539102
海口市美兰区琼山大道260号,海口市,460100,19.9835,110.417999,海南,460000,C946AAS03,小鹏汽车海口琼山大道销售服务中心,0898--65717591,体验和服务中心,0898-65727297
上海市宝山区同济路699弄1-10号宝杨宝龙广场M1-L1-072/073,上海市,310100,31.3951,121.482002,上海,310000,RS3102200,小鹏汽车上海宝杨宝龙广场体验中心,,体验中心,02136382926
浙江宁波江北区中官新路555号5号-1 宁波小鹏交付中心,宁波市,330200,29.912355,121.59843,浙江,330000,S3333,小鹏汽车宁波江北销售服务中心,0574-87282081,体验和服务中心,057487282080
天津市滨海新区空港经济区环河北路62号,天津市,120100,39.161098,117.377998,天津,120000,C912AOS04,小鹏汽车天津空港销售服务中心,022-24925560,体验和服务中心,02284916261
滨盛路3867号滨江宝龙广场一区一号楼一楼M-F1-070/071商铺,杭州市,330100,30.1884,120.167999,浙江,330000,S3328,小鹏汽车杭州滨江宝龙城体验中心,,体验中心,057186908156
浙江省台州市椒江区台州宝龙城1F M1-L1-023-2/024/025/060,台州市,331000,28.674725,121.410285,浙江,330000,RS3304700,小鹏汽车台州宝龙城体验中心,,体验中心,0576-89533333
四川省成都市高新区天府大道北段1777号招商•大魔方第 LG 层的第 G1050、G1051,成都市,510100,30.574381,104.069945,四川,510000,S5109,小鹏汽车成都招商大魔方体验中心,,体验中心,028-60798390
北京市大兴区永兴路7号院1号楼北京龙湖大兴天街1F-01A小鹏汽车,北京市,110100,39.686812,116.320202,北京,110000,RS1102421,小鹏汽车北京龙湖大兴天街体验中心,,体验中心,010-89289454
深圳市南山区沙河街道益田假日广场1-301，铺位号：B2-49,深圳市,440300,22.5378,113.974998,广东,440000,C944BOS03,小鹏汽车深圳益田假日广场体验中心,,体验中心,075526911154
肇庆市端州区东岗西路123号,肇庆市,441200,23.099899,112.499001,广东,440000,C944HOW01,小鹏汽车肇庆端州销售服务中心,0758- 2839369,体验和服务中心,0758-2838983
海南省三亚市迎宾路吉阳镇清平乐东城18号楼01号商铺,三亚市,460200,18.281601,109.575996,海南,460000,RS4601123,小鹏汽车三亚吉阳体验中心,,体验中心,0898-88710822
陕西省榆林市榆阳区明珠大道与长兴路交叉口西160米,榆林市,610800,38.247107,109.754244,陕西,610000,RS6101100,小鹏汽车榆林万达广场体验中心,,体验中心,0912-3267687
