深蓝汽车衡水北外环店,河北省衡水市桃城区榕花街与北外环交叉口东行500米路南,115.699369,37.774718,衡水市,河北省,0318-6921999,张佳欢,15931375872,1
深蓝汽车廊坊安次店,河北省廊坊市安次区杨税务乡安次高新技术产业园区西昌路西侧、安锦道北侧庞大汽车园区6号南延展厅,116.658772,39.514417,廊坊市,河北省,0316-6060006,康展鹏,18131157136,1
深蓝汽车石家庄北二环国际汽车园区店,河北省石家庄长安区北二环东路86号园区内东4排8号,114.547628,38.074387,石家庄市,河北省,0311-68003666,牛晓明,15373895343,1
深蓝汽车石家庄新华康城店,河北省石家庄市新华区和平西路70号,114.390819,38.072445,石家庄市,河北省,0311-82211888,秦日刚,15100105943,1
深蓝汽车石家庄裕华南二环店,河北省石家庄市裕华区南二环与富强大街交叉口西行100米路北石栾路35号,114.522187,38.001996,石家庄市,河北省,0311-85216333,崔鑫淼,18810898895,1
深蓝汽车唐山开平店,唐山市开平区开平镇西八里庄东外环开越路北,118.260964,39.648407,唐山市,河北省,15003250523,刘京杭,15003250523,1
深蓝汽车唐山时代中心店,河北省唐山市高新区龙富南道188号时代中心购物商场,118.176739,39.67207,唐山市,河北省,0315-5501070,何永秋,18910824185,1
深蓝汽车邢台襄都店,河北省邢台市襄都区龙岗汽车园19号,114.548321,37.122771,邢台市,河北省,0319-3909986,付瑞杰,15930946366,1
深蓝汽车保定定州店,河北省定州经济开发区银河大道西侧,114.924136,38.540845,保定市,河北省,0312-2355126,杨博,13483771119,3
深蓝汽车保定北大街车管所店,保定市莲池区长城北大街2416号车管所对面,115.55632,38.913592,保定市,河北省,0312-5921818,周航,18131293513,3
深蓝汽车保定涿州店,河北省保定市涿州市城西北街6号,115.9635,39.485771,保定市,河北省,0312-3630088,牛广欣,15630229296,3
深蓝汽车沧州南仓街店,河北省沧州市泊头市104国道东侧（南仓街）,116.58509,38.0412,沧州市,河北省,0317-8295555,赵丹,15233170920,3
深蓝汽车沧州新华店,河北省沧州市开发区车管所东行路北,116.932738,38.293311,沧州市,河北省,0317-3097706,刘在南,15630770662,3
深蓝汽车承德双桥店,河北省承德市双桥区大石庙太平庄长安铃木汽车专卖店,117.985824,40.888367,承德市,河北省,0314-2121998,费百杰,18103148185,3
深蓝汽车邯郸万合店,河北省邯郸市南环路赵王城遗址公园对面万合汽车园区,114.430982,36.564865,邯郸市,河北省,0310-5500550,王鹏,18131079873,3
深蓝汽车衡水北外环店,河北省衡水市桃城区榕花街与北外环交叉口东行500米路南,115.707451,37.768291,衡水市,河北省,0318-6921999,张佳欢,15931375872,3
深蓝汽车廊坊安次店,河北省廊坊市安次区杨税务乡安次高新技术产业园区西昌路西侧、安锦道北侧庞大汽车园区6号南延展厅,116.672871,39.491631,廊坊市,河北省,0316-6060006,康展鹏,18131157136,3
深蓝汽车秦皇岛东港路店,河北省秦皇岛市海港区东港路492号,119.635943,39.967225,秦皇岛市,河北省,0335-8930666,刘建菲,17733592369,3
深蓝汽车秦皇岛瑞通汽车园店,河北省秦皇岛市海港区秦青公路西侧瑞通汽车园内,119.549317,39.970793,秦皇岛市,河北省,0335-2121769,李波,16716095355,3
深蓝汽车秦皇岛秦皇西大街店,河北省秦皇岛经济技术开发区秦皇西大街293号,119.486753,39.91851,秦皇岛市,河北省,0335-5285555,王平新,18131293501,3
深蓝汽车石家庄北二环国际汽车园区店,河北省石家庄长安区北二环东路86号园区内东4排8号,114.547628,38.074387,石家庄市,河北省,0311-68003666,牛晓明,15373895343,3
深蓝汽车石家庄新华康城店,河北省石家庄市新华区和平西路70号,114.390819,38.072445,石家庄市,河北省,0311-82211888,秦日刚,15100105943,3
深蓝汽车石家庄润丰广场店,河北省石家庄市裕华区石栾大街辅路与广源路交叉口北180米,114.551814,37.979659,石家庄市,河北省,0311-67902676,王启,18031832383,3
深蓝汽车石家庄裕华南二环店,河北省石家庄市裕华区南二环与富强大街交叉口西行100米路北石栾路35号,114.522187,38.0538001996,石家庄市,河北省,0311-85216333,崔鑫淼,18810898895,3
深蓝汽车唐山开平店,唐山市开平区开平镇西八里庄东外环开越路北,118.260964,39.648407,唐山市,河北省,15003250523,刘京杭,15003250523,3
深蓝汽车唐山路南店,河北省唐山市路南区吉祥新路南方灯具城汽车园长安汽车4S店,118.20044,39.590744,唐山市,河北省,0315-2978300,刘磊,13269512555,3
深蓝汽车邢台襄都店,河北省邢台市襄都区龙岗汽车园19号,114.548321,37.122771,邢台市,河北省,0319-3909986,付瑞杰,15930946366,3
深蓝汽车任丘西环路店(建设中),河北省沧州市任丘市西环路小于庄村西（106国道西侧）,116.094864,38.305927,沧州市,河北省,0317-3338355,远海涛,13663175859,3
深蓝汽车沧州南仓街店,河北省沧州市泊头市104国道东侧（南仓街）,116.591108,38.057852,沧州市,河北省,0317-8088899,郑元帅,13373477661,2
深蓝汽车保定定州店,河北省定州经济开发区银河大道西侧,114.925003,38.550318,保定市,河北省,0312-2351999,王欢欢, 15231225716,2
深蓝汽车邯郸时代汽车广场店,河北省邯郸市经济开发区时代汽车广场A馆02展厅,114.564608,36.656201,邯郸市,河北省,0310-5601699,肖利辉,13131060277,2
深蓝汽车石家庄北二环国际汽车园区店,河北省石家庄市新华区北二环西路125号院,114.462728,38.086453,石家庄市,河北省,0311-68003555,刘吉云,15176993700,2
深蓝汽车保定北大街车管所店,河北省保定市北市区西百楼村东三环与复兴路交叉口北行1500米,115.553872,38.914711,保定市,河北省,0312-5921212,米吉庆,15033844585,2
深蓝汽车廊坊安次店,河北省廊坊市安次区杨税务乡庞大汽车园区6号南延展厅,116.666184,39.485475,廊坊市,河北省,0316-2808977,门红宇,13191989234,2
深蓝汽车任丘西环路店,河北省沧州市任丘市西环路小于庄村西（106国道西侧）,116.080298,38.714027,沧州市,河北省,0317-3339122,王巧变,13930753491,2
深蓝汽车唐山开平店,河北省唐山市开平区开平镇西八里庄开越路北,118.259894,39.65159,唐山市,河北省,0315-5780030,梅天启	,18201574913,2
深蓝汽车秦皇岛秦皇西大街店,秦皇岛市经济技术开发区秦皇西大街293号1号店,119.486506,39.918343,秦皇岛市,河北省,0335-8992000,陈胜琦,18533573162,2
深蓝汽车邯郸南环路店,河北省邯郸市北张庄镇郑家岗村北,114.430355,36.564727,邯郸市,河北省,0310-5502850,史松,13315007062,2
深蓝汽车衡水北外环店,河北省衡水市北外环与榕花大街交叉口东行500米路南,115.631923,37.737093,衡水市,河北省,0318-2052777,李亚亚,15903289406,2
深蓝汽车唐山丰润店,河北省唐山市丰润区任各庄镇任各庄村南长安汽车4S店,118.167767,39.724474,唐山市,河北省,0315-3162741,赵智杨,15231569876,2
深蓝汽车沧州新华店,河北省沧州市开发区石港路37号市交警支队斜对面,116.926473,38.287559,沧州市,河北省,0317-3097706,于艳,15076478238,2
深蓝汽车秦皇岛东港路店,河北省秦皇岛市海港区东港路492号,119.636391,39.967189,秦皇岛市,河北省,0335-5995588,李云柯,17733592377,2
深蓝汽车邢台襄都店,河北省邢台市襄都区龙岗汽车园19号,114.54824,37.122754,邢台市,河北省,0319-3909981,刘亮,18733955250,2
深蓝汽车石家庄裕华南二环店,河北省石家庄市裕华区南二环与富强大街交叉口西行100米路北石栾路35号,114.522147,38.001952,石家庄市,河北省,0311-85215006,付饶,13739739562,2
深蓝汽车秦皇岛瑞通汽车园店,河北省秦皇岛市经济技术开发区秦皇西大街293号,119.487095,39.917033,秦皇岛市,河北省,0335-5319769,计程,13313333527,2
深蓝汽车石家庄新华康城店,石家庄鹿泉开发区龙泉东路与翠柏大街交口东讯汽车园北门001号,114.346613,38.068836,石家庄市,河北省,0311-82215588,张云辉,13513319203,2
深蓝汽车承德双桥店,河北省承德市双桥区太平庄村汽车城长安汽车展厅,117.98659,40.889386,承德市,河北省,0314-2121769,郭德良,13293269328,2
深蓝汽车保定世纪车城店,河北省保定市莲池区长城南大街1485号世纪汽车城园区,115.506576,38.830604,保定市,河北省,0312-5939355,王浩亮,15175211010,2
深蓝汽车张家口高新区店,张家口市高新区玉宝墩北白云路7号,114.905687,40.754208,张家口市,河北省,0313-4087628,李启亮,17734033334,2
深蓝汽车廊坊广阳店,廊坊市广阳区万庄镇廊万路190号,116.649245,39.546397,廊坊市,河北省,0316-5179991,赵军,15630688787,2
深蓝汽车邯郸时代汽车广场店,河北省邯郸市时代汽车广场时代汽车广场A馆02展厅,114.561739,36.656088,邯郸市,河北省,0310-5601688,王莹莹,17713031502,3
深蓝汽车保定高碑店市店,河北省保定市高碑店市五四东路北侧科苑路东侧,115.908222,39.339591,保定市,河北省,18931223682,荆思杰,18332839289,2
深蓝汽车长治潞州店,山西省长治市潞州区关村汽贸园东区西二排8-12号,113.148335,36.224597,长治市,山西省,0355-3508566,宋绍峰,18633060769,1
深蓝汽车长治北寨汽车园店,山西省长治市城区西二环路2号（北寨汽车园）,113.074033,36.211867,长治市,山西省,0355-2082419,王思静,15103455600,1
深蓝汽车大同云冈店,山西省大同市云冈区南环路西延线庞大汽车园内43#店,113.256306,40.041417,大同市,山西省,0352-5165222,韩文静,18636254872,1
深蓝汽车晋城月星商业广场移动展厅,山西省晋城市城区红星东街月星商业广场,112.903095,35.49488,晋城市,山西省,18435610904,,,6
深蓝汽车临汾城南汽车移动展厅,山西省临汾市尧都区城南汽车商圈金井村对面动物园东门,111.470257,36.024197,临汾市,山西省,0357-2595556,,,6
深蓝汽车吕梁通运汽车园移动展厅,山西省吕梁市孝义市振兴街苏家庄通运汽车园,111.747215,37.156861,吕梁市,山西省,15035867304,,,6
深蓝汽车太原鼎晨汇豪移动展厅,山西省太原市万柏林区鼎晨汇豪新能源汽贸城,112.52892,37.825307,太原市,山西省,0351-6160010,,,6
深蓝汽车太原新汇众家园移动展厅,山西省太原市小店区马练营路新汇众家园,112.603938,37.76205,太原市,山西省,13663616552,,,6
深蓝汽车太原空港汽贸园移动展厅,山西省太原市小店区龙城大街空港汽贸园西2号,112.6233,37.7735,太原市,山西省,15135080525,,,6
深蓝汽车运城绛县移动展厅,山西省运城市绛县古绛镇涑水大街楠华汽贸,111.562685,35.478745,运城市,山西省,15503590259,,,6
深蓝汽车运城河津市移动展厅,山西省运城市河津市永兴路,110.696954,35.575363,运城市,山西省,13111248208,,,6
深蓝汽车长治幸福广场移动展厅,山西省长治市上党区上党区正大南路与振东东街交叉口东北300米幸福广场 ,113.06744,36.044733,长治市,山西省,0355-3508566,,,6
深蓝汽车晋中榆次店,山西省晋中市榆次区汇通北路使张村壳牌加油站旁,112.69048,37.72648,晋中市,山西省,0354-2759111,于雯馨,18503455211,1
深蓝汽车临汾尧都店,临汾市尧都区尧庙镇霍侯一级路十字路口西南角,111.476294,36.022876,临汾市,山西省,0357-2595556,赵志新,15364973330,1
深蓝汽车朔州朔城店,朔州市开发区振华街振华车城20B号,112.46561,39.34772,朔州市,山西省,0349-6664496,尹海文,15513350505,1
深蓝汽车太原长风西街店,山西省太原市万柏林区长风西街18号（1-10）,112.525579,37.817929,太原市,山西省,0351-6160010,张雷,13994260832,1
深蓝汽车太原万柏林店,山西省太原市迎泽大街新西客站往北300米路东,112.472725,37.856604,太原市,山西省,0351-7019008,魏德武,18435174986,1
深蓝汽车太原汾东北路店,太原市小店区汾东北路55号,112.561151,37.74152,太原市,山西省,0351-2983575,梁永旺,15135080525,1
深蓝汽车太原太榆路店,太原市小店区太榆路与中心街交叉口鸿城新能源车城长安4S店,112.617131,37.78086,太原市,山西省,0351-5655777,王新太,18235121789,1
深蓝汽车忻州忻府店,山西省忻州市经济开发区梨花街北、经一路西,112.734876,38.465368,忻州市,山西省,0350-2024666,邢舟,13935450808,1
深蓝汽车运城盐湖工业园店,运城市盐湖工业园区南风大道三号诺维兰文化广场,110.95019,35.117027,运城市,山西省,0359-8713601,郑磊,15935582033,1
深蓝汽车运城解放北路店,山西省运城市盐湖区解放北路皮革城43号,111.01065,35.030376,运城市,山西省,0359-6360099,任文超,19398762584,1
深蓝汽车运城运临路店,山西省运城市运临路东侧东留村口,110.967615,35.038872,运城市,山西省,0359-2586567,肖蕾,13111248208,1
深蓝汽车长治潞州店,山西省长治市潞州区关村汽贸园东区西二排8-12号,113.14587,36.22435,长治市,山西省,0355-3508566,宋绍峰,18633060769,3
深蓝汽车长治北寨汽车园店,山西省长治市城区西二环路2号（北寨汽车园）,113.074033,36.211867,长治市,山西省,0355-2082419,王思静,15103455600,3
深蓝汽车大同云冈店,山西省大同市云冈区南环路西延线庞大汽车园内43#店,113.256306,40.041417,大同市,山西省,0352-5165222,郑荣,15333523335,3
深蓝汽车晋城中原街店,山西省晋城市城区钟家庄街道中原东街447号,112.860673,35.47718,晋城市,山西省,0356-2222284,任莎莎,19135103543,3
深蓝汽车晋中榆次店,山西省晋中市榆次区汇通北路使张村壳牌加油站旁,112.69048,37.72648,晋中市,山西省,0354-2759111,于雯馨,18503455211,3
深蓝汽车临汾尧都店,临汾市尧都区尧庙镇霍侯一级路十字路口西南角,111.48195,36.029411,临汾市,山西省,0357-2595556,赵志新,15364973330,3
深蓝汽车朔州朔城店,朔州市开发区振华街振华车城20B号,112.46561,39.34772,朔州市,山西省,0349-6664496,尹海文,15513350505,3
深蓝汽车太原长风西街店,山西省太原市万柏林区长风西街18号（1-10）,112.525579,37.817929,太原市,山西省,0351-2578800,张雷,13994260832,3
深蓝汽车太原万柏林店,山西省太原市迎泽大街新西客站往北300米路东,112.472725,37.856604,太原市,山西省,0351-7019008,魏德武,18435174986,3
深蓝汽车太原汾东北路店,太原市小店区汾东北路55号,112.561151,37.74152,太原市,山西省,0351-7990600,梁永旺,15135080525,3
深蓝汽车太原太榆路店,太原市小店区太榆路与中心街交叉口鸿城新能源车城长安4S店,112.618185,37.781919,太原市,山西省,0351-5655777,王新太,18235121789,3
深蓝汽车忻州忻府店,山西省忻州市经济开发区梨花街北、经一路西,112.734876,38.465368,忻州市,山西省,0350-2024666,邢舟,13935450808,3
深蓝汽车运城解放北路店,山西省运城市盐湖区解放北路皮革城43号,110.979858,35.056995,运城市,山西省,0359-6360099,王肇富,18734836504,3
深蓝汽车运城运临路店,山西省运城市运临路东侧东留村口,111.010873,35.059831,运城市,山西省,0359-2586567,吴翔,13994888032,3
深蓝汽车临汾尧都店,山西省临汾市尧都区尧庙南三公里阿托物流旁,111.479505,36.025232,临汾市,山西省,0357-3940699,孟威,15635707772,2
深蓝汽车朔州朔城店,山西省朔州市开发区振华车城2A号,112.465516,39.34765,朔州市,山西省,19103498519,刘金,13903494783,2
深蓝汽车太原太榆路店,太原市小店区太榆路与中心街交叉口鸿城新能源车城长安4S店,112.617166,37.780869,太原市,山西省,0351-5655777,程春,13503516994,2
深蓝汽车晋中榆次店,晋中市榆次区汇通北路鸣李段汽贸园,112.69421,37.734588,晋中市,山西省,0354-3986665,杨丽丽,18534255211,2
深蓝汽车运城盐湖工业园店,山西省运城市盐湖区南风大道三号,111.01339,35.03271,运城市,山西省,0359-8713600,李明,18003596227,2
深蓝汽车长治北寨汽车园店,长治市西二环路二号北寨汽贸园,113.074108,36.211939,长治市,山西省,0355-2084515,常辰鹏,13834057827,2
深蓝汽车太原万柏林店,山西省太原市万柏林区玉门河北沿岸111号普国汽配城13-1314号商铺,112.474856,37.864234,太原市,山西省,15513088639,吴强,18735662763,2
深蓝汽车运城运临路店,运城市运临路东侧东留村口,110.967571,35.038873,运城市,山西省,0359-2586315,刘康武,18735655565,2
深蓝汽车忻州忻府店,山西省忻州市经济开发区梨花街北、经一路西,112.73297,38.465875,忻州市,山西省,0350-2024777,郝国华,17116715500,2
深蓝汽车大同云冈店,山西省大同市云冈区十里河西延伸段（庞大汽车文化广场2号店）,113.253753,40.043551,大同市,山西省,0352-2070666,高喜强,13934046732,2
深蓝汽车太原汾东北路店,山西省太原市小店区汾东北路55号,112.561227,37.742279,太原市,山西省,0351-7990644,樊国莉,13327439192,2
深蓝汽车太原长风西街店,山西省太原市万柏林区长风西街18号1-10,112.525059,37.818738,太原市,山西省,0351-2578800,裴红俊,13015474195,2
深蓝汽车大同湖滨大街专区店,湖滨大街31号,113.408281,40.064349,大同市,山西省,13152823518,高艳芬,13097696792,6
深蓝汽车晋中市汇通北路汽贸园专区店,汇通北路鸣李段汽贸园,112.69421,37.734588,晋中市,山西省,15235474185,白晓伟,15581777073,6
深蓝汽车朔州怀仁仁泰南路专区店,朔州市怀仁市仁泰南路长安汽车,113.081118,39.820949,朔州市,山西省,13313494549,蔺志君,18536559444,6
深蓝汽车朔州应县新建东路专区店,应县新建东路惠泽园B区东一百米23号24号商铺,113.217666,39.567642,朔州市,山西省,13994948134,唐丙祥,13834999572,6
深蓝汽车朔州山阴西环南路专区店,山西省朔州市山阴县岱岳镇西环南路幸福1区,112.818803,39.526641,朔州市,山西省,15803491655,杨帅,13593498766,6
深蓝汽车朔州建设南路专区店,朔州市平鲁区建设南路43号,112.31,39.52,朔州市,山西省,13096609658,赵宝玉,15513337111,6
深蓝汽车忻州七一北路汽车城专区店,七一北路汽车城,112.726856,38.466366,忻州市,山西省,17696093818,刘艳,18035036618,6
深蓝汽车长治朝阳路专区店,麟绛镇屯东线与朝阳路交叉口东北,112.91147,36.30571,长治市,山西省,13834779339,付丽平,18535518555,6
深蓝汽车晋城店,山西省晋城市泽州县金村镇金村村太岳街与金凤路交叉口南50米,112.827477,35.47322,晋城市,山西省,0356-2222284,司向东,13934318325,2
深蓝汽车运城永济市专区店,涑水东街91号,110.4617,34.8851,运城市,山西省,18803591933,薛少波,18803591933,6
深蓝汽车运城闻喜县专区店,兴闻西街,111.2037,35.3511,运城市,山西省,15235699931,郝晓蓉,15235699931,6
深蓝汽车运城解放北路店,山西省运城市盐湖区解放北路皮革城43号（涑水东街与解放北路交叉口北100米),110.979746,35.057822,运城市,山西省,19135976775,李强,17526868930,2
深蓝汽车包头稀土路店,内蒙古自治区包头市稀土高新区稀土路39号,109.86395,40.63291,包头市,内蒙古自治区,0472-5212777,赵彩霞,15047225799,1
深蓝汽车包头恒通汽车城店,内蒙古包头市稀土开发区稀土路恒通汽车城,109.884076,40.63153,包头市,内蒙古自治区,0472-5102654,张跃,18947217779,1
