id,name,site,pointLat,pointLng,price,house_type
2.41105E+12,红围街6号,罗湖区地王,22.55203497,114.1188884,60050元/平,小区
2.41105E+12,长岭花园,罗湖区莲塘,22.56073124,114.1910476,37300元/平,小区
2.41105E+12,田华楼小区,罗湖区笋岗,22.57678204,114.1214703,40000元/平,小区
2.41105E+12,清新苑,罗湖区清水河,22.57741226,114.1133283,暂无数据,小区
2.41105E+12,宝岗路220铁路小区,罗湖区笋岗,22.57597052,114.1201198,59733元/平,小区
2.41105E+12,新园路,罗湖区东门,22.55573519,114.1257724,57011元/平,小区
2.41105E+12,翠竹路1084号,罗湖区百仕达,22.571439,114.137202,暂无数据,小区
2.41105E+12,特检站二大院,罗湖区新秀,22.5501357,114.1533838,52880元/平,小区
2.41105E+12,贝丽南路31号,罗湖区翠竹,22.5695931,114.1330999,暂无数据,小区
2.41105E+12,水贝一路69号,罗湖区翠竹,22.57466823,114.1322877,暂无数据,小区
2.41105E+12,洪湖二街4号大院,罗湖区洪湖,22.56845812,114.1283066,暂无数据,小区
2.41105E+12,七支队家属区,罗湖区地王,22.55826938,114.1119708,暂无数据,小区
2.41105E+12,卫生局宿舍,罗湖区银湖,22.57603041,114.107722,暂无数据,小区
2.42003E+15,联城联合大厦,罗湖区黄贝岭,22.548477,114.138282,暂无数据,小区
2.41105E+12,河南外贸大院,罗湖区万象城,22.54672853,114.1185702,45000元/平,小区
2.41105E+12,新景界,罗湖区万象城,22.54165476,114.1209906,暂无数据,小区
2.41105E+12,龙尾坊,罗湖区翠竹,22.56258996,114.1329659,暂无数据,小区
2.41105E+12,南方大厦,罗湖区新秀,22.55398088,114.155271,暂无数据,小区
2.41105E+12,人民北路,罗湖区东门,22.55774466,114.1262418,暂无数据,小区
2.41105E+12,水贝一路49号,罗湖区翠竹,22.5747481,114.1333363,68184元/平,小区
2.41265E+15,东晓路1022号大院,罗湖区百仕达,22.578984,114.143631,49806元/平,小区
2.41066E+15,翠园中学教工高中宿舍,罗湖区黄贝岭,22.561514,114.136459,暂无数据,小区
2.4105E+15,北斗小学教工宿舍,罗湖区黄贝岭,22.549625,114.140137,暂无数据,小区
2.41105E+12,田苑小区,罗湖区翠竹,22.57049959,114.1308106,70100元/平,小区
2.41105E+12,嘉湖新都,罗湖区翠竹,22.57262732,114.1308043,82000元/平,小区
2.41105E+12,田心大厦,罗湖区笋岗,22.5737,114.119497,45600元/平,小区
2.41105E+12,路桥大厦,罗湖区清水河,22.57560924,114.1128001,53700元/平,小区
2.41105E+12,今日家园,罗湖区布心,22.58743531,114.1427825,64600元/平,小区
2.41105E+12,农牧公司宿舍楼,罗湖区银湖,22.57660063,114.1085086,暂无数据,小区
2.41105E+12,综合楼,罗湖区笋岗,22.56855766,114.1198601,暂无数据,小区
2.41105E+12,湖滨阁,罗湖区黄贝岭,22.56430519,114.145149,64500元/平,小区
2.41105E+12,宝明花园,罗湖区清水河,22.58884433,114.1136924,52000元/平,小区
2.41105E+12,公交宿舍,罗湖区百仕达,22.57682301,114.1368286,暂无数据,小区
2.41105E+12,武警医院宿舍大院,罗湖区银湖,22.57633034,114.1050188,暂无数据,小区
2.41105E+12,英丽阁,罗湖区翠竹,22.56715315,114.1342779,66900元/平,小区
2.41105E+12,和平大院,罗湖区万象城,22.54682752,114.1207984,暂无数据,小区
2.41105E+12,桃园路37号,罗湖区笋岗,22.56774343,114.1190183,暂无数据,小区
2.41105E+12,海关宿舍,罗湖区万象城,22.54177664,114.1182656,暂无数据,小区
2.41105E+12,景园大厦(爱国路),罗湖区黄贝岭,22.56706343,114.146565,42000元/平,小区
2.41105E+12,绿茵庭苑,罗湖区布心,22.58873297,114.126956,42000元/平,小区
2.41105E+12,金山苑,罗湖区布心,22.5898198,114.1278254,暂无数据,小区
2.41105E+12,景安大厦,罗湖区布心,22.58173473,114.1492831,暂无数据,小区
2.41105E+12,桂龙家园,罗湖区地王,22.56023524,114.120383,暂无数据,小区
2.41105E+12,深华花园,罗湖区布心,22.58832421,114.1284927,40600元/平,小区
2.41105E+12,布心花园一区,罗湖区布心,22.58208715,114.1454304,57000元/平,小区
2.41105E+12,新郊小区,罗湖区万象城,22.54312224,114.1206968,暂无数据,小区
2.41105E+12,翠都花园,罗湖区翠竹,22.5637476,114.1361135,47900元/平,小区
2.41105E+12,文华电话机楼,罗湖区黄贝岭,22.550266,114.141707,暂无数据,小区
2.41105E+12,金安大厦,罗湖区黄贝岭,22.55051373,114.1381507,39700元/平,小区
2.41105E+12,布吉海关生活区,罗湖区布心,22.58770135,114.126658,暂无数据,小区
2.41105E+12,大头岭,罗湖区百仕达,22.57184808,114.1373172,58316元/平,小区
2.41105E+12,宝星阁,罗湖区布心,22.58515803,114.1470385,暂无数据,小区
2.41105E+12,逸翠园一期,罗湖区百仕达,22.56788318,114.1369219,45000元/平,小区
2.41204E+15,翠园街七巷,罗湖区螺岭,22.557619,114.132694,暂无数据,小区
2.41204E+15,邮政附属楼,罗湖区莲塘,22.567283,114.178846,暂无数据,小区
2.41317E+15,中行大院,罗湖区万象城,22.545001,114.121729,暂无数据,小区
2.41344E+15,卫生局附属楼,罗湖区翠竹,22.563375,114.134136,暂无数据,小区
2.42002E+15,凤凰路166号大院,罗湖区螺岭,22.554222,114.139017,64931元/平,小区
2.42003E+15,轻工大厦(深中街),罗湖区东门,22.558031,114.12905,暂无数据,小区
2.42003E+15,莲塘路200号,罗湖区莲塘,22.568009,114.176832,48200元/平,小区
2.42003E+15,松园东二巷小区,罗湖区地王,22.560576,114.116474,暂无数据,小区
2.42003E+15,莲馨家园,罗湖区莲塘,22.570445,114.187817,65000元/平,小区
2.42003E+15,凤凰56号大院,罗湖区螺岭,22.55645,114.139091,91036元/平,小区
2.42003E+15,东乐南苑,罗湖区百仕达,22.575846,114.147023,暂无数据,小区
2.42003E+15,蛟湖路11号大院,罗湖区东门,22.556913,114.124047,暂无数据,小区
2.41317E+15,松园南街23号,罗湖区地王,22.556901,114.112287,暂无数据,小区
2.42003E+15,桂园,罗湖区地王,22.558227,114.114396,暂无数据,小区
2.42003E+15,虹楼,罗湖区黄贝岭,22.561822,114.135607,39000元/平,小区
2.41105E+12,富达花园,罗湖区莲塘,22.57195464,114.1801246,54800元/平,小区
2.41105E+12,丰湖花园,罗湖区清水河,22.58172656,114.12654,46000元/平,小区
2.41105E+12,仙桐馨苑,罗湖区莲塘,22.57416591,114.1778156,55254元/平,小区
2.41105E+12,雍翠豪园,罗湖区莲塘,22.57112841,114.1842833,52800元/平,小区
2.41105E+12,翠榕花园,罗湖区莲塘,22.57500437,114.1811456,46632元/平,小区
2.41105E+12,仙桐御景,罗湖区莲塘,22.57104168,114.1860862,53400元/平,小区
2.41105E+12,莲通楼,罗湖区莲塘,22.56384299,114.1871032,43200元/平,小区
2.41105E+12,向西花园,罗湖区春风路,22.54800115,114.1327826,51500元/平,小区
2.41105E+12,向西大厦,罗湖区春风路,22.54893903,114.133319,40400元/平,小区
2.41105E+12,罗芳苑,罗湖区新秀,22.55303607,114.1538871,45200元/平,小区
2.41105E+12,凉果街小区,罗湖区东门,22.5607686,114.1264511,61321元/平,小区
2.41105E+12,港莲一村,罗湖区莲塘,22.563297,114.176945,48900元/平,小区
2.41105E+12,经贸楼,罗湖区春风路,22.545944,114.128475,48707元/平,小区
2.41105E+12,交运综合楼,罗湖区新秀,22.55349759,114.1571134,45300元/平,小区
2.41105E+12,龙园苑,罗湖区黄贝岭,22.548657,114.143989,44100元/平,小区
2.41105E+12,培森大厦,罗湖区东门,22.56113837,114.1267114,46000元/平,小区
2.41105E+12,广东省银行大厦,罗湖区罗湖口岸,22.541504,114.1250199,38500元/平,小区
2.41105E+12,银丰花园,罗湖区新秀,22.54946667,114.1521134,暂无数据,小区
2.42003E+15,外贸经济开发大厦,罗湖区黄贝岭,22.567727,114.146972,暂无数据,小区
2.42003E+15,兴芙楼,罗湖区清水河,22.590768,114.117377,56000元/平,小区
2.42003E+15,笋岗中学住宅楼,罗湖区清水河,22.5769,114.112899,43000元/平,小区
2.42003E+15,田园居,罗湖区银湖,22.58871571,114.0890482,99305元/平,小区
2.42003E+15,中威商业广场,罗湖区东门,22.551183,114.125769,暂无数据,小区
2.46948E+14,中海天钻,罗湖区万象城,22.5404,114.113761,85600元/平,小区
2.4894E+14,天苑小区,罗湖区翠竹,22.570597,114.131229,暂无数据,小区
2.49076E+14,祥青苑,罗湖区银湖,22.573104,114.10782,56500元/平,小区
2.49137E+14,银晖名居,罗湖区银湖,22.574397,114.102422,53800元/平,小区
2.47965E+14,华丽西村,罗湖区螺岭,22.55779,114.141058,53300元/平,小区
2.48782E+14,海洋大厦,罗湖区黄贝岭,22.562058,114.136144,53600元/平,小区
2.4853E+14,海外联谊大厦,罗湖区春风路,22.548206,114.123442,暂无数据,小区
2.49096E+14,翠花楼,罗湖区清水河,22.583036,114.126281,暂无数据,小区
2.47462E+14,布心公寓,罗湖区布心,22.583858,114.143774,66400元/平,小区
2.41106E+12,洪湖大厦,罗湖区东门,22.561545,114.126917,46400元/平,小区
2.4111E+12,宝丰大厦罗湖区,罗湖区春风路,22.546281,114.131382,33800元/平,小区
2.4111E+12,国晖大厦罗湖,罗湖区春风路,22.543575,114.13088,37400元/平,小区
2.4111E+12,洪湖一街五号大院罗湖区,罗湖区洪湖,22.564719,114.129856,50000元/平,小区
2.4111E+12,曦龙山庄,罗湖区新秀,22.556381,114.161899,50000元/平,小区
2.41106E+12,松泉阁,罗湖区布心,22.583842,114.132886,56837元/平,小区
2.4111E+12,怡景花园-景庭苑,罗湖区黄贝岭,22.55981,114.143257,65000元/平,小区
2.4111E+12,莲塘花园,罗湖区莲塘,22.568077,114.178861,47000元/平,小区
2.4111E+12,峰度天下,罗湖区新秀,22.547884,114.159842,56000元/平,小区
2.4111E+12,罗湖大厦,罗湖区春风路,22.54270277,114.1243872,44600元/平,小区
2.4111E+12,振华苑,罗湖区莲塘,22.563555,114.186061,43300元/平,小区
2.4111E+12,宝安外贸大厦罗湖区,罗湖区翠竹,22.569462,114.130379,61926元/平,小区
2.4111E+12,祥和花园二期,罗湖区莲塘,22.569447,114.176671,51348元/平,小区
2.41106E+12,东方凤雅台,罗湖区莲塘,22.565618,114.187088,52200元/平,小区
2.4111E+12,中物小区,罗湖区黄贝岭,22.555424,114.142652,54100元/平,小区
2.4111E+12,莲塘D小区,罗湖区莲塘,22.570428,114.175998,49100元/平,小区
2.4111E+12,谱心苑,罗湖区布心,22.593677,114.139261,50300元/平,小区
2.4111E+12,仙湖公馆,罗湖区莲塘,22.572768,114.172281,44800元/平,小区
2.4111E+12,靖轩豪苑,罗湖区黄贝岭,22.55407,114.14559,63500元/平,小区
2.4111E+12,宏丰大厦罗湖,罗湖区春风路,22.54409,114.12973,36000元/平,小区
2.4111E+12,西岭花园,罗湖区新秀,22.558084,114.162155,45000元/平,小区
2.4111E+12,淘金山·湖景花园二期,罗湖区布心,22.593559,114.149244,72700元/平,小区
2.4111E+12,特力大厦,罗湖区翠竹,22.577632,114.13024,37100元/平,小区
2.4111E+12,新兴村,罗湖区新秀,22.550972,114.153142,45660元/平,小区
2.4111E+12,金龙大厦,罗湖区春风路,22.548675,114.128535,暂无数据,小区
2.4111E+12,锦花大厦,罗湖区春风路,22.543076,114.132206,33700元/平,小区
2.4111E+12,华景园别墅南区,罗湖区莲塘,22.570167,114.183404,80000元/平,小区
2.4111E+12,鹏瑞仙桐雅轩罗湖区,罗湖区莲塘,22.570855,114.168527,57800元/平,小区
2.49708E+14,中南大院,罗湖区百仕达,22.572287,114.137626,50000元/平,小区
2.49165E+14,桐馨园,罗湖区莲塘,22.559754,114.201957,暂无数据,小区
2.49983E+14,京基金融中心,罗湖区万象城,22.545936,114.112312,暂无数据,小区
2.49687E+14,华日花园,罗湖区银湖,22.57393,114.108656,38500元/平,小区
2.46878E+14,深勘宿舍,罗湖区螺岭,22.553008,114.139935,53000元/平,小区
2.46877E+14,海关草埔生活区,罗湖区布心,22.587904,114.126703,42900元/平,小区
2.46968E+14,益田御龙华府,罗湖区黄贝岭,22.560147,114.138848,暂无数据,小区
2.47283E+14,民富楼,罗湖区笋岗,22.566141,114.123153,42000元/平,小区
2.47193E+14,华丽小区,罗湖区螺岭,22.55587,114.141128,54005元/平,小区
2.47466E+14,港鹏新村,罗湖区布心,22.592258,114.13934,暂无数据,小区
2.46924E+14,环岛丽园,罗湖区螺岭,22.558453,114.140405,69800元/平,小区
2.46927E+14,供电局宿舍楼,罗湖区翠竹,22.570739,114.136112,暂无数据,小区
2.46925E+14,聚宝综合楼,罗湖区莲塘,22.567802,114.176397,48700元/平,小区
2.48215E+14,罗湖区委宿舍,罗湖区百仕达,22.571344,114.13689,50000元/平,小区
2.48039E+14,东湖医院住宅楼,罗湖区百仕达,22.580195,114.142381,43400元/平,小区
2.4751E+14,仙湖山庄,罗湖区莲塘,22.575077,114.177628,85200元/平,小区
2.46991E+14,东道苑,罗湖区布心,22.590536,114.145576,40000元/平,小区
2.46925E+14,聚宝商业中心,罗湖区莲塘,22.567798,114.176388,暂无数据,小区
2.49161E+14,晒布路73号大院,罗湖区东门,22.5565,114.127026,45324元/平,小区
2.41105E+12,凯悦华庭,罗湖区春风路,22.54632802,114.1328822,48900元/平,小区
2.41105E+12,颖隆大厦,罗湖区布心,22.58603309,114.1269241,39500元/平,小区
2.41105E+12,鹏城花园,罗湖区布心,22.58759799,114.1486478,45500元/平,小区
2.41105E+12,东湖大厦,罗湖区黄贝岭,22.567672,114.14615,41100元/平,小区
2.41105E+12,东晓花园,罗湖区布心,22.58164756,114.1438119,49400元/平,小区
2.41105E+12,华丽园,罗湖区翠竹,22.565791,114.135582,65100元/平,小区
2.41105E+12,鹿岭苑,罗湖区清水河,22.57541986,114.1118592,44000元/平,小区
2.41105E+12,翠苑家园,罗湖区莲塘,22.5628636,114.1664527,暂无数据,小区
2.41105E+12,畔山花园,罗湖区莲塘,22.567247,114.183278,44600元/平,小区
2.41105E+12,太宁路145号,罗湖区百仕达,22.57510675,114.1433419,暂无数据,小区
2.41105E+12,鹿鸣园,罗湖区布心,22.581385,114.135469,60000元/平,小区
2.41105E+12,翠珠小区,罗湖区翠竹,22.57228499,114.1359357,80000元/平,小区
2.41105E+12,汽培小区,罗湖区新秀,22.55918021,114.1583713,42080元/平,小区
2.41105E+12,山湖居二期,罗湖区布心,22.58971849,114.1481255,52400元/平,小区
2.41105E+12,天越翔园,罗湖区莲塘,22.56953224,114.1779934,58900元/平,小区
2.41105E+12,朗钜御风庭,罗湖区黄贝岭,22.5478036,114.1380261,54400元/平,小区
2.41105E+12,桐景花园,罗湖区莲塘,22.56510047,114.1806486,49600元/平,小区
2.41105E+12,聚宝花园,罗湖区莲塘,22.566282,114.181354,46300元/平,小区
2.41105E+12,东湖豪庭,罗湖区布心,22.58282094,114.1513244,54500元/平,小区
2.41105E+12,中建二局一公司,罗湖区新秀,22.55949938,114.1568898,46900元/平,小区
2.41105E+12,心悦园,罗湖区布心,22.58239509,114.1470205,48000元/平,小区
2.41105E+12,翠拥华庭一期,罗湖区百仕达,22.56899352,114.1373701,61600元/平,小区
2.41105E+12,鹏城公寓,罗湖区莲塘,22.5631003,114.1668687,暂无数据,小区
2.41105E+12,麟腾苑,罗湖区布心,22.583145,114.15078,48800元/平,小区
2.41105E+12,布心花园四区,罗湖区布心,22.58320093,114.1488035,57000元/平,小区
2.41105E+12,翠竹小区,罗湖区布心,22.59036,114.126558,暂无数据,小区
2.41105E+12,翠园十六巷,罗湖区螺岭,22.55872617,114.1332598,71253元/平,小区
2.41105E+12,翠园十五巷,罗湖区螺岭,22.558809,114.133356,71965元/平,小区
2.41105E+12,雍翠华府,罗湖区布心,22.584267,114.128808,58500元/平,小区
2.41105E+12,宁水花园,罗湖区黄贝岭,22.56845955,114.1517609,53072元/平,小区
2.41105E+12,布心花园二区,罗湖区布心,22.58060562,114.148753,57000元/平,小区
2.41105E+12,翠园十八巷,罗湖区螺岭,22.55927256,114.1333953,81886元/平,小区
2.41105E+12,阳光绿地家园,罗湖区百仕达,22.569588,114.143258,59700元/平,小区
2.41105E+12,新岭山庄,罗湖区百仕达,22.57204583,114.1433126,暂无数据,小区
2.41105E+12,华港新村,罗湖区布心,22.59402826,114.1310231,44751元/平,小区
2.41105E+12,东湖丽苑,罗湖区百仕达,22.56762327,114.1446667,54300元/平,小区
2.41105E+12,华秀花园,罗湖区布心,22.5883577,114.1466741,40000元/平,小区
2.41105E+12,新秀村北区,罗湖区新秀,22.5543953,114.1526891,48898元/平,小区
2.41105E+12,芳庭苑,罗湖区新秀,22.55768259,114.157514,47000元/平,小区
2.41105E+12,国际名园,罗湖区春风路,22.54513232,114.1299004,47300元/平,小区
2.41105E+12,汇泰大厦,罗湖区罗湖口岸,22.540566,114.128305,53900元/平,小区
2.41105E+12,缉敬大厦,罗湖区罗湖口岸,22.542014,114.127451,暂无数据,小区
2.41105E+12,城市东方,罗湖区新秀,22.55038464,114.1528972,暂无数据,小区
2.41105E+12,芳春花园,罗湖区新秀,22.55503699,114.154501,45000元/平,小区
2.41105E+12,东翠花园,罗湖区银湖,22.575999,114.103857,48200元/平,小区
2.41105E+12,景福花园,罗湖区莲塘,22.56936787,114.1810557,52000元/平,小区
2.41105E+12,华兴花园,罗湖区新秀,22.55350639,114.1564995,47200元/平,小区
2.41105E+12,通发花园,罗湖区新秀,22.5532311,114.1557348,46900元/平,小区
2.41105E+12,南湖路1002号,罗湖区罗湖口岸,22.5416918,114.1301562,暂无数据,小区
2.41105E+12,惠名花园,罗湖区莲塘,22.56121436,114.1900741,43200元/平,小区
2.41105E+12,万科东方尊峪,罗湖区莲塘,22.56388575,114.1980586,55700元/平,小区
2.41105E+12,名泰轩,罗湖区新秀,22.55661729,114.1566832,49400元/平,小区
2.41105E+12,航天晴山月,罗湖区莲塘,22.56148543,114.1948953,62100元/平,小区
2.41105E+12,兴华苑,罗湖区新秀,22.55452885,114.158027,暂无数据,小区
2.41105E+12,鹏兴花园一期,罗湖区莲塘,22.57134073,114.1706987,51582元/平,小区
2.41105E+12,华民大厦,罗湖区罗湖口岸,22.54067287,114.1248757,30259元/平,小区
2.41105E+12,鹏兴花园三期,罗湖区莲塘,22.56783172,114.173918,59500元/平,小区
2.41105E+12,武警新花园,罗湖区银湖,22.57667723,114.1079233,暂无数据,小区
2.41105E+12,美荔园,罗湖区地王,22.55286654,114.1115618,62000元/平,小区
2.41105E+12,玉雅居,罗湖区莲塘,22.56187577,114.1922219,50300元/平,小区
2.41105E+12,鹏莲花园,罗湖区莲塘,22.56446801,114.1748429,57475元/平,小区
2.41105E+12,龙景花园,罗湖区新秀,22.55758,114.157347,46700元/平,小区
2.41105E+12,梧桐苑,罗湖区莲塘,22.56463825,114.1897566,46400元/平,小区
2.41105E+12,赤龙新村,罗湖区新秀,22.55405893,114.1566434,47945元/平,小区
2.41105E+12,国旅宿舍,罗湖区罗湖口岸,22.539681,114.129091,48000元/平,小区
2.41105E+12,鸿锦阁,罗湖区黄贝岭,22.54923088,114.1450674,43700元/平,小区
2.41105E+12,莲通花园,罗湖区莲塘,22.56871785,114.1816586,52000元/平,小区
2.41105E+12,金稻田路1189号,罗湖区布心,22.59122673,114.1266318,暂无数据,小区
2.41105E+12,草埔新村,罗湖区布心,22.59267215,114.1283032,39900元/平,小区
2.41105E+12,金稻田公寓,罗湖区布心,22.592117,114.126448,41800元/平,小区
2.41105E+12,育才花园,罗湖区布心,22.59034215,114.1287105,暂无数据,小区
2.41105E+12,缤纷时代家园,罗湖区螺岭,22.55771149,114.1316368,76800元/平,小区
2.41105E+12,金穗居,罗湖区布心,22.59027162,114.1281159,暂无数据,小区
2.41105E+12,叠翠居,罗湖区百仕达,22.57024642,114.1434689,54000元/平,小区
2.41105E+12,边防布心住宅区,罗湖区布心,22.59005287,114.1403563,暂无数据,小区
2.41105E+12,中医院小区,罗湖区地王,22.54980078,114.1192507,45000元/平,小区
2.41105E+12,碧湖花园,罗湖区洪湖,22.564237,114.127243,47791元/平,小区
2.41105E+12,都汇中心,罗湖区地王,22.55614764,114.1118122,暂无数据,小区
2.41105E+12,红桂二街23号大院,罗湖区地王,22.55545151,114.1130578,暂无数据,小区
2.41105E+12,洪湖二街14号大院,罗湖区洪湖,22.56762624,114.1277698,45348元/平,小区
2.41105E+12,洪湖一街一号大院,罗湖区洪湖,22.56385595,114.1289646,55000元/平,小区
2.41105E+12,万科桂苑,罗湖区地王,22.55786452,114.12039,58300元/平,小区
2.41105E+12,一致春晓苑,罗湖区布心,22.5883509,114.1439033,80578元/平,小区
2.41105E+12,泰和花园,罗湖区布心,22.58929954,114.1435604,61200元/平,小区
2.41105E+12,龙园山庄,罗湖区清水河,22.594104,114.116381,39800元/平,小区
2.41105E+12,英达花园,罗湖区布心,22.58240264,114.1283187,40400元/平,小区
2.41105E+12,海关宿舍一院,罗湖区罗湖口岸,22.54058322,114.1218739,42000元/平,小区
2.41105E+12,水运大厦,罗湖区万象城,22.54507162,114.1210453,37900元/平,小区
2.41105E+12,海关宿舍楼,罗湖区罗湖口岸,22.533995,114.122902,暂无数据,小区
2.41105E+12,桂木园,罗湖区地王,22.55272572,114.1199878,40100元/平,小区
2.41105E+12,金园花园,罗湖区地王,22.56098351,114.1165349,59400元/平,小区
2.41105E+12,建设集团宿舍,罗湖区地王,22.56028108,114.111875,70043元/平,小区
2.41105E+12,维富大厦,罗湖区布心,22.582636,114.132671,40800元/平,小区
2.41105E+12,大塘垅小区,罗湖区地王,22.5602922,114.1193066,48000元/平,小区
2.41105E+12,青湖山庄,罗湖区清水河,22.59136126,114.1130214,42000元/平,小区
2.41105E+12,中国南海工程有限公司大院,罗湖区翠竹,22.5749807,114.1352598,92800元/平,小区
2.41105E+12,星桂园,罗湖区地王,22.55211742,114.1203583,65900元/平,小区
