,name,address,province,city,tel,lat,lng,brand,type
24,广汽埃安北京方正利成怀柔万达展示中心,北京市怀柔区府前西街1号院1号楼（青春万达广场1层1013）,北京市,北京市,,40.323095,116.636247,埃安,
25,广汽埃安北京朝阳北路平谷华联展示中心,北京市平谷区迎宾街1号院22号楼 （华联购物中心）,北京市,北京市,,40.14484,117.087652,埃安,
26,广汽埃安北京密云体验中心,北京市密云区十里堡镇排山汽车城内,北京市,北京市,010-89096699,40.357566,116.795702,埃安,
27,广汽埃安天津捷通达静海展示中心,天津市河东区津滨大道160号爱琴海购物公园1层135号,天津市,天津市,,38.952095,117.011923,埃安,
28,广汽埃安天津中北体验中心,天津市西青区中北镇卉康道14号,天津市,天津市,022-27916622,39.116303,117.105179,埃安,
29,广汽埃安天津大寺体验中心,天津市西青区大寺镇储源道6号A区,天津市,天津市,022-23970066,38.994911,117.280071,埃安,
30,广汽埃安天津捷通达大寺展示中心,天津市西青区大寺镇储源道,天津市,天津市,,38.997805,117.277339,埃安,
31,广汽埃安天津河西西青万达商超展示中心,天津市西青区津港公路与兴华道交叉口西北方180米（西青万达）,天津市,天津市,,39.025614,117.244238,埃安,
32,广汽埃安天津南开长江体验中心,天津市南开区咸阳路74号,天津市,天津市,022-87085599,39.137807,117.144883,埃安,
33,广汽埃安天津河西体验中心, 天津市河西区解放南路613号,天津市,天津市,022-88233305,39.062446,117.238906,埃安,
34,广汽埃安天津中北新业天地展示中心,天津市河西区黑牛城道125号（新业广场）,天津市,天津市,,39.082954,117.221617,埃安,
35,广汽埃安天津天河城展示中心,天津和平路263号天河城购物中心一层112,天津市,天津市,13512088353,39.133519,117.210292,埃安,
36,广汽埃安天津双街辛庄展示中心,天津市津南区辛庄镇辛柴公路2号,天津市,天津市,,39.021738,117.352361,埃安,
37,广汽埃安天津北辰辰悦商超展示中心,天津市北辰区京津路与天马道交叉口（辰悦广场）,天津市,天津市,,39.218214,117.147299,埃安,
38,广汽埃安天津爱琴海展示中心,天津市河东区津滨大道160号爱琴海购物公园1层135号,天津市,天津市,022-60376060,39.127754,117.261522,埃安,
39,广汽埃安天津双街体验中心,天津市北辰区双街镇京津公路东双江道南庞大汽贸园内19号,天津市,天津市,18920026682,39.257044,117.126105,埃安,
40,广汽埃安天津东丽万达展示中心,天津市东丽区先锋东路6号（东丽万达）,天津市,天津市,,39.076431,117.358576,埃安,
41,广汽埃安天津津南体验中心,天津市津南区葛沽镇盛裕园2号B区,天津市,天津市,022-58203600,38.98,117.49,埃安,
42,广汽埃安天津双街北辰远洋未来城展示中心,天津市北辰区宜兴埠立交桥南侧（北辰远洋未来城）,天津市,天津市,,39.20892,117.227214,埃安,
43,广汽埃安天津北辰体验中心,天津市北辰区北辰道2号浩物汽车园东门,天津市,天津市,022-85101010,39.255701,117.181488,埃安,
44,广汽埃安天津捷通达体验中心,天津自贸试验区（空港经济区）汽车园中路31号-3,天津市,天津市,022-60376060,39.166054,117.381561,埃安,
45,广汽埃安天津津滨体验中心,天津市滨海新区河南路1156号,天津市,天津市,13012202898,39.001854,117.661325,埃安,
46,广汽埃安天津自贸区滨海展示中心,天津市开发区黄海路133号,天津市,天津市,暂无,39.05146,117.700478,埃安,
47,广汽埃安天津河西蓟州展示中心,天津市蓟州区中昌南路（别山镇科科村汽车街）,天津市,天津市,,40.006003,117.426419,埃安,
48,广汽埃安石家庄新石体验中心,河北省石家庄市桥西区西二环与新石中路交口北行30米路东,河北省,石家庄市,0311-83807888,38.02,114.44,埃安,
49,广汽埃安石家庄新华勒泰广场展示中心,石家庄市长安区中山东路39号勒泰广场,河北省,石家庄市,,38.050856,114.513342,埃安,
50,广汽埃安石家庄裕华万达展示中心,石家庄市裕华区建华南大街136号苏宁易购广场一层W1186号,河北省,石家庄市,,38.02962,114.55224,埃安,
51,广汽埃安石家庄北二环体验中心,石家庄市北二环西路127号,河北省,石家庄市,0311-66630893,38.09274,114.468714,埃安,
52,广汽埃安石家庄新华盛典体验中心,河北省石家庄市新华区北二环西路228号,河北省,石家庄市,0311-66637000,38.090873,114.47983,埃安,
53,广汽埃安石家庄裕华时代体验中心,河北省石家庄市裕华区裕华东路166号时代广场汽贸园内东侧,河北省,石家庄市,0311-89896566,38.042278,114.578363,埃安,
54,广汽埃安石家庄汽车园区体验中心,河北省石家庄市长安区北二环东路86号汽车贸易园阳光大道8号,河北省,石家庄市,0311-66692203,38.07769,114.556249,埃安,
55,广汽埃安石家庄珺玥体验中心,河北省石家庄市新华区和平西路与植物园街交汇处西行100米路南商铺,河北省,石家庄市,18633854030,38.415,114.233,埃安,
56,广汽埃安唐山高新体验中心,唐山市路北区高新机场路立交桥北侧荣川汽车园区,河北省,唐山市,0315-5511145,39.670429,118.10746,埃安,
57,广汽埃安唐山路南体验中心,河北省唐山市路南区汽车文化展示园（广汽埃安体验中心）,河北省,唐山市,0315-5933366,39.600917,118.199808,埃安,
58,广汽埃安唐山开平爱琴海商超展示中心,唐山市路北区北新道与卫国路交汇处西南角（爱琴海）,河北省,唐山市,,39.675623,118.169973,埃安,
59,广汽埃安唐山开平体验中心,河北省唐山市开平区开平镇西八里村东,河北省,唐山市,,39.65051,118.268034,埃安,
60,广汽埃安秦皇岛海港展示中心,秦皇岛市海港区东港北路45号,河北省,秦皇岛市,0335-8525666,39.980686,119.640489,埃安,
61,广汽埃安邯郸邯山体验中心,河北省邯郸市邯山区南环路与机场路交叉口东200米路南,河北省,邯郸市,0310-7535111,36.573169,114.462564,埃安,
62,广汽埃安邯郸南环体验中心,河北省邯郸市邯山区南环路与机场路交叉口东行400米路南东侧A区A01,河北省,邯郸市,0310-7152009,36.573099,114.463376,埃安,
63,广汽埃安邯郸悦然城展示中心,邯郸市邯山区中华大街南环路立交桥东南角（美的-悦然广场）,河北省,邯郸市,0310-7535111,36.572192,114.496709,埃安,
64,广汽埃安邯郸邯山丛台展示中心,邯郸市雪驰路与东环路交叉口东行100米路北,河北省,邯郸市,0310-7535111,36.598544,114.546851,埃安,
65,广汽埃安邯郸广星美乐城展示中心,河北省邯郸市丛台区人民东路456号美乐城中厅S2112,河北省,邯郸市,,36.612812,114.531236,埃安,
66,广汽埃安邯郸北环体验中心,北环路与铁西大街交叉口西行50米路北,河北省,邯郸市,13363068788,36.661884,114.512917,埃安,
67,广汽埃安邢台环洁体验中心,河北省邢台市桥东区龙岗大街与永安路交叉口西北角23号,河北省,邢台市,0319-7530313,37.024018,114.563213,埃安,
68,广汽埃安邢台襄都万达展示中心,河北省邢台市襄都区万达一层1063号商铺,河北省,邢台市,0319-5208802,37.098282,114.530704,埃安,
69,广汽埃安邢台北环体验中心,河北省邢台市襄都区龙岗大街918-6号,河北省,邢台市,0319-3903888,37.117433,114.555099,埃安,
70,广汽埃安邢台环洁桥东展示中心,邢台市桥东区龙岗东大街汽车园区内,河北省,邢台市,,39.922529,116.192561,埃安,
71,广汽埃安保定世纪车城定州展示中心,保定市定州市清风北路与107交叉口路东,河北省,保定市,,38.539474,114.995172,埃安,
72,广汽埃安保定清苑体验中心,河北省保定市清苑区和平路361号,河北省,保定市,5807979,38.752568,115.486388,埃安,
73,广汽埃安保定世纪车城体验中心,河北省保定市莲池区南大园乡长城南大街1485号世纪汽车城院内,河北省,保定市,13831278851,38.835224,115.513211,埃安,
74,广汽埃安保定清苑高新展示中心,河北省保定市创业路359号,河北省,保定市,5897988,38.906484,115.457092,埃安,
75,广汽埃安保定科苑体验中心,保定市莲池区七一东路2456号中冀汽车集团园区,河北省,保定市,5019385,38.885238,115.564722,埃安,
76,广汽埃安张家口高新体验中心,河北省张家口市经济开发区沙岭子镇太师湾村大山口张宣公路东7号,河北省,张家口市,0313-3236688,40.677502,114.942305,埃安,
77,广汽埃安沧州泰盛吾悦展示中心,沧州市运河区海河西路沧兴加油站西侧约210米（吾悦广场）,河北省,沧州市,,38.279227,116.834483,埃安,
78,广汽埃安沧州开发区体验中心,沧州市新华区开发区三胜车管所东行50米,河北省,沧州市,0317-7973111,38.296272,116.939842,埃安,
79,广汽埃安沧州新华体验中心,河北省沧州市新华区长芦北大道与渤海路交叉口,河北省,沧州市,0317-3011158,38.351815,116.904973,埃安,
80,广汽埃安沧州任丘万达展示中心,,河北省,沧州市,,0,0,埃安,
81,广汽埃安廊坊广阳体验中心,廊坊市广阳区廊万路188号,河北省,廊坊市,0316-2206777,39.551595,116.657714,埃安,
82,广汽埃安廊坊广阳展示中心,河北省廊坊市广阳区东安路183号,河北省,廊坊市,0316-2180555,39.526167,116.743631,埃安,
83,广汽埃安衡水高新体验中心,河北省衡水市高新区胜利西路昌明大街688号6栋1-2层,河北省,衡水市,0318-8885018,37.738791,115.643493,埃安,
84,广汽埃安衡水北环体验中心,河北省衡水市高新区北外环东路597号,河北省,衡水市,0318-2637000,37.774817,115.712969,埃安,
85,广汽埃安太原大昌汽车城体验中心,山西省太原市小店区平阳南路88号小马汽贸园,山西省,太原市,0351-3297999,37.788606,112.560337,埃安,
86,广汽埃安太原南中环体验中心,山西省太原市晋源区新晋祠路488号山西万国汽车贸易服务园二环,山西省,太原市,0351-6329508,37.802185,112.535561,埃安,
87,广汽埃安太原龙城体验中心,山西省太原市小店区马练营路59号,山西省,太原市,0351-5237600,37.766728,112.614767,埃安,
88,广汽埃安太原新晋祠路展示中心,山西省太原市万柏林区新晋祠路汇豪新能源汽车城,山西省,太原市,0351-5237600,37.831209,112.535345,埃安,
89,广汽埃安太原龙城铜锣湾展示中心,太原市迎泽区五一路77号铜锣湾国际购物中心,山西省,太原市,,37.87529,112.577872,埃安,
90,广汽埃安太原富力广场展示中心,山西省太原市杏花岭区北中环街富力广场一层,山西省,太原市,0351-5237600,37.905165,112.601317,埃安,
91,广汽埃安大同平城体验中心,山西省大同市平城区魏都大道688号,山西省,大同市,0352-5398800,40.050438,113.295235,埃安,
92,广汽埃安阳泉李荫路体验中心,阳泉市市郊区李荫路汉河沟路段,山西省,阳泉市,,37.916714,113.575264,埃安,
93,广汽埃安长治潞州体验中心,山西省长治市潞州区解放西街火车站东 500米路南,山西省,长治市,0355-5050558,36.191221,113.083202,埃安,
94,广汽埃安长治潞州展示中心,山西省长治市长治高新技术产业开发区北外环路路北华信汽贸园东区2排,山西省,长治市,0355-2023355,36.219906,113.121234,埃安,
95,广汽埃安长治北环万达展示中心,长治市潞州区英雄北路222号（万达广场）,山西省,长治市,,36.223978,113.133911,埃安,
96,广汽埃安长治北环金威展示中心,长治市潞城区晋水社区东（金威购物广场）,山西省,长治市,139 9468 9336,36.328206,113.217364,埃安,
97,广汽埃安晋城西环体验中心,晋城市城区西环路3888号,山西省,晋城市,0356-8989586,35.510005,112.809438,埃安,
98,广汽埃安晋城凤城展示中心,山西省晋城市城区西街街道凤展购物广场有限公司新时代店1楼L-1101,山西省,晋城市,0356-2226602,35.479252,112.85299,埃安,
99,广汽埃安晋中万达体验中心,晋中市山西示范区晋中开发区汇通产业园区汇通路（晋中开发区汽贸园2号）,山西省,晋中市,0351-7781177,37.702961,112.71716,埃安,
100,广汽埃安晋中万达展示中心,山西省晋中市榆次区新建北路556号万达广场1层1062号商铺,山西省,晋中市,0351-7781177,37.724304,112.745488,埃安,
101,广汽埃安运城北郊万达展示中心,运城市盐湖区禹西路与铺安街交叉口（运城万达）,山西省,运城市,,35.049293,111.035139,埃安,
102,广汽埃安运城诺维兰汽车城展示中心,山西省运城市盐湖区工业园区南风大道三号,山西省,运城市,0359-8594222,35.122295,110.957464,埃安,
103,广汽埃安临汾尧都体验中心,山西省临汾市尧都区尧庙镇金井村一号南200米,山西省,临汾市,3572311115,36.025424,111.482901,埃安,
104,广汽埃安呼和浩特玉泉体验中心,内蒙古自治区呼和浩特玉泉区南二环快速路辅路紫维汽车园西段3号,内蒙古自治区,呼和浩特市,0471-3320088,40.77752,111.605007,埃安,
105,广汽埃安包头开发区体验中心,内蒙古自治区包头市包头稀土高新技术产业开发区稀土路4号恒通汽车城第1排2号,内蒙古自治区,包头市,0472-7155596,40.636432,109.891029,埃安,
106,广汽埃安赤峰红山体验中心,内蒙古自治区赤峰市红山区桥北镇姚家洼居委会红山物流园区（火花北路108号）,内蒙古自治区,赤峰市,0476-8781116,42.326179,118.940207,埃安,
107,广汽埃安鄂尔多斯东胜体验中心,内蒙古自治区鄂尔多斯市东胜区铜川汽车博览园安居街 7-5 号,内蒙古自治区,鄂尔多斯市,0477-2783683,39.792324,110.125132,埃安,
108,广汽埃安沈阳北二路展示中心,沈阳市铁西区北二中路13号,辽宁省,沈阳市,024-25908800,41.815042,123.377732,埃安,
109,广汽埃安全运万达展示中心,沈阳市浑南区全运路万达广场1层-1010,辽宁省,沈阳市,024-67966878,41.741483,123.465664,埃安,
110,广汽埃安沈阳北二路奥体万达展示中心,沈阳市浑南区营盘西街17号（浑南奥体万达）,辽宁省,沈阳市,15102495199,41.741483,123.465664,埃安,
111,广汽埃安沈阳金山路体验中心,沈阳市皇姑区金山路83号,辽宁省,沈阳市,,41.857824,123.459349,埃安,
112,广汽埃安沈阳东陵路体验中心,沈阳市沈河区东陵路14号,辽宁省,沈阳市,024-28412603,41.818802,123.530514,埃安,
113,广汽埃安大连华北路凯德和平展示中心,大连市沙河口区高尔基路695号（凯德和平广场）,辽宁省,大连市,,38.902877,121.594482,埃安,
114,广汽埃安大连华北路展示中心,大连市甘井子区华北路293号-1,辽宁省,大连市,0411-86575555,38.995136,121.576016,埃安,
115,广汽埃安大连甘井子体验中心,辽宁省大连市甘井子区华东路215号－3,辽宁省,大连市,0411-86715888,39.00725,121.59782,埃安,
116,广汽埃安鞍山千山西路展示中心,鞍山市千山西路51号,辽宁省,鞍山市,0412-6960000,41.129777,122.977168,埃安,
117,广汽埃安丹东振兴体验中心,辽宁省丹东市振兴区花园路49号,辽宁省,丹东市,0415-3963111,40.127988,124.355306,埃安,
118,广汽埃安盘锦兴隆台万达展示中心,盘锦市兴隆台区双兴南路71号（万达广场）,辽宁省,盘锦市,,41.106458,122.083201,埃安,
119,广汽埃安盘锦兴隆台展示中心,辽宁省盘锦市赵家经济开发区石油高新技术产业园1-17-107,辽宁省,盘锦市,0427-6682516,41.158642,122.049374,埃安,
120,广汽埃安铁岭银州体验中心,铁岭市铁岭县102国道西辽海加油站附近,辽宁省,铁岭市,,42.243803,123.802096,埃安,
121,广汽埃安朝阳龙城体验中心,辽宁省朝阳市龙城区中山大街五段159号广汽埃安体验中心,辽宁省,朝阳市,0421-2628889,41.554558,120.379894,埃安,
122,广汽埃安长春高新体验中心,吉林省长春市高新开发区蔚山路新兴红旗嘉园C14-104室,吉林省,长春市,0431-81874555,43.824746,125.248939,埃安,
123,广汽埃安长春春城体验中心,长春市绿园区普阳街58号长春市文教锅炉厂产权楼104号厂房,吉林省,长春市,0431-88519111,43.882622,125.283098,埃安,
124,广汽埃安上海青浦万达展示中心,上海市青浦区淀山湖大道851号,上海市,上海市,021-59200177,31.139676,121.088205,埃安,
125,广汽埃安上海松卫青浦吾悦展示中心,上海市青浦区淀山湖大道218号（青浦吾悦）,上海市,上海市,,31.150622,121.101782,埃安,
126,广汽埃安上海宁桥绿地缤纷城展示中心,上海市青浦区外青松公路5999号（绿地缤纷城）,上海市,上海市,,31.159648,121.125562,埃安,
127,广汽埃安上海崧华体验中心,上海市青浦区崧华路688号,上海市,上海市,,31.167684,121.176665,埃安,
128,广汽埃安上海吉恒开元新天地展示中心,上海市松江区新松江路927弄（开元新天地）,上海市,上海市,,31.047499,121.216966,埃安,
129,广汽埃安上海青浦体验中心, 上海市青浦区嘉松中路799弄26号,上海市,上海市,021-59200177,31.25382,121.220134,埃安,
130,广汽埃安上海劲立松江万达展示中心,上海市松江区广富林路658号（松江万达）,上海市,上海市,021-57187738,31.063144,121.249676,埃安,
131,广汽埃安上海嘉定体验中心,上海市嘉定区沪宜公路4491号10幢,上海市,上海市,,31.374874,121.233746,埃安,
132,广汽埃安上海奥莱体验中心,上海市青浦区沪青平公路2599号A栋101室,上海市,上海市,021-59241190,31.157543,121.249269,埃安,
133,广汽埃安上海松卫体验中心,上海市松江区江田东路259号10幢B区,上海市,上海市,021-67720299,31.03094,121.268511,埃安,
134,广汽埃安上海吉鸿嘉定大融城展示中心,上海市嘉定区宝安公路3386号（嘉定大融城）,上海市,上海市,,31.336396,121.286412,埃安,
135,广汽埃安上海晋熙手拉手展示中心,上海市松江区九干公路50号手拉手汽车港,上海市,上海市,,31.133128,121.304869,埃安,
136,广汽埃安上海劲立金沙江西路展示中心,上海市嘉定区金沙江西路2600号,上海市,上海市,,31.248159,121.31112,埃安,
137,广汽埃安上海沪松体验中心,上海市松江区九亭镇沪松公路1197号3幢,上海市,上海市,57800682,31.149847,121.334977,埃安,
138,广汽埃安上海金山体验中心,上海市金山区亭卫公路2011号,上海市,上海市,,30.779715,121.364481,埃安,
139,广汽埃安上海虹桥展示中心,上海市闵行区沪青平公路415-433号,上海市,上海市,021-33581877,31.181892,121.351297,埃安,
140,广汽埃安上海闵行体验中心,上海市闵行区黎安路1399弄22号,上海市,上海市,400-861-7988,31.125363,121.358744,埃安,
141,广汽埃安上海普陀体验中心, 上海市普陀区金昌路1858号,上海市,上海市,021-57523377,31.281833,121.350176,埃安,
142,广汽埃安上海浦东御桥路七宝宝龙商超展示中心,上海市漕宝路3299号七宝宝龙城S5号楼一层M-S5-F1-003-1号商铺（宝龙城）,上海市,上海市,,31.164415,121.360967,埃安,
143,广汽埃安上海闵行马桥万达,上海市闵行区马桥镇富岩路121号1021,上海市,上海市,021-59202177,31.029517,121.380019,埃安,
144,广汽埃安上海月罗体验中心,上海市宝山区月罗路2370号,上海市,上海市,021-60790586,31.416212,121.358934,埃安,
145,广汽埃安上海松卫凯德龙之梦商超展示中心,上海市闵行区沪闵路6088号凯德龙之梦,上海市,上海市,,31.11393,121.384402,埃安,
146,广汽埃安上海颛桥万达展示中心,上海市闵行区颛兴东路1570号（颛桥万达）,上海市,上海市,021-59200177,31.077149,121.412839,埃安,
147,广汽埃安上海经伟汇展示中心,上海市宝山区经地路99弄经纬汇一楼三号楼内庭商铺上海市宝山区经地路99弄经纬汇一楼三号楼内庭商铺,上海市,上海市,,31.331042,121.405938,埃安,
148,广汽埃安上海长宁龙之梦展示中心,上海市长宁区长宁路1018号龙之梦B203-D,上海市,上海市,4001867988,31.219198,121.416736,埃安,
149,广汽埃安上海劲立奉贤展示中心,上海上海市奉贤区沪杭公路1960号,上海市,上海市,021-57187738,30.923876,121.441225,埃安,
150,广汽埃安上海奉贤沪杭体验中心,上海市奉贤区南桥镇沪杭公路1960号二幢,上海市,上海市,021-57187738,30.923876,121.441225,埃安,
151,广汽埃安上海宝山日月光展示中心,上海市宝山区沪太路1933号日月光中心,上海市,上海市,,31.300017,121.423615,埃安,
152,广汽埃安上海沪北体验中心,上海市宝山区宝安公路839号,上海市,上海市,021-33856155,31.370527,121.419055,埃安,
153,广汽埃安上海静安大融城展示中心,上海市静安区沪太路1111弄（静安大融城）,上海市,上海市,,31.286475,121.432472,埃安,
154,广汽埃安上海晋熙奉贤宝龙展示中心,上海市奉贤区南桥环城东路728号（奉贤宝龙）,上海市,上海市,,30.903429,121.451967,埃安,
155,广汽埃安上海汶水体验中心,上海市静安区汶水路269号3幢101-1室,上海市,上海市,021-56771666,31.297719,121.447335,埃安,
156,广汽埃安上海崇明万达展示中心,上海市崇明区城桥镇崇明大道8388号（崇明万达二期）,上海市,上海市,021-59200177,31.632266,121.424366,埃安,
157,广汽埃安上海静安国际展示中心,上海市静安区裕通路89号（静安国际中心）,上海市,上海市,021-59200177,31.249448,121.460428,埃安,
158,广汽埃安上海宝山体验中心, 上海市宝山区江杨南路1505号,上海市,上海市,400-186-7988,31.334413,121.467172,埃安,
159,广汽埃安上海吉鸿奉贤隆龙湖展示中心,上海市奉贤区南行港路388号（奉贤龙湖金汇天街）,上海市,上海市,,30.968538,121.490955,埃安,
160,广汽埃安上海广场体验中心,上海市黄浦区淮海中路138号上海广场（东南门1楼）106B-107-111号,上海市,上海市,,31.231492,121.484942,埃安,
161,广汽埃安上海郑隆奉贤天街展示中心,上海市奉贤区金海公路3800号（奉贤天街）,上海市,上海市,13002162915,30.920722,121.502823,埃安,
162,广汽埃安上海月罗宝杨宝龙展示中心,上海市宝山区同济路669弄4号1层101室M1-L1-025-1,上海市,上海市,13052463335,31.400972,121.488406,埃安,
163,广汽埃安上海吉鸿浦江广场展示中心,上海市闵行区江月路1850弄1F-E16、E17、E18店铺（浦江城市生活广场）,上海市,上海市,,31.089019,121.511639,埃安,
164,广汽埃安上海浦东临港万达,上海市浦东新区鸿音路2555号1F-2,上海市,上海市,021-59202177,31.227348,121.550455,埃安,
165,广汽埃安上海浦东御桥路体验中心,上海浦东新区御桥路1377号,上海市,上海市,021-50108918,31.155496,121.558635,埃安,
166,广汽埃安上海浦东龙阳广场展示中心,上海市浦东新区龙阳路2000号一层110-02号,上海市,上海市,,31.209545,121.56527,埃安,
167,广汽埃安上海车市体验中心,上海市浦东新区沪南路4789弄311号,上海市,上海市,021-68041619,31.075394,121.595669,埃安,
168,广汽埃安上海宁桥森兰花园城商超展示中心,上海市浦东新区启帆路517号森兰花园城商超1楼中庭处附近,上海市,上海市,,31.320403,121.597912,埃安,
169,广汽埃安上海宁桥体验中心,上海市浦东新区宁桥路668号（金桥建材市场内）,上海市,上海市,021-50331560,31.251358,121.617257,埃安,
170,广汽埃安上海君和沪南公路展示中心,上海市浦东新区沪南公路7160号,上海市,上海市,18217750382,31.031509,121.64232,埃安,
171,广汽埃安上海浦东阳光天地展示中心,浦东新区唐镇高科东路777号阳光天地1楼,上海市,上海市,18019041163,31.220439,121.662783,埃安,
172,广汽埃安上海劲立崇明展示中心,上海崇明区堡镇北路800号,上海市,上海市,,31.568966,121.641879,埃安,
173,广汽埃安上海松卫浦东展示中心,上海浦东新区川沙路3703号,上海市,上海市,,31.221062,121.697127,埃安,
174,广汽埃安南京大胜关体验中心,南京市雨花台区天驰路2号,江苏省,南京市,025-57066611,31.951389,118.66109,埃安,
175,广汽埃安南京浦珠体验中心,南京市江北新区泰山街道浦珠北路159号,江苏省,南京市,025-58879196,32.117319,118.704905,埃安,
176,广汽埃安南京宁南建邺吾悦展示中心,江苏省南京市建邺区江东门北街吾悦广场1楼,江苏省,南京市,18114023081,32.042978,118.742963,埃安,
177,广汽埃安南京雨田金鹰世界展示中心,南京市建邺区应天大街888号金鹰购物中心内A06层1138-A06-00961商铺,江苏省,南京市,,32.02836,118.746284,埃安,
178,广汽埃安南京宁南体验中心,南京市雨花台区丁墙路1号,江苏省,南京市,025-52259122,31.988069,118.806224,埃安,
179,广汽埃安南京宁镇金茂览秀城展示中心,江苏省南京市鼓楼区中央路201号（金茂览秀城）,江苏省,南京市,,32.078716,118.789647,埃安,
180,广汽埃安南京城北体验中心,南京市栖霞区燕子矶街道幕府东路228号,江苏省,南京市,025-52238666,32.121911,118.813303,埃安,
181,广汽埃安南京宁镇体验中心,南京市玄武区东方城48号,江苏省,南京市,025-83700016,32.092421,118.842169,埃安,
182,广汽埃安南京江宁体验中心,南京市江宁区东山汽车园润麒路18号2号楼,江苏省,南京市,,31.987543,118.882015,埃安,
183,广汽埃安六合龙湖天街展示中心,南京六合区雄州街道龙湖天街A-F1,江苏省,南京市,13337700020,32.335399,118.84963,埃安,
184,广汽埃安南京玄武体验中心,江苏省南京市栖霞区仙隐北路28号,江苏省,南京市,025-85450099,32.107062,118.898933,埃安,
185,广汽埃安南京玄武万达茂展示中心,江苏省南京市栖霞区仙林大道与守敬路交汇处（万达茂）,江苏省,南京市,,32.127199,118.994333,埃安,
186,广汽埃安无锡宜兴融达展示中心,宜兴市融达汽车城北门口1幢801,江苏省,无锡市,,31.393706,119.792588,埃安,
187,广汽埃安无锡宜兴体验中心,宜兴经济技术开发区塞特大道128-3号,江苏省,无锡市,80790109/80797009,31.41744,119.81515,埃安,
188,广汽埃安宜兴万达展示中心,无锡市宜兴市东虹路550号（宜兴万达）,江苏省,无锡市,0510-68582666,31.369729,119.859241,埃安,
189,广汽埃安无锡盛岸体验中心,无锡市惠山区钱桥盛岸西路610-1号,江苏省,无锡市,0510-83226999,31.621215,120.231494,埃安,
